b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_logdur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.19579,-1.16659,-1.50997,-2.5073,-3.09368,-0.259984,-0.164865,-0.0745436,-0.120422,-0.234686,0.911354,0.341077,0.524725,0.689674,2.08318,1.93329,0.457936,1.32587,1.5674,2.43907,-1.17141,-0.155544,-0.0147115,-0.356692,-0.821924,-1.54186,-3.48694,-0.168864
-2.52467,-1.43419,-1.57801,-2.57451,-3.18561,0.0292374,0.205581,0.118125,0.141767,0.050162,1.14892,0.483915,0.506145,0.871077,2.12212,1.97326,0.455724,1.25336,1.31442,2.27892,-1.1902,-0.141515,-0.0284692,-0.345162,-0.799732,-1.55528,-3.44869,-0.160048
-2.51849,-1.4923,-1.75407,-2.72126,-3.28073,-0.12904,0.0618684,0.111,-0.0293571,0.056385,1.02982,0.392072,0.636622,0.92157,2.05714,2.21264,0.656582,1.48326,1.63735,2.47623,-1.17844,-0.108208,-0.0107557,-0.355833,-0.78972,-1.56599,-3.50511,-0.144541
-2.63033,-1.68484,-1.74002,-2.5695,-3.57143,-0.226372,-0.0506112,0.0821268,0.0385366,-0.0649492,1.15569,0.682256,0.560217,0.6295,2.46875,2.19062,0.94233,1.49898,1.38052,2.84947,-1.11336,-0.172187,-0.0286685,-0.394362,-0.861799,-1.54105,-3.43539,-0.160285
-2.28911,-1.27887,-1.70571,-2.73274,-3.15418,-0.321558,-0.0818506,0.149701,0.0529541,-0.105429,1.08782,0.455534,0.603856,0.957327,2.16199,2.07854,0.600665,1.41727,1.72807,2.44496,-1.15459,-0.125913,-0.0161748,-0.298171,-0.715068,-1.5409,-3.4722,-0.184624
-2.43181,-1.33954,-1.70137,-2.7101,-3.1854,-0.208121,-0.0392817,0.068319,0.00723422,0.0402921,1.08789,0.46345,0.643407,0.940967,2.0529,1.9909,0.528451,1.42153,1.51192,2.3662,-1.15036,-0.108049,0.046994,-0.308372,-0.782125,-1.55105,-3.44941,-0.172921
-2.52037,-1.49593,-1.71968,-2.9446,-3.22684,0.0244263,0.19245,0.104116,0.251544,0.0640476,1.04239,0.420263,0.564962,0.887666,2.0285,1.89547,0.431847,1.33519,1.53036,2.2993,-1.21306,-0.142717,-0.0122751,-0.364493,-0.83416,-1.56807,-3.48941,-0.136109
-2.36005,-1.27259,-1.62155,-2.57896,-3.2003,-0.185887,-0.00953033,0.126011,0.282796,-0.0677624,1.11851,0.571454,0.65943,0.793443,2.28925,1.93632,0.512113,1.34273,1.3662,2.47824,-1.13883,-0.136489,-0.0389378,-0.29088,-0.795533,-1.57315,-3.55128,-0.166796
-2.56611,-1.36167,-1.64277,-2.8633,-3.43422,-0.122688,0.0806968,0.101782,0.188474,0.058097,1.39326,0.553912,0.578346,0.939029,2.27909,2.09987,0.483532,1.41108,1.54162,2.53936,-1.19129,-0.151372,0.0398837,-0.311483,-0.812599,-1.5356,-3.52798,-0.198735
-2.73562,-1.53758,-1.758,-2.82144,-3.29716,-0.092903,0.0429501,0.185625,0.0470687,0.055746,1.39757,0.622914,0.588465,0.966067,2.24506,2.36559,0.707426,1.41753,1.64844,2.40288,-1.19123,-0.114115,-0.00824986,-0.338548,-0.837102,-1.62549,-3.47764,-0.192162
-2.49118,-1.37264,-1.67412,-2.79344,-3.45531,-0.0863306,-0.0062858,0.108482,0.0881993,0.0960327,1.20003,0.553569,0.708142,1.05058,2.53306,1.89153,0.436946,1.23134,1.52516,2.47972,-1.1429,-0.146063,0.0112647,-0.318576,-0.786048,-1.56107,-3.53192,-0.185716
-2.48068,-1.35276,-1.72567,-2.736,-3.20935,-0.052326,0.0312186,0.133835,0.151194,-0.0717284,1.16614,0.468381,0.607642,0.784563,2.36584,2.09328,0.617738,1.42608,1.51585,2.53019,-1.18128,-0.132788,0.0176228,-0.294142,-0.745693,-1.56937,-3.49671,-0.2001
-2.35591,-1.42201,-1.62831,-2.56358,-3.43153,-0.165047,-0.032424,0.0774651,0.018753,0.0109241,1.02852,0.507637,0.600765,0.794691,2.3154,2.07929,0.72571,1.37845,1.4813,2.72576,-1.19048,-0.168711,-0.00283367,-0.303475,-0.826603,-1.56617,-3.47634,-0.195004
-2.43594,-1.34467,-1.63961,-2.59322,-3.04975,-0.0724849,0.0414616,0.0269116,0.0325658,-0.137953,0.917767,0.25815,0.541285,0.617637,1.96324,1.79598,0.362629,1.35912,1.44398,2.15405,-1.1954,-0.113889,0.0449342,-0.357473,-0.829373,-1.50826,-3.46301,-0.188613
-2.74063,-1.51885,-1.7725,-2.98779,-3.43944,-0.265421,-0.0810866,-0.0358402,-0.0369409,-0.155187,1.37796,0.659612,0.655944,1.04446,2.56351,2.41822,0.757323,1.5849,1.7677,2.68805,-1.22466,-0.161605,0.0112334,-0.283036,-0.750898,-1.62048,-3.53505,-0.173964
-2.40904,-1.30425,-1.70147,-2.56783,-3.19478,-0.153148,-0.043803,0.0957569,-0.119838,0.0656611,1.21059,0.582466,0.621549,0.839272,2.22016,2.0083,0.496581,1.34312,1.34411,2.34477,-1.14413,-0.176746,0.0823695,-0.341174,-0.727594,-1.5482,-3.39327,-0.145337
-2.41297,-1.39788,-1.67931,-2.76471,-3.45857,-0.35623,-0.172244,0.0093174,-0.16272,-0.131164,1.14274,0.51019,0.561429,0.90753,2.32855,2.03496,0.6401,1.4098,1.57004,2.77551,-1.17381,-0.122265,0.0262899,-0.327759,-0.83901,-1.58621,-3.54165,-0.187554
-2.49229,-1.38144,-1.67928,-2.63231,-3.2754,-0.178713,-0.0674907,0.112603,0.198614,-0.00313792,1.27985,0.561404,0.599892,0.679268,2.36585,2.09358,0.52154,1.40953,1.33202,2.41327,-1.19487,-0.170593,-0.0349119,-0.323402,-0.824422,-1.51258,-3.46121,-0.155168
-2.30528,-1.24537,-1.65316,-2.69559,-3.03529,-0.2602,-0.106249,0.0298174,0.0878969,-0.124297,0.953297,0.407207,0.528185,0.780464,2.03617,1.93766,0.425281,1.2743,1.35375,2.21539,-1.15887,-0.133339,0.0599829,-0.336907,-0.735532,-1.53769,-3.42156,-0.141889
-2.66133,-1.51597,-1.76854,-2.78948,-3.3005,-0.116017,-0.0595548,0.0858513,0.0907154,-0.122586,1.15471,0.481811,0.573034,0.859965,2.06517,2.28732,0.809979,1.46443,1.63604,2.63393,-1.21235,-0.190073,-0.0810869,-0.352875,-0.767736,-1.5346,-3.48879,-0.198574
-2.56087,-1.52964,-1.75327,-2.70201,-3.17474,-0.219439,-0.0242911,0.0997002,-0.0496018,-0.117828,1.12062,0.471338,0.614499,0.722423,2.02863,2.0916,0.602656,1.33715,1.45009,2.37259,-1.20212,-0.13848,0.0265182,-0.391015,-0.863967,-1.62705,-3.49147,-0.163245
-2.67457,-1.61912,-1.69459,-2.9571,-3.43137,-0.221863,0.0544961,-0.0631847,-0.122045,0.0519333,1.50387,0.74218,0.664698,1.21176,2.22941,2.53747,0.908966,1.65541,2.03904,2.75917,-1.19178,-0.116065,0.00999398,-0.319276,-0.803288,-1.57369,-3.51294,-0.189348
-2.37833,-1.24321,-1.59584,-2.70114,-3.31211,-0.328611,-0.208774,-0.00837994,-0.0417927,-0.197587,1.37136,0.64789,0.619592,0.935673,2.47026,2.03376,0.466695,1.29236,1.48092,2.62362,-1.17037,-0.135751,0.0388704,-0.313855,-0.775201,-1.54154,-3.448,-0.14954
-2.55112,-1.48946,-1.71437,-2.57872,-3.44987,-0.164992,-0.0548643,0.0636991,-0.0654971,-0.0665101,1.14722,0.609173,0.622757,0.905017,2.33646,2.25114,0.719602,1.44009,1.53054,2.78421,-1.19348,-0.134717,-0.00903581,-0.346161,-0.873073,-1.55634,-3.47835,-0.179498
-2.18759,-1.22648,-1.52955,-2.44028,-3.20128,-0.0490019,0.0370224,0.0338788,0.118939,-0.0142888,0.746833,0.36701,0.524902,0.646032,2.14901,1.72492,0.32398,1.20317,1.23946,2.46787,-1.18088,-0.1853,-0.0383415,-0.300524,-0.770644,-1.56251,-3.50425,-0.166017
-2.22295,-1.11294,-1.54183,-2.36877,-3.10353,-0.178145,-0.133477,0.0481613,-0.0379853,-0.206812,0.965011,0.334677,0.504868,0.679039,2.32158,1.64946,0.167167,1.18423,1.0159,2.28645,-1.17296,-0.112232,0.0116577,-0.35022,-0.77379,-1.53892,-3.49902,-0.18299
-2.48107,-1.35497,-1.76282,-2.65186,-3.09345,-0.245952,-0.0760364,0.0217169,-0.0428119,-0.128857,1.09946,0.420133,0.620869,0.781093,2.05584,2.2781,0.700642,1.51931,1.59115,2.44185,-1.09736,-0.11713,0.0186399,-0.294588,-0.789688,-1.59021,-3.48443,-0.174861
-2.44179,-1.21816,-1.67797,-2.64215,-3.0739,-0.11904,-0.0845996,0.0696571,-0.0276227,-0.195164,1.0069,0.28076,0.538992,0.829718,2.09139,1.78857,0.247201,1.28307,1.38683,2.25832,-1.18252,-0.132966,0.0168381,-0.342221,-0.750852,-1.57086,-3.53384,-0.149278
-2.35447,-1.2089,-1.49943,-2.51637,-3.09774,-0.159282,-0.114743,0.0129675,0.0507829,-0.244109,0.994058,0.260382,0.412805,0.623861,1.99821,1.96606,0.438512,1.3024,1.44744,2.44949,-1.18695,-0.139414,0.00178718,-0.302049,-0.807438,-1.58361,-3.49121,-0.137862
-2.44285,-1.26429,-1.54306,-2.51772,-3.21803,-0.31595,-0.131134,-0.0493104,-0.228541,-0.166331,1.15227,0.317556,0.525093,0.803267,2.03144,1.89797,0.274761,1.25329,1.35974,2.36665,-1.17261,-0.160554,-0.0214223,-0.387479,-0.900298,-1.58332,-3.51473,-0.142209
-2.45515,-1.38605,-1.45478,-2.5395,-3.27948,-0.346908,-0.153773,-0.0709376,-0.170474,-0.16991,1.37287,0.709331,0.480596,1.0994,2.4312,2.23175,0.613126,1.22511,1.55093,2.64559,-1.2138,-0.205405,-0.0770125,-0.386733,-0.904728,-1.57761,-3.52626,-0.220845
-2.36252,-1.3487,-1.61391,-2.39854,-2.88404,-0.360344,-0.161234,-0.0776933,-0.270769,-0.241174,1.11942,0.473664,0.433326,0.713287,1.93335,1.92779,0.475116,1.44454,1.36757,2.08948,-1.25621,-0.113114,-0.0560117,-0.321625,-0.806397,-1.60309,-3.53434,-0.211537
-2.52159,-1.35775,-1.71005,-2.72423,-3.23906,-0.0382172,0.131029,0.210361,0.0409953,0.0506579,1.49031,0.527327,0.741386,1.09261,2.18967,2.21872,0.655496,1.52346,1.74203,2.50793,-1.17615,-0.130083,-0.0190067,-0.343786,-0.791276,-1.48894,-3.45645,-0.192382
-2.40342,-1.30474,-1.66921,-2.59973,-3.15371,-0.140106,-0.0412371,0.0664099,0.0291897,-0.201142,1.05168,0.498854,0.599934,0.803345,2.30438,1.99238,0.531405,1.38397,1.49701,2.36518,-1.16321,-0.135402,0.0290129,-0.331424,-0.783031,-1.5225,-3.47791,-0.216266
-2.38596,-1.27378,-1.6104,-2.43166,-3.15602,-0.119159,-0.0245003,0.0317239,0.00452366,0.045857,0.952443,0.308773,0.558457,0.558975,2.03328,1.93774,0.44341,1.35143,1.34729,2.27277,-1.13965,-0.129179,-0.0392604,-0.324805,-0.796875,-1.47133,-3.46069,-0.178208
-2.44667,-1.45332,-1.71757,-2.75107,-3.45089,-0.231852,-0.00893346,0.0605937,0.00174384,-0.0867831,1.24016,0.599087,0.651306,0.879073,2.32762,2.09073,0.598316,1.43093,1.44773,2.66531,-1.21436,-0.0967359,0.0324583,-0.360086,-0.752674,-1.50907,-3.50507,-0.155752
-2.66288,-1.56771,-1.74605,-2.99046,-3.38551,0.0285572,0.0920513,0.193477,0.300464,0.077093,1.38691,0.752296,0.696573,1.13439,2.28024,2.19277,0.767171,1.39211,1.57006,2.5934,-1.15504,-0.127565,-0.0165231,-0.350968,-0.776262,-1.50833,-3.49096,-0.153052
-2.60236,-1.54255,-1.84005,-2.92599,-3.53494,-0.125185,-0.0556217,0.101074,0.15963,-0.0652674,1.20189,0.56108,0.626368,0.862043,2.37753,1.99647,0.504706,1.52404,1.56842,2.62014,-1.24504,-0.141904,-0.036337,-0.354094,-0.797183,-1.56356,-3.55983,-0.1216
-2.38543,-1.45563,-1.61787,-2.60727,-3.3667,-0.386692,-0.139308,-0.0050529,-0.123566,-0.176284,1.21625,0.518072,0.414374,0.7802,2.37276,2.24482,0.682619,1.37424,1.62125,2.58229,-1.19053,-0.113765,0.00717524,-0.30233,-0.769578,-1.57639,-3.478,-0.15001
-2.2607,-1.34571,-1.54698,-2.64503,-3.20065,-0.327089,-0.120129,-0.0795203,-0.163022,-0.266331,1.19521,0.682132,0.445851,0.899156,2.46806,1.98207,0.552235,1.31924,1.58169,2.50087,-1.19169,-0.0404104,0.0383585,-0.330107,-0.772182,-1.56815,-3.49666,-0.132307
-2.26708,-1.2516,-1.5347,-2.26868,-3.155,-0.356236,-0.12623,0.0169721,-0.00708015,-0.160487,1.11727,0.427789,0.51143,0.510168,2.23628,2.06751,0.485313,1.32764,1.19294,2.61562,-1.19901,-0.131422,-0.0545447,-0.360919,-0.879041,-1.53719,-3.55035,-0.164337
-2.72032,-1.44796,-1.62142,-2.80748,-3.24844,-0.0340669,0.04438,-0.00815513,-0.00181027,0.0275922,1.49592,0.637332,0.626594,0.861828,2.23785,2.22419,0.609925,1.36026,1.60833,2.32757,-1.11157,-0.141063,0.000727274,-0.311786,-0.714539,-1.58112,-3.44424,-0.124197
-2.63162,-1.58935,-1.71546,-2.78878,-3.45542,-0.0206059,0.0388803,0.0432506,0.0751876,0.130684,1.33322,0.73075,0.704683,0.809464,2.23243,2.17398,0.736926,1.47981,1.60053,2.55178,-1.20652,-0.0939129,0.0251688,-0.344454,-0.78721,-1.54205,-3.48809,-0.158889
-2.55195,-1.45931,-1.70595,-2.59024,-3.3099,-0.123793,0.025714,0.085341,0.106795,-0.0888098,1.36678,0.620726,0.714329,0.791488,2.34536,2.0855,0.627346,1.48404,1.42965,2.55226,-1.14764,-0.0990717,0.0151549,-0.389423,-0.803143,-1.50629,-3.48111,-0.14895
-2.57081,-1.29838,-1.68529,-2.70248,-3.25324,-0.186674,-0.115782,0.0858267,-0.0164757,-0.324338,1.17896,0.399058,0.542502,0.794736,2.30939,2.13935,0.410487,1.3084,1.4563,2.49316,-1.19221,-0.143754,0.0422804,-0.329826,-0.790409,-1.60726,-3.54287,-0.201868
-2.47866,-1.31112,-1.4882,-2.6749,-3.17903,-0.217355,-0.141849,-0.0460969,-0.0662128,-0.147463,1.34884,0.541182,0.522352,0.920337,2.24652,2.05897,0.547331,1.27521,1.4833,2.48567,-1.22826,-0.134616,-0.0369689,-0.328526,-0.788031,-1.53332,-3.46863,-0.127225
-2.34666,-1.32852,-1.56087,-2.63818,-3.08546,-0.210863,-0.129734,0.010519,0.0787306,-0.212648,0.855579,0.321491,0.439807,0.578617,2.15886,2.05705,0.552791,1.26686,1.38673,2.38548,-1.21871,-0.122448,0.0177388,-0.395511,-0.816671,-1.53765,-3.47555,-0.143052
-2.41328,-1.35056,-1.86897,-2.91817,-3.28718,-0.367513,-0.220641,0.041129,-0.0120505,-0.216278,1.26653,0.633912,0.83089,1.0439,2.28854,2.2168,0.583449,1.63002,1.66852,2.52192,-1.22557,-0.133815,0.0274286,-0.292425,-0.751554,-1.61777,-3.59398,-0.191021
-2.40665,-1.31067,-1.5199,-2.63549,-3.13073,-0.197123,-0.0853176,-0.00521756,-0.18925,-0.111484,0.911295,0.32064,0.377403,0.824819,1.98743,1.87756,0.418987,1.13629,1.40444,2.36604,-1.17539,-0.0990114,0.0808562,-0.332622,-0.725583,-1.55612,-3.43767,-0.160858
-2.2291,-1.02275,-1.53304,-2.26998,-2.98319,-0.263623,-0.183519,-0.0552671,-0.101692,-0.181636,1.08322,0.242842,0.437207,0.601462,1.93604,1.80609,0.171678,1.25078,1.13899,2.23229,-1.18549,-0.131179,-0.0283897,-0.326929,-0.800665,-1.59028,-3.5627,-0.1984
-2.39942,-1.48328,-1.68794,-2.48739,-3.38184,-0.0811769,0.170217,0.17839,0.0883606,0.0280629,1.15728,0.593091,0.586671,0.794336,2.23151,2.06607,0.653648,1.33408,1.45425,2.60998,-1.16432,-0.133763,0.0159307,-0.321083,-0.824968,-1.5602,-3.46768,-0.186197
-2.38952,-1.41497,-1.60089,-2.61748,-3.28363,-0.0240792,0.0419611,0.166595,0.0812532,-0.0287132,0.849824,0.367552,0.4011,0.737027,2.06256,1.97471,0.554192,1.26487,1.52944,2.56797,-1.24962,-0.175125,-0.0160891,-0.366108,-0.855128,-1.63292,-3.51844,-0.184516
-2.3531,-1.27126,-1.55644,-2.66011,-3.06341,-0.252934,-0.181159,-0.0339281,-0.0367553,-0.258502,1.25531,0.639991,0.671988,1.05227,2.31094,2.10415,0.572314,1.35551,1.61272,2.40483,-1.13816,-0.136448,0.0167446,-0.36902,-0.816736,-1.50591,-3.43711,-0.150199
-2.1976,-1.28372,-1.62012,-2.41294,-3.24824,-0.298388,-0.128948,-0.0139548,-0.0216454,-0.0937097,0.911351,0.413922,0.604764,0.667637,2.18517,1.89959,0.538032,1.35972,1.24158,2.37742,-1.14234,-0.0910697,0.0458469,-0.323286,-0.754577,-1.54004,-3.42171,-0.181138
-2.63949,-1.39165,-1.56428,-2.54063,-3.17134,-0.0642289,0.0757733,0.179065,0.0729457,0.0475246,1.34332,0.580761,0.548218,0.714042,2.04416,2.18874,0.483944,1.19246,1.30087,2.43511,-1.18752,-0.182416,-0.0442771,-0.319768,-0.83868,-1.55379,-3.47811,-0.162432
-2.39841,-1.42266,-1.57798,-2.61215,-3.17392,-0.248087,-0.0922608,-0.0664588,-0.0731924,-0.187002,1.02451,0.410786,0.592164,0.86975,2.07619,2.16085,0.680593,1.32037,1.61349,2.45809,-1.18633,-0.175123,-0.00664889,-0.27149,-0.741486,-1.55616,-3.4476,-0.188876
-2.39912,-1.15391,-1.45525,-2.50303,-3.20682,-0.27935,-0.0860361,0.0660564,0.0411272,0.00371793,0.962317,0.0888202,0.32616,0.622154,1.92592,2.1836,0.426116,1.21781,1.62613,2.43994,-1.21606,-0.189923,-0.0413355,-0.395287,-0.827695,-1.62927,-3.56826,-0.180104
-2.33805,-1.28307,-1.46343,-2.29454,-3.22539,-0.22943,0.119522,-0.0353939,-0.191678,0.183842,0.993344,0.382994,0.480594,0.538849,2.17965,2.08738,0.522988,1.24808,1.37562,2.47081,-1.27786,-0.161882,-0.0579101,-0.336191,-0.884615,-1.59647,-3.62097,-0.220158
-2.48292,-1.35296,-1.65899,-2.48972,-3.12565,-0.0748123,0.0809102,0.0736109,0.116533,0.0693457,1.28855,0.473869,0.629889,0.780518,1.93633,2.13497,0.534107,1.46731,1.39543,2.44429,-1.14376,-0.191453,-0.0585008,-0.334663,-0.795012,-1.53885,-3.49792,-0.197725
-2.24447,-1.28538,-1.61958,-2.6021,-3.20925,-0.0580451,0.0479428,0.159305,0.179235,-0.0394937,0.929035,0.382933,0.433791,0.606788,2.06694,1.82088,0.460831,1.27975,1.38548,2.36256,-1.16179,-0.097943,-0.0111852,-0.313908,-0.80933,-1.55839,-3.44083,-0.215291
-2.43649,-1.39089,-1.6293,-2.53012,-3.24925,-0.0786118,-0.00539972,0.0731259,0.00983391,-0.224692,1.13069,0.514069,0.640662,0.794728,2.34319,1.8893,0.565893,1.40317,1.33796,2.60208,-1.218,-0.191021,-0.0500763,-0.354043,-0.816534,-1.50767,-3.49696,-0.220547
-2.38878,-1.43427,-1.69936,-2.68545,-3.39561,-0.361537,-0.228359,-0.0494649,-0.172545,-0.316323,1.18791,0.762641,0.644633,0.826515,2.4551,2.11629,0.719163,1.44326,1.5865,2.69534,-1.19246,-0.122091,0.0735264,-0.378279,-0.786484,-1.58246,-3.50456,-0.180545
-2.57148,-1.37084,-1.71505,-2.71818,-3.22843,-0.0949752,-0.0426264,0.0740644,0.0679658,-0.062466,1.20934,0.371326,0.582722,0.796187,1.989,2.025,0.485443,1.34309,1.39043,2.24758,-1.17347,-0.115386,0.0226994,-0.328239,-0.793285,-1.60006,-3.50596,-0.135686
-2.52342,-1.4342,-1.70466,-2.83157,-3.15455,-0.0145593,0.152054,0.173054,0.222914,-0.0646409,1.15087,0.513346,0.598382,0.925373,2.1588,2.04771,0.52218,1.33328,1.41727,2.40826,-1.2055,-0.0955996,0.0263198,-0.35695,-0.76353,-1.54955,-3.48432,-0.175834
-2.46383,-1.43396,-1.71191,-2.75822,-3.47531,-0.215807,-0.0133921,0.0479131,0.0461294,0.0236208,1.21459,0.594926,0.566754,1.0019,2.49924,1.99208,0.610114,1.52756,1.49258,2.67729,-1.23324,-0.142913,-0.0348916,-0.324909,-0.814708,-1.56753,-3.53599,-0.190865
-2.24587,-1.3035,-1.59177,-2.61717,-3.14008,-0.21928,0.0867163,0.0829456,0.160495,0.0250371,1.06068,0.359884,0.527415,0.772954,1.76954,1.9734,0.454205,1.40867,1.53561,2.32283,-1.16703,-0.143953,-0.0362082,-0.321466,-0.794745,-1.54784,-3.52025,-0.180007
-2.34822,-1.3918,-1.6377,-2.55333,-3.31375,-0.075532,0.0575381,0.11045,0.0591844,0.101157,0.890546,0.385107,0.491045,0.684614,2.25221,1.96422,0.666488,1.35203,1.53435,2.51505,-1.15078,-0.14163,-0.0265206,-0.319327,-0.714892,-1.50988,-3.45639,-0.160491
-2.39295,-1.3346,-1.5354,-2.55427,-3.58749,-0.169361,-0.0738161,0.0907503,0.1044,0.0880334,1.12867,0.498089,0.433853,0.720128,2.43519,2.04001,0.576535,1.3049,1.33968,2.72135,-1.18054,-0.0909176,-0.015245,-0.34439,-0.794012,-1.56667,-3.49333,-0.145589
-2.40475,-1.28687,-1.60633,-2.55676,-3.14873,-0.00782047,0.0355303,0.0666405,-0.00268618,0.153493,0.911039,0.435683,0.557402,0.714967,1.96945,1.9966,0.563285,1.49632,1.5072,2.29776,-1.15923,-0.151192,-0.00923506,-0.341274,-0.826268,-1.54394,-3.45866,-0.165051
-2.43613,-1.35775,-1.58143,-2.74179,-2.97407,-0.127255,-0.0206659,0.00866478,0.0926336,-0.0820622,1.24071,0.55296,0.625776,1.12943,2.10808,2.18259,0.615826,1.38335,1.62495,2.22527,-1.13548,-0.116731,-0.0177865,-0.348334,-0.773403,-1.55647,-3.49269,-0.217142
-2.52782,-1.36509,-1.62482,-2.65267,-3.53646,-0.0984036,0.0207089,0.0635754,-0.0643576,0.0479286,1.35588,0.641683,0.764311,1.08407,2.70685,2.07058,0.570072,1.36771,1.62176,2.74768,-1.16525,-0.116833,-0.0122718,-0.381436,-0.879822,-1.52153,-3.50101,-0.184294
-2.56692,-1.39427,-1.6844,-2.6505,-3.26346,0.0486494,0.151919,0.192065,0.274308,-0.0113202,1.17533,0.413195,0.623044,0.885621,2.15717,1.85525,0.27598,1.15677,1.21929,2.243,-1.1591,-0.149646,-0.00519105,-0.355852,-0.845021,-1.55201,-3.50389,-0.204704
-2.40842,-1.25171,-1.53318,-2.7096,-3.34921,-0.290697,-0.0314206,0.00921277,-0.00135905,-0.0474168,1.21679,0.339884,0.381787,0.615003,2.36007,1.9478,0.342043,1.19942,1.4369,2.48956,-1.25253,-0.114714,0.0408378,-0.328521,-0.753221,-1.55959,-3.51321,-0.153299
-2.39304,-1.42597,-1.62534,-2.59473,-3.18339,0.0133043,0.165061,0.190915,0.235703,0.178239,1.02695,0.490681,0.556582,0.833761,1.96278,1.84561,0.486098,1.15344,1.29115,2.14739,-1.13618,-0.127364,-0.000531915,-0.358709,-0.761611,-1.57305,-3.48084,-0.126977
-2.47164,-1.43274,-1.76989,-2.83736,-3.23504,-0.097194,0.0543579,0.11071,0.155388,-0.0828413,1.0211,0.348067,0.524151,0.893643,2.00225,1.84939,0.453833,1.36018,1.37529,2.23442,-1.18828,-0.126191,0.0648615,-0.356359,-0.725524,-1.55832,-3.46151,-0.137097
-2.49406,-1.29699,-1.6589,-2.56361,-3.06588,-0.0589369,0.0390248,0.0892307,0.000457924,-0.0649511,1.0093,0.428706,0.538146,0.689104,2.17377,1.75859,0.236334,1.2056,1.3227,2.0746,-1.18793,-0.148205,0.0291664,-0.345413,-0.744237,-1.59229,-3.47175,-0.158658
-2.34927,-1.29459,-1.66274,-2.58456,-3.18843,-0.238611,0.0186617,0.164411,0.0892345,0.00196032,1.22959,0.521903,0.62812,0.87141,2.19557,1.97573,0.49893,1.27242,1.30027,2.31844,-1.18581,-0.0881576,0.026059,-0.323177,-0.758874,-1.52744,-3.44345,-0.167571
-2.3604,-1.25294,-1.59921,-2.4999,-3.11226,-0.247156,0.0161207,0.089969,-0.094484,0.148104,1.12131,0.424155,0.449082,0.73658,2.06295,1.94503,0.326036,1.23984,1.39139,2.17689,-1.15987,-0.15143,0.0126926,-0.34487,-0.746398,-1.54218,-3.44348,-0.148414
-2.42771,-1.30041,-1.53359,-2.55336,-3.2909,-0.268406,-0.130092,-0.0583199,-0.140903,-0.269657,1.21042,0.457154,0.51045,0.850202,2.46409,2.04175,0.520233,1.20538,1.36277,2.7253,-1.14715,-0.118864,0.001875,-0.292921,-0.776846,-1.53823,-3.43464,-0.179816
-2.42852,-1.28653,-1.73,-2.62233,-3.29416,-0.115029,-0.0322297,0.133775,0.0796234,0.0624923,1.1808,0.482992,0.537895,0.77034,2.34731,2.05886,0.550789,1.45184,1.57243,2.53102,-1.14628,-0.0762507,0.0217178,-0.331549,-0.765277,-1.59576,-3.48791,-0.164298
-2.36904,-1.35591,-1.7016,-2.8163,-3.08688,-0.238625,-0.0070948,0.132115,0.0694921,-0.0587321,1.04953,0.443995,0.64263,0.840921,2.10954,1.94702,0.487124,1.39929,1.64062,2.25524,-1.22294,-0.0873009,0.0563913,-0.324642,-0.803907,-1.60192,-3.53294,-0.151638
-2.43864,-1.26623,-1.58227,-2.66632,-3.26083,-0.140265,-0.0692424,0.0266577,0.134156,-0.164821,1.14824,0.539669,0.628847,0.773112,2.3511,1.91753,0.400059,1.36035,1.42005,2.43638,-1.18446,-0.181075,-0.0122117,-0.341844,-0.835507,-1.51327,-3.49534,-0.178962
-2.53249,-1.40817,-1.74204,-2.62631,-3.13374,-0.138267,0.0048013,0.0893409,-0.00635214,0.0135922,0.965854,0.266868,0.542693,0.658254,1.75611,2.25624,0.684433,1.43711,1.50312,2.4079,-1.15733,-0.120879,0.0171343,-0.341572,-0.829006,-1.59906,-3.47527,-0.175467
-2.42326,-1.33568,-1.65354,-2.65156,-3.14284,-0.0883881,-0.0131896,0.125316,0.105529,0.0234664,1.26469,0.606196,0.664278,0.911451,2.04081,1.88786,0.456583,1.36825,1.58608,2.31041,-1.19362,-0.134348,-0.00369837,-0.368387,-0.763245,-1.55056,-3.46622,-0.175577
-2.28595,-1.19194,-1.55305,-2.58384,-2.94357,-0.204845,-0.0456616,0.167864,0.25112,-0.00349393,1.12057,0.332466,0.518505,0.682494,1.98635,1.74271,0.203068,1.26666,1.3288,2.04456,-1.21667,-0.126747,-0.0329353,-0.376884,-0.866556,-1.5589,-3.50489,-0.192858
