b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.15958,-0.816031,-1.20433,-1.62345,-2.43848,-0.293762,-0.118836,0.0707261,0.0037932,0.028997,1.1288,0.512243,0.596508,0.868584,2.37809,1.85889,0.600401,1.36866,1.43518,2.62857,-0.010563,0.00256014,0.0503636,-0.258416,-0.721372,-1.46331,-3.30561,-0.0470289
-2.05806,-0.437808,-0.978228,-1.41663,-2.01312,-0.300003,-0.274615,-0.0488621,-0.0941722,-0.279317,1.0889,0.381082,0.551728,0.681801,2.27474,1.78868,0.290962,1.16895,1.2709,2.355,-0.0110481,0.00712968,0.022294,-0.282751,-0.759228,-1.41273,-3.40123,-0.0763281
-2.40118,-0.916136,-1.21714,-1.82362,-2.43454,-0.153773,0.0135527,0.045936,0.114292,-0.101916,1.1276,0.492027,0.54959,0.863945,2.18701,2.02061,0.685348,1.4154,1.46229,2.72241,-0.0108934,0.0215179,0.0342069,-0.279868,-0.782831,-1.39391,-3.40659,-0.0517633
-2.28572,-0.894474,-1.06841,-1.46748,-2.45809,-0.227804,-0.152031,0.0473824,-0.0548171,-0.168883,1.15465,0.707055,0.575851,0.673437,2.56097,2.12235,0.837274,1.41054,1.48517,2.87757,-0.010846,-0.00675693,0.0111662,-0.318679,-0.808041,-1.3132,-3.25069,-0.0474275
-2.2668,-0.894208,-1.22514,-1.60066,-2.48052,-0.0248148,0.138889,0.230664,0.0834209,0.0194167,1.09326,0.636635,0.613528,0.834268,2.3882,1.83688,0.534722,1.25609,1.24618,2.50015,-0.0106585,-0.00496571,0.0478759,-0.258489,-0.680651,-1.36887,-3.30581,-0.0403047
-2.17609,-0.76705,-1.25294,-1.68403,-2.18265,-0.379823,-0.223391,0.00636676,-0.111057,-0.335727,1.12218,0.624886,0.650178,0.830084,2.2439,1.76449,0.440954,1.39845,1.29854,2.42734,-0.0104567,-0.00907519,0.0227354,-0.296986,-0.77861,-1.43192,-3.35965,-0.0501755
-2.48157,-0.905873,-1.2101,-1.71152,-2.44905,-0.157535,-0.11922,0.119996,0.0598121,-0.239573,1.34845,0.708399,0.669673,0.83211,2.42366,1.9811,0.541842,1.26623,1.34524,2.50319,-0.0107665,0.023604,-0.00138796,-0.3096,-0.78301,-1.35685,-3.31189,-0.0739521
-2.20193,-0.641895,-1.22379,-1.63339,-2.2647,-0.267008,-0.249066,0.0484396,0.133434,-0.126962,1.01106,0.37875,0.595391,0.738273,2.25233,1.93191,0.537161,1.39793,1.31422,2.57384,-0.010586,0.0367899,0.0160762,-0.29559,-0.762035,-1.47498,-3.45892,-0.0490463
-2.20216,-0.897683,-1.08692,-1.6252,-2.48982,-0.146693,0.0444016,0.0142692,0.137778,-0.116631,1.04142,0.610556,0.573745,0.862162,2.38349,1.7374,0.575885,1.25832,1.28102,2.6822,-0.010022,-0.00488609,-0.00736198,-0.249788,-0.73285,-1.34298,-3.2928,-0.0565387
-2.25887,-0.867274,-0.999223,-1.59427,-2.50095,-0.0212385,0.0700163,0.0497648,0.0951227,0.00670648,1.17891,0.682341,0.491329,0.848109,2.39615,1.62869,0.399956,1.00751,1.1686,2.54578,-0.0109499,0.0442503,0.0661209,-0.269993,-0.74439,-1.37809,-3.35946,-0.0493166
-2.35898,-0.885127,-1.11028,-1.59185,-2.45647,-0.140047,-0.0370856,0.0728362,0.0395218,-0.0683852,1.16932,0.64936,0.517646,0.789318,2.35737,1.84626,0.621598,1.24497,1.37525,2.67977,-0.0110444,0.0103209,-0.0144471,-0.283082,-0.785457,-1.41345,-3.38182,-0.0377283
-2.3475,-0.832456,-1.09371,-1.54175,-2.20015,-0.0499371,-0.13232,0.00963539,0.03663,-0.118319,1.15949,0.639456,0.610937,0.837674,2.20456,1.87654,0.586883,1.25704,1.29967,2.37763,-0.0109642,-0.0185607,0.0135111,-0.300259,-0.768528,-1.41629,-3.36874,-0.0328226
-2.23408,-0.759739,-1.14675,-1.61663,-2.17585,-0.249647,-0.206118,-0.0611216,-0.223893,-0.139283,0.990499,0.510551,0.511082,0.913059,1.98354,1.86553,0.606976,1.30389,1.52858,2.39548,-0.0111218,-0.00916271,0.0270059,-0.318334,-0.686024,-1.43469,-3.36263,0.0112522
-2.10975,-0.784755,-1.20037,-1.62466,-2.1652,-0.30751,-0.0404763,0.018056,-0.021543,-0.100934,1.0609,0.56071,0.660959,0.945815,2.13737,1.80467,0.504704,1.31469,1.35049,2.27619,-0.0103339,-0.0248001,-0.0013639,-0.288218,-0.730298,-1.41166,-3.29218,-0.0719313
-2.18896,-0.693994,-0.985294,-1.48663,-2.23172,-0.233799,-0.153879,-0.0482447,-0.0897589,-0.308705,0.915158,0.392858,0.314372,0.639766,2.10895,1.62926,0.302615,1.09014,1.25303,2.36991,-0.010505,-0.0284055,0.00671549,-0.262047,-0.771753,-1.41266,-3.29493,-0.0561804
-2.11809,-0.689695,-1.20032,-1.79138,-2.21893,-0.206118,-0.157195,0.0873748,0.176762,-0.184184,0.99718,0.382104,0.581315,0.743495,2.0705,1.85619,0.449272,1.27604,1.36763,2.37965,-0.0109101,0.0820539,0.0472944,-0.291171,-0.756802,-1.42687,-3.37516,-0.0432025
-2.37917,-0.895826,-1.15694,-1.62967,-2.38966,-0.285339,-0.222797,-0.0534328,0.0102569,-0.0872401,1.21401,0.69582,0.638657,0.715121,2.33072,1.98798,0.683658,1.35156,1.55483,2.45809,-0.0105121,0.0196943,-0.00416534,-0.31348,-0.743493,-1.43584,-3.33593,-0.0480845
-2.47613,-1.08939,-1.27065,-1.93382,-2.4925,-0.121344,-0.0353786,0.0864965,0.148647,-0.105109,1.21394,0.728879,0.662952,0.863501,2.35466,2.03171,0.835794,1.37372,1.66826,2.67507,-0.0112074,0.0389535,0.0401192,-0.278627,-0.780911,-1.4098,-3.37346,-0.0527536
-2.11738,-0.69492,-1.06836,-1.53148,-2.24117,-0.265028,-0.173593,-0.050855,-0.0946368,-0.108682,1.17868,0.684648,0.613514,0.828187,2.29302,1.62635,0.357592,1.13648,1.22672,2.31018,-0.0106938,-0.0146125,0.0291366,-0.301793,-0.789878,-1.37628,-3.35633,-0.0389672
-2.35436,-0.81225,-1.17818,-1.67224,-2.30475,-0.142728,-0.0368654,0.108063,0.0102376,0.00360999,1.05542,0.416194,0.583928,0.81002,1.94516,1.9892,0.478488,1.33201,1.2931,2.40024,-0.0113358,0.0377142,0.0807032,-0.268009,-0.685177,-1.47989,-3.43614,0.0244297
-2.27448,-0.876086,-1.06536,-1.68786,-2.35684,-0.190531,-0.0297731,0.0910105,0.00427522,-0.162357,1.17626,0.590301,0.564277,0.903959,2.4536,1.8746,0.613095,1.25617,1.60333,2.60414,-0.0104232,-0.0543218,-0.029277,-0.296689,-0.764618,-1.4217,-3.30433,-0.0440999
-2.18982,-0.806417,-1.15763,-1.66457,-2.49583,-0.165818,-0.0884019,-0.0229275,0.11879,-0.18966,0.979819,0.458397,0.486045,0.569802,2.22763,1.88162,0.571729,1.33087,1.43736,2.71676,-0.0110688,0.0589584,0.0621267,-0.238515,-0.696864,-1.43644,-3.3855,-0.0395933
-2.27194,-0.970697,-1.14219,-1.55725,-2.5017,-0.355841,-0.139653,0.128021,-0.0235673,-0.0969571,1.08192,0.663047,0.601468,0.697302,2.2897,1.95216,0.728008,1.21713,1.29335,2.70599,-0.0102627,-0.0179753,0.0276075,-0.282678,-0.764364,-1.37833,-3.35696,-0.0412416
-2.54105,-1.13569,-1.38117,-1.8321,-2.6401,-0.0860125,0.053558,0.0699321,-0.120195,0.0307601,1.29238,0.820168,0.764132,0.965669,2.42825,2.20304,0.843224,1.5092,1.6351,2.82294,-0.0110882,0.0373427,0.0890949,-0.295343,-0.73732,-1.45763,-3.40933,-0.0223552
-2.11422,-0.668645,-0.953426,-1.44555,-2.16392,-0.468171,-0.271237,0.0390665,-0.106319,-0.282947,0.968474,0.359751,0.477596,0.561401,2.24131,1.96658,0.569352,1.21607,1.37063,2.56126,-0.0112582,-0.015202,0.0476184,-0.311269,-0.846151,-1.40692,-3.33383,-0.0627886
-2.01946,-0.667408,-1.16681,-1.53887,-2.10236,-0.214598,-0.0871228,0.138246,0.0631814,-0.074008,0.850409,0.334448,0.479269,0.656906,2.00165,1.66581,0.48148,1.24704,1.36888,2.32823,-0.010515,0.000548068,-0.00149067,-0.264787,-0.699359,-1.37294,-3.29021,-0.0674027
-2.07118,-0.6438,-1.12861,-1.65909,-2.03859,-0.305119,-0.189893,0.0103052,0.0397976,-0.181089,0.866286,0.318138,0.549383,0.689992,1.92322,1.71012,0.383917,1.28572,1.49148,2.15539,-0.010886,-0.0351681,0.0417651,-0.303252,-0.738893,-1.35102,-3.32086,-0.063664
-1.99568,-0.722128,-1.21001,-1.92545,-2.15967,-0.205597,-0.120132,0.0253665,0.0046233,-0.162295,0.708233,0.17275,0.480009,0.838376,1.65162,1.49669,0.402063,1.26685,1.56351,2.21533,-0.00965099,0.0077195,0.092504,-0.273127,-0.673319,-1.44293,-3.32511,-0.0426353
-2.21043,-0.790165,-1.20132,-1.86999,-2.41221,-0.0802636,0.00357864,0.0898185,0.172212,-0.0172631,1.08462,0.596099,0.630401,1.00446,2.53912,1.784,0.45205,1.3325,1.61816,2.4066,-0.0112302,0.00219664,0.0254153,-0.259665,-0.753064,-1.40049,-3.36125,-0.013599
-2.17524,-0.801592,-1.18689,-1.65366,-2.36698,-0.115121,0.0437251,0.0477354,0.068788,0.0381701,0.910336,0.508532,0.701071,0.77425,2.28258,1.66003,0.386298,1.21459,1.26661,2.4223,-0.0108324,-0.0206642,0.0388529,-0.246865,-0.705392,-1.36847,-3.32917,-0.0248543
-2.26367,-0.727749,-1.17515,-1.61247,-2.17573,-0.277156,-0.201774,0.014542,-0.115795,-0.212381,1.36254,0.805764,0.743056,1.04371,2.43333,1.9388,0.548085,1.47038,1.57385,2.46484,-0.0107533,-0.0131402,-0.0383164,-0.28345,-0.762189,-1.44265,-3.36597,-0.054706
-1.92137,-0.545349,-1.0412,-1.38026,-2.20375,-0.359649,-0.151674,-0.0261553,-0.072146,-0.165993,0.73464,0.298917,0.559772,0.568606,2.20606,1.63987,0.37499,1.25061,1.38275,2.54254,-0.0116033,0.0361683,0.0389636,-0.236078,-0.778704,-1.45087,-3.39999,-0.0689776
-2.44195,-0.991993,-1.11449,-1.7821,-2.51142,-0.0510729,0.0527658,0.11536,0.0473572,0.0914337,1.06981,0.442475,0.341244,0.631749,2.26405,1.98293,0.693139,1.11869,1.52848,2.60531,-0.0105776,0.0101009,0.0722996,-0.282177,-0.783949,-1.4638,-3.39454,-0.0352539
-2.3386,-0.785154,-1.13075,-1.80167,-2.51985,-0.230779,-0.0886965,-0.0525232,0.0633216,-0.0356384,1.08827,0.369227,0.489276,0.868162,2.29037,1.94399,0.494289,1.37088,1.42606,2.74234,-0.0104584,-0.0457631,-0.0130027,-0.260824,-0.734836,-1.46634,-3.41601,-0.0230108
-2.4523,-1.02832,-1.15971,-1.74693,-2.731,-0.149026,-0.1184,-0.0700691,-0.0954461,-0.0572288,1.30313,0.804109,0.612693,1.03219,2.6852,2.0422,0.725008,1.30211,1.4696,2.73638,-0.00995742,-0.017267,0.0644842,-0.298621,-0.704664,-1.40592,-3.37293,-0.0179161
-2.32638,-1.03804,-1.30869,-1.89991,-2.44857,-0.218015,-0.059092,0.0838241,0.0215036,-0.263179,1.06268,0.616593,0.636065,0.923744,2.14517,2.09371,0.862449,1.47681,1.80599,2.72629,-0.00990189,-0.0279744,0.0737516,-0.288764,-0.722579,-1.4123,-3.29649,-0.0671815
-2.16561,-0.803937,-1.12258,-1.64127,-2.24876,-0.260102,-0.111488,0.0374299,0.0597672,-0.145777,1.09171,0.605693,0.642665,0.901257,2.11573,1.7027,0.545374,1.24622,1.44996,2.56864,-0.0111054,0.00336157,0.00100881,-0.294673,-0.764628,-1.37384,-3.34339,-0.0499396
-2.2493,-0.836991,-1.10192,-1.532,-2.46751,-0.113231,-0.0126434,0.0171886,-0.0101678,-0.0780201,1.05259,0.51877,0.607177,0.667469,2.46184,1.75114,0.453941,1.15952,1.18731,2.47689,-0.0104242,0.0101681,0.0191963,-0.300005,-0.784651,-1.40257,-3.32006,-0.0284393
-1.9079,-0.552415,-0.874247,-1.49578,-2.22451,-0.484344,-0.255233,-0.126098,-0.158873,-0.189287,0.794159,0.317334,0.370106,0.573344,2.01184,1.69126,0.479035,1.09978,1.22786,2.55854,-0.0101913,0.0140514,0.0629534,-0.292031,-0.785199,-1.41204,-3.41548,-0.0273746
-2.0458,-0.763342,-1.18933,-1.64657,-2.32402,-0.393692,-0.102285,-0.0116113,-0.104049,-0.0502596,0.937616,0.481507,0.515245,0.857646,2.27322,1.76965,0.449386,1.39114,1.48316,2.52349,-0.0103922,-0.0242616,0.054891,-0.281895,-0.734411,-1.42423,-3.31999,-0.0234074
-1.97723,-0.67742,-0.920851,-1.47366,-2.14824,-0.0856628,-0.0218258,0.0309615,0.032906,-0.149113,0.953242,0.453698,0.470905,0.657158,2.18553,1.46327,0.327497,1.07851,1.15186,2.31298,-0.0111374,-0.0333921,0.0435827,-0.320138,-0.739752,-1.38024,-3.29366,-0.0612847
-2.33332,-0.896983,-1.21642,-1.79284,-2.26022,-0.127997,-0.0459654,0.0769325,-0.215452,-0.00915865,1.11726,0.603033,0.608192,1.0437,2.22955,1.84724,0.697129,1.32009,1.57217,2.68395,-0.0112764,-0.0203502,0.0480295,-0.293837,-0.758148,-1.45126,-3.35767,-0.0425918
-2.09129,-0.714099,-1.07186,-1.57734,-2.05226,-0.261807,-0.0347306,0.0297513,0.0431376,0.0700122,0.917346,0.340283,0.411076,0.713427,1.94435,1.65708,0.412962,1.1518,1.17201,2.05615,-0.0103351,-0.00612334,-0.000418489,-0.300398,-0.769955,-1.44704,-3.31973,-0.0508752
-2.31733,-0.935461,-1.20113,-1.81921,-2.41146,-0.21763,-0.019329,0.0494006,0.0272872,-0.0444912,1.12276,0.52369,0.582349,0.816356,2.23998,2.05916,0.721931,1.3841,1.59977,2.64314,-0.0105992,0.0189426,0.0231301,-0.298282,-0.734924,-1.38701,-3.31644,-0.0325801
-2.04221,-0.68091,-1.05981,-1.4721,-2.15236,-0.12925,0.0127747,0.115533,0.151462,-0.0390406,0.942561,0.420829,0.517938,0.720352,2.2067,1.75703,0.437576,1.23376,1.29655,2.34873,-0.0111131,0.0127574,-0.00227736,-0.290574,-0.761026,-1.38147,-3.2951,-0.0497535
-2.09623,-0.724827,-1.07291,-1.54511,-2.27152,-0.253767,-0.0835279,-0.0228663,-0.0876595,-0.0618455,0.771202,0.261484,0.492283,0.632226,1.82241,1.66718,0.374098,1.19476,1.25285,2.25616,-0.010498,-0.0177017,0.0160152,-0.264328,-0.768565,-1.40412,-3.36112,-0.0567778
-2.38752,-0.883666,-1.2285,-1.73559,-2.33852,-0.204797,-0.121184,0.0954726,0.0792559,-0.243339,1.22849,0.601477,0.62854,0.789126,2.29263,1.93428,0.555122,1.25506,1.47996,2.3973,-0.0100815,-0.0698311,-0.00429162,-0.316336,-0.767438,-1.45253,-3.31734,-0.0510046
-2.47723,-1.02624,-1.1578,-1.80438,-2.65643,0.0139584,0.189886,0.0788402,0.0604517,0.185348,1.25853,0.570083,0.481555,0.888691,2.30991,1.9729,0.579114,1.19251,1.33425,2.64178,-0.0100596,-0.029617,0.0570052,-0.246004,-0.704131,-1.36958,-3.3149,-0.034483
-2.28378,-0.777743,-1.23143,-1.68956,-2.26509,-0.163495,0.00821026,0.203488,-0.0134704,-0.0185881,1.2336,0.588344,0.654334,0.834064,2.24564,2.02778,0.547894,1.32286,1.45255,2.39883,-0.0107832,0.0220945,0.0500474,-0.276802,-0.736717,-1.43687,-3.37584,-0.0526751
-2.38769,-0.948202,-1.18533,-1.63142,-2.41961,-0.129438,-0.0496937,0.0321188,-0.0392917,-0.0652971,1.07864,0.597211,0.577968,0.813556,2.4582,1.95272,0.665389,1.40183,1.46226,2.75549,-0.0112462,-0.00412962,0.0467523,-0.306291,-0.753519,-1.44645,-3.364,-0.0215519
-2.4211,-0.861577,-1.12862,-1.67404,-2.4191,-0.141158,0.0151828,0.0235462,-0.124024,-0.037352,1.22076,0.555154,0.497584,0.880773,2.26948,1.95757,0.510169,1.28431,1.36812,2.39905,-0.0103393,-0.0214102,-0.00992052,-0.299161,-0.728873,-1.39719,-3.3464,-0.0572765
-2.10615,-0.761057,-1.08719,-1.64157,-2.21504,-0.0377973,0.0770813,0.0687098,0.103412,-0.0129627,0.920707,0.446677,0.473035,0.812832,2.11002,1.68189,0.509891,1.18055,1.43501,2.4986,-0.010904,0.0409376,0.0371735,-0.315382,-0.797199,-1.44804,-3.3736,-0.0660296
-2.1455,-0.74493,-1.0502,-1.46592,-2.23093,-0.210789,-0.0216635,0.0759187,-0.00783363,-0.18202,0.92001,0.388756,0.417633,0.587844,2.07826,1.77392,0.426116,1.19304,1.22353,2.3808,-0.0108884,-0.0475487,0.030522,-0.288694,-0.722414,-1.38926,-3.30112,-0.0314298
-2.42967,-0.987631,-1.19769,-1.66117,-2.35818,0.00602201,0.0923465,0.111882,0.153338,-0.0953849,1.04516,0.424421,0.487527,0.596177,2.09769,1.99511,0.583738,1.28279,1.39488,2.56219,-0.0110297,-0.0216092,-0.0055214,-0.304522,-0.778744,-1.4154,-3.38419,-0.00950717
-2.4262,-1.0271,-1.09865,-1.6982,-2.48933,-0.199881,0.0173661,-0.0603499,0.0427328,-0.149751,1.08216,0.462031,0.363821,0.55174,2.13547,1.89305,0.528425,1.16717,1.15563,2.59203,-0.010507,0.0450165,0.0417592,-0.259657,-0.715263,-1.44082,-3.38031,-0.0109775
-2.28598,-0.866589,-1.23088,-1.56187,-2.37299,-0.20283,-0.00976871,0.029859,0.0468923,-0.00660682,1.09805,0.569539,0.641713,0.765184,2.28697,2.02013,0.595212,1.32343,1.34081,2.41267,-0.0109081,0.066636,0.0363723,-0.291323,-0.762288,-1.43822,-3.36876,-0.0684887
-2.08994,-0.757027,-1.09944,-1.73069,-2.31288,-0.472713,-0.286469,-0.121129,-0.0951177,-0.315317,1.08003,0.544799,0.639521,0.857099,2.337,1.9028,0.640147,1.3335,1.53176,2.66977,-0.0102978,-0.0305569,0.0342136,-0.289707,-0.778737,-1.41233,-3.38889,-0.00922131
-2.16262,-0.769021,-1.10874,-1.55615,-2.24789,-0.116524,0.0586552,0.0949944,0.0775801,-0.114529,0.958484,0.44622,0.5954,0.761923,2.23104,1.70271,0.485634,1.30661,1.37174,2.46365,-0.0104112,-0.0188226,-0.0157314,-0.280521,-0.748699,-1.36038,-3.35875,-0.0906853
-2.3622,-0.906972,-1.20695,-1.65281,-2.21377,-0.0421518,0.0440824,0.163577,0.213248,0.00280527,1.03515,0.456071,0.517499,0.662207,2.08139,1.85269,0.543845,1.2913,1.22147,2.46817,-0.0107304,-0.0536456,0.022287,-0.31067,-0.736804,-1.4315,-3.335,-0.0626623
-2.13465,-0.615598,-1.02336,-1.50888,-2.0417,-0.244205,-0.208659,-0.0687949,-0.12997,-0.282585,0.996681,0.478988,0.485896,0.671801,2.13504,1.87338,0.486757,1.29586,1.36279,2.30562,-0.0107944,-0.000754722,0.0528823,-0.30256,-0.771197,-1.41809,-3.36811,-0.0170384
-2.33456,-0.90016,-1.19057,-1.8501,-2.24239,-0.138465,-0.118267,-0.0504856,0.00366362,-0.23654,1.26576,0.78137,0.647119,1.14558,2.32741,1.98408,0.674099,1.43646,1.6514,2.39628,-0.0107598,-0.012322,0.00313137,-0.292291,-0.779445,-1.41022,-3.36682,-0.054923
-1.99245,-0.664566,-0.933343,-1.36448,-2.40608,-0.253012,-0.0544931,0.0261678,0.0633979,0.101702,0.808194,0.332057,0.386366,0.553356,2.05713,1.81213,0.534211,1.13974,1.31386,2.44357,-0.00994082,0.00287951,-0.0581523,-0.266798,-0.816851,-1.4061,-3.31145,-0.0336534
-2.14732,-0.819085,-1.21341,-1.6739,-2.19446,-0.283078,-0.143312,0.022621,-0.100379,-0.206296,0.946843,0.432892,0.663291,0.965702,1.96657,1.9385,0.643165,1.37381,1.48036,2.39225,-0.0105014,-0.0226191,0.033757,-0.328369,-0.744169,-1.43031,-3.37375,-0.0260229
-2.35146,-1.00303,-1.19958,-1.80165,-2.21902,-0.248672,-0.06965,-0.00388048,-0.241514,-0.0797641,1.25518,0.748557,0.580694,1.0176,2.39229,2.01275,0.739025,1.3994,1.72649,2.25409,-0.0106246,0.0629471,0.069356,-0.317457,-0.721311,-1.42065,-3.35007,-0.0316225
-2.27129,-0.811463,-1.24527,-1.6901,-2.28216,-0.18725,-0.130983,0.0540787,-0.103227,-0.180341,1.26546,0.669198,0.759023,0.904012,2.31986,1.8656,0.566246,1.382,1.53463,2.48386,-0.0106165,0.0249612,0.0701503,-0.320585,-0.710241,-1.44293,-3.31573,-0.013478
-2.0193,-0.712974,-1.19382,-1.60224,-2.21084,-0.168938,-0.179323,-0.00657448,-0.0552313,-0.272606,0.946796,0.556108,0.691693,0.777517,2.15889,1.78821,0.612988,1.36882,1.47883,2.57583,-0.0100286,0.00101326,-0.0167044,-0.277963,-0.793141,-1.42085,-3.35477,-0.0938321
-2.07695,-0.685469,-1.04564,-1.38613,-2.28721,-0.201735,-0.0583879,-0.0221454,-0.108319,0.119706,0.91771,0.452791,0.540044,0.758866,2.10275,1.82603,0.484789,1.33888,1.29356,2.35835,-0.010873,0.0107146,-0.0365585,-0.300917,-0.75434,-1.34562,-3.33357,-0.0631411
-2.30288,-0.825745,-1.06755,-1.54909,-2.24988,-0.202907,-0.0744114,0.0218879,-0.0834354,-0.115059,1.30248,0.632581,0.660933,0.923166,2.15323,2.06671,0.696915,1.27949,1.47851,2.61028,-0.0109987,0.00465904,0.0355582,-0.274386,-0.721505,-1.37384,-3.27102,-0.0437444
-2.06897,-0.674049,-1.10902,-1.52416,-2.0769,-0.186406,-0.131105,-0.0154193,-0.0924692,-0.220901,0.871379,0.293624,0.586633,0.789298,1.98093,1.78459,0.48596,1.29429,1.37542,2.23813,-0.0104195,0.0337637,-0.0140921,-0.235605,-0.689602,-1.42505,-3.30976,-0.0278711
-2.19073,-0.772715,-1.15457,-1.63556,-2.29986,-0.329956,-0.195803,-0.0337185,-0.140524,-0.222274,0.944793,0.44865,0.575686,0.788435,2.10662,1.78228,0.482989,1.28945,1.32695,2.40464,-0.0102058,-0.0572947,-0.00763859,-0.313037,-0.728548,-1.4386,-3.36862,-0.0258857
-2.26088,-0.851932,-1.04208,-1.58221,-2.23373,-0.136071,0.0358251,0.0113671,-0.00165286,-0.103478,0.904977,0.467507,0.428819,0.707503,2.11089,1.85974,0.599697,1.26915,1.317,2.45286,-0.0104268,-0.0616788,-0.00833446,-0.244445,-0.711876,-1.36171,-3.31994,-0.069309
-2.31843,-0.827531,-1.15675,-1.71258,-2.28538,-0.264239,-0.112713,-0.0197938,-0.0154751,-0.200485,1.13114,0.420919,0.517043,0.689955,2.19044,1.9169,0.605002,1.31657,1.4605,2.60012,-0.0108664,-0.0384683,0.0126123,-0.313203,-0.732641,-1.44726,-3.39036,-0.00983948
-2.15936,-0.773278,-1.17059,-1.58358,-2.17265,-0.325027,-0.177235,0.0175275,-0.089777,-0.171917,1.44372,0.852071,0.674182,1.04024,2.4706,1.6474,0.400502,1.1865,1.14182,2.16044,-0.0108589,0.038112,0.055246,-0.298693,-0.774579,-1.4613,-3.38276,-0.0711538
-2.26028,-0.863122,-1.28383,-1.65232,-2.47129,-0.231184,-0.211576,0.0219902,-0.0965493,-0.314672,1.34168,0.716746,0.813101,0.987827,2.37361,1.88434,0.637919,1.43517,1.53084,2.75749,-0.0105959,0.0352697,0.0618933,-0.318641,-0.758284,-1.38801,-3.3223,-0.0609487
-2.11038,-0.726832,-1.04456,-1.50334,-2.23675,-0.232422,-0.0570546,0.0860907,0.100911,-0.0847369,1.05793,0.487209,0.382429,0.59571,2.09734,1.64648,0.445365,1.17519,1.13451,2.36806,-0.0104443,-0.0177978,0.0122174,-0.29763,-0.737235,-1.39362,-3.32633,-0.035103
-2.27849,-0.996757,-1.09296,-1.56751,-2.50345,-0.230863,-0.204508,-0.0494026,-0.146223,-0.10717,1.22642,0.85131,0.585312,0.778249,2.3537,1.96109,0.829363,1.34023,1.33262,2.6604,-0.0108579,-0.0052092,0.0249287,-0.269603,-0.772437,-1.42697,-3.35655,-0.0210377
-2.21769,-0.773039,-1.15508,-1.75336,-2.35946,-0.160592,-0.0186092,-0.00660277,0.0328158,-0.183291,1.12317,0.601668,0.515392,0.950924,2.30811,1.77552,0.486991,1.32483,1.38565,2.54363,-0.00979664,-0.00594315,0.0473964,-0.335389,-0.728745,-1.47939,-3.34742,-0.0581702
-2.15299,-0.663378,-1.06761,-1.53589,-2.16466,-0.068726,0.0560262,0.0941792,0.0674782,0.0477493,0.993059,0.38233,0.564164,0.808566,2.15953,1.74122,0.43712,1.30991,1.41094,2.39438,-0.0112214,-0.0185203,0.0462573,-0.276278,-0.764052,-1.42889,-3.41792,-0.0940627
-2.25285,-0.794227,-1.25655,-1.76537,-2.14475,-0.0904753,0.00922444,0.118467,0.155832,-0.082876,1.19167,0.468549,0.597918,0.933852,2.04003,1.86495,0.484975,1.31993,1.38014,2.12827,-0.00989121,-0.00582793,0.0237039,-0.224458,-0.728458,-1.41588,-3.30687,-0.0866632
-2.10135,-0.595191,-1.04373,-1.27396,-2.06793,-0.127399,-0.157538,-0.00414406,-0.170236,-0.184042,0.929891,0.513789,0.633078,0.611896,2.06531,1.58655,0.221665,1.17683,1.12474,2.05594,-0.0105353,-0.0267423,0.0136545,-0.27071,-0.743154,-1.37268,-3.32129,-0.070291
-1.99863,-0.682087,-1.10367,-1.57204,-2.08726,-0.371416,-0.176482,-0.0355953,-0.0778538,-0.247615,1.06683,0.548285,0.6728,1.00242,2.16694,1.76976,0.56953,1.28618,1.46683,2.36789,-0.010275,-0.0332237,0.0245622,-0.284249,-0.778714,-1.44389,-3.32749,-0.112662
-2.12938,-0.658153,-1.12401,-1.53925,-2.2881,-0.159326,-0.034936,0.0608253,0.0485953,-0.0610281,0.898275,0.311667,0.490723,0.720267,1.98517,1.8875,0.514831,1.28206,1.42924,2.50011,-0.0108705,-0.0151797,0.0129603,-0.258245,-0.704614,-1.40034,-3.36074,-0.0533529
-2.25648,-0.782689,-1.16804,-1.80695,-2.29595,-0.22097,-0.0453513,0.0499105,0.145288,-0.164493,1.11265,0.535952,0.566966,0.761372,2.31567,1.74873,0.45266,1.29016,1.43915,2.51877,-0.0109085,0.0112744,0.0473657,-0.308515,-0.7426,-1.39183,-3.37465,-0.0702302
-2.50943,-1.12072,-1.3188,-1.51448,-2.5262,-0.110308,0.0737273,0.0837399,-0.0515484,0.0228067,1.2902,0.82421,0.717005,0.760666,2.44966,2.13046,0.785605,1.45383,1.44079,2.62404,-0.0100142,-0.0500416,-0.0312618,-0.28084,-0.753567,-1.417,-3.32561,-0.0396575
