b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-10.6843,-0.817971,-10.0825,-1.98662,-11.4545,-0.338274,-0.214329,-0.101066,-0.0804451,-0.134751,0.860136,0.242623,0.528812,0.566377,1.67334,1.81499,0.444608,1.32295,1.44096,2.17999,8.76373,-0.159639,-0.101704,-0.250195,-0.662185,-1.41629,-3.11986,-0.207253
-10.8164,-0.784099,-10.1155,-1.78796,-11.3926,-0.344054,-0.303463,-0.215158,-0.123005,-0.346528,1.19288,0.532591,0.56492,0.849739,1.80842,1.985,0.560217,1.21481,1.23427,1.96748,8.97159,-0.169062,-0.157912,-0.24999,-0.63756,-1.38271,-3.13792,-0.203255
-10.4706,-0.716745,-10.0706,-1.78729,-11.1277,-0.238564,-0.116591,0.108388,-0.0333024,-0.252421,0.917305,0.416794,0.523892,0.850057,1.66405,1.65847,0.433444,1.24018,1.25181,1.9306,8.82262,-0.198852,-0.128288,-0.226149,-0.635962,-1.38715,-3.11772,-0.210403
-9.56942,-0.840174,-8.74922,-1.81569,-10.1356,-0.136763,-0.115173,-0.00507832,-0.0573386,-0.270902,1.17294,0.543678,0.477834,0.736543,1.89044,1.83511,0.426302,1.13879,1.25449,1.91757,7.6189,-0.192478,-0.160208,-0.263769,-0.697489,-1.38545,-3.12201,-0.214111
-10.8709,-0.762023,-10.2812,-1.86735,-11.377,-0.369333,-0.320475,-0.0260551,-0.186542,-0.514352,1.14222,0.50285,0.526703,0.702934,1.90182,2.01363,0.718099,1.22137,1.40839,2.22346,9.08915,-0.153327,-0.057309,-0.244661,-0.639724,-1.40384,-3.11754,-0.202599
-10.4646,-0.867847,-9.86817,-1.89935,-11.1429,-0.387236,-0.197609,0.0170115,-0.168883,-0.386008,0.88359,0.425362,0.452838,0.724266,1.77083,1.74821,0.477989,1.22155,1.35115,1.98379,8.62442,-0.200039,-0.129876,-0.267352,-0.679194,-1.41386,-3.13699,-0.174375
-9.38272,-0.831497,-8.80067,-1.86875,-10.1344,-0.113432,-0.0463535,0.0474933,0.0191235,-0.361662,1.10383,0.593696,0.562976,0.841528,1.94485,1.5825,0.373872,1.13747,1.26964,1.94433,7.57385,-0.182331,-0.125215,-0.242642,-0.67429,-1.44441,-3.15468,-0.167404
-10.307,-1.08911,-9.72816,-2.16718,-10.7513,-0.156472,-0.16601,0.0562778,-0.103644,-0.27242,1.25331,0.762209,0.725626,1.016,1.80767,1.88004,0.622308,1.3702,1.4089,1.9143,8.21701,-0.166766,-0.062282,-0.241707,-0.63675,-1.3985,-3.10987,-0.169175
-10.2755,-0.705314,-9.70728,-1.68756,-10.9403,-0.228213,-0.183642,0.0446499,-0.0584631,-0.311771,1.03535,0.474916,0.495575,0.671814,1.85715,1.88337,0.531226,1.27798,1.11841,2.07525,8.53203,-0.17383,-0.117824,-0.186224,-0.677573,-1.40818,-3.1519,-0.203011
-10.7937,-0.771818,-10.2522,-1.89377,-11.5457,-0.225115,-0.104317,0.0657437,-0.030252,-0.146578,1.0217,0.443334,0.569075,0.889957,1.65278,1.81599,0.486606,1.1581,1.30765,1.9869,9.09417,-0.185705,-0.126935,-0.268142,-0.707655,-1.37012,-3.15697,-0.193067
-10.0002,-0.930071,-9.34047,-2.00537,-10.7959,-0.348741,-0.278349,-0.0679099,-0.0284645,-0.308627,0.977847,0.53872,0.464554,0.769335,1.82852,1.83965,0.638123,1.3003,1.48088,2.28482,8.11019,-0.208883,-0.17417,-0.239681,-0.677034,-1.39235,-3.11737,-0.186084
-9.52534,-0.902544,-9.06883,-1.7914,-10.3576,-0.318488,-0.096854,0.0126804,-0.129304,-0.166434,0.932448,0.420486,0.506676,0.598185,1.57138,1.53886,0.251043,1.18781,1.07648,1.88399,7.76056,-0.129427,-0.11161,-0.288806,-0.685115,-1.39891,-3.14463,-0.175714
-10.3185,-1.02585,-9.58105,-2.11146,-10.8848,-0.145899,-0.0596566,0.0511615,0.073857,-0.20035,1.30016,0.646268,0.575157,0.98291,1.8853,1.98626,0.714073,1.31307,1.28786,2.1645,8.23971,-0.154124,-0.138433,-0.265558,-0.673436,-1.40157,-3.18431,-0.21803
-10.1743,-0.615036,-9.75786,-1.44358,-10.9562,-0.198035,-0.0990153,0.0286819,-0.0935428,-0.184189,0.5675,0.186278,0.362396,0.208693,1.34428,1.36691,0.216425,1.05284,0.854132,1.73215,8.71323,-0.18199,-0.11643,-0.208585,-0.638232,-1.33401,-3.06274,-0.150372
-9.07679,-0.650919,-8.51178,-1.5906,-9.77436,-0.490075,-0.410738,-0.0911335,-0.269354,-0.689494,1.07554,0.672199,0.446994,0.714033,2.15078,1.65015,0.34977,1.12149,0.970147,1.99295,7.44829,-0.16795,-0.11679,-0.234952,-0.658628,-1.38701,-3.09173,-0.188469
-10.5213,-0.793782,-9.94746,-1.8421,-11.2924,-0.348383,-0.142134,-0.0402941,-0.115961,-0.19646,1.1188,0.59702,0.481442,0.794199,1.86921,1.95354,0.591042,1.30858,1.50367,2.18834,8.79142,-0.14077,-0.106058,-0.247468,-0.650406,-1.39792,-3.22654,-0.187804
-9.46907,-0.833896,-8.83018,-1.82942,-10.0378,-0.146832,-0.135823,0.102959,0.037859,-0.148514,0.86788,0.254692,0.493924,0.551846,1.53839,1.78886,0.416842,1.21562,1.12736,1.92682,7.52143,-0.239063,-0.169813,-0.255542,-0.685949,-1.39303,-3.13536,-0.200852
-10.0811,-0.756009,-9.42912,-1.93716,-11.0163,-0.491522,-0.378178,-0.0506445,-0.155956,-0.419121,1.13925,0.580727,0.585387,0.869001,2.14945,2.00065,0.632898,1.25609,1.43827,2.45561,8.27641,-0.209083,-0.161517,-0.239193,-0.73294,-1.37988,-3.14391,-0.193918
-9.19596,-0.633045,-8.71266,-1.5512,-9.82538,-0.390448,-0.320118,-0.116488,-0.286919,-0.416013,0.98345,0.492459,0.520082,0.589499,1.65915,1.59655,0.436914,1.12805,1.06793,1.86999,7.59784,-0.149655,-0.108566,-0.268577,-0.686691,-1.37877,-3.09647,-0.21208
-9.27642,-0.816033,-8.7394,-1.88665,-10.0145,-0.268269,-0.143428,0.0591782,0.0789544,-0.303337,0.937265,0.418891,0.481501,0.571337,1.92251,1.74936,0.459307,1.17121,1.03072,2.06481,7.47663,-0.182263,-0.112072,-0.228094,-0.659292,-1.41255,-3.15853,-0.182177
-10.4948,-1.14267,-9.64101,-2.02703,-11.1437,-0.206638,-0.143319,0.0449735,0.0662975,-0.171767,1.16703,0.674969,0.567263,0.880393,1.93539,2.10406,0.760621,1.43212,1.4036,2.33466,8.29422,-0.192939,-0.114196,-0.260866,-0.689895,-1.36674,-3.06268,-0.174931
-11.1624,-0.709909,-10.5407,-1.73211,-11.6807,-0.234623,-0.0395059,-0.0107475,-0.0285195,-0.0552361,0.754739,0.14684,0.344686,0.331307,1.38687,1.93775,0.414951,1.25623,1.30299,1.89561,9.40331,-0.193672,-0.202506,-0.281747,-0.678475,-1.41272,-3.1709,-0.198195
-8.94036,-0.653821,-8.57037,-1.69917,-9.51807,-0.330065,-0.208218,0.110948,-0.0406331,-0.240477,0.66603,0.239437,0.405265,0.485068,1.39307,1.91478,0.570247,1.24949,1.27048,1.97086,7.28322,-0.192877,-0.143222,-0.277309,-0.630322,-1.43865,-3.16885,-0.198803
-11.6142,-0.96862,-10.9529,-1.98379,-12.2717,-0.113917,0.0301145,0.0379845,0.0698938,-0.02257,1.17979,0.626677,0.529393,0.871618,1.8292,1.82701,0.500245,1.18167,1.35253,1.88505,9.68703,-0.125357,-0.080713,-0.261799,-0.669309,-1.43213,-3.15874,-0.213003
-11.1026,-0.829188,-10.5714,-1.91885,-11.8424,-0.233337,-0.206959,0.0323077,0.0102839,-0.264378,1.04254,0.580199,0.617317,0.883729,1.94078,1.55739,0.365532,1.15343,1.2002,1.82047,9.31984,-0.196307,-0.152208,-0.200006,-0.687177,-1.41027,-3.11938,-0.195877
-8.26243,-0.981909,-7.72132,-2.07944,-9.09746,-0.322623,-0.0137203,0.0379826,0.00407346,-0.0727559,1.09612,0.577687,0.596602,0.949349,2.0287,1.77984,0.519743,1.29613,1.43365,2.15932,6.38047,-0.188761,-0.0970633,-0.248929,-0.618639,-1.39974,-3.06487,-0.162771
-10.4229,-0.892835,-9.80835,-1.72177,-11.1213,-0.110047,-0.10009,0.0177895,-0.179688,-0.20479,1.16803,0.622997,0.683102,0.69747,1.94433,1.9076,0.703369,1.42045,1.40463,2.1787,8.53362,-0.234479,-0.166443,-0.201294,-0.606036,-1.35123,-3.008,-0.203976
-9.28963,-0.879961,-8.72187,-1.88975,-10.1958,-0.307508,-0.142906,-0.066618,-0.103148,-0.239594,0.896812,0.438155,0.553195,0.667336,1.86426,1.73816,0.475788,1.26361,1.42001,2.10702,7.4895,-0.158143,-0.0899529,-0.280361,-0.702433,-1.34787,-3.1282,-0.1611
-9.68515,-1.02463,-9.04273,-1.98245,-10.5571,-0.197175,-0.0588268,0.13956,-0.136471,-0.119846,0.912703,0.401598,0.405839,0.749278,1.7393,1.82173,0.70233,1.23425,1.46992,2.3878,7.78339,-0.203615,-0.179625,-0.244497,-0.691417,-1.36841,-3.17084,-0.179172
-9.63412,-0.72896,-8.99714,-1.72924,-10.4532,-0.209579,-0.174337,0.0346465,-0.0433961,-0.195295,1.00376,0.534796,0.457356,0.828968,1.93396,1.62804,0.338209,1.07844,1.08067,2.05554,7.84563,-0.160215,-0.102572,-0.294549,-0.700736,-1.43577,-3.15095,-0.203952
-10.9087,-0.915243,-10.3422,-1.8904,-11.6847,-0.451259,-0.13941,0.0597729,-0.0689894,-0.188218,1.03473,0.500848,0.506606,0.717505,1.82168,1.85404,0.549225,1.2527,1.34193,2.08223,9.10797,-0.186213,-0.0938016,-0.257892,-0.655998,-1.39195,-3.11823,-0.185842
-8.49116,-0.680462,-7.98936,-1.6098,-9.27072,-0.219523,-0.136156,0.0220861,-0.0411266,-0.1513,0.993726,0.526593,0.480018,0.718337,1.71535,1.58024,0.356113,1.09381,1.08046,1.9392,6.87515,-0.184631,-0.15204,-0.238388,-0.699566,-1.38258,-3.17075,-0.204052
-9.40632,-0.888499,-8.81667,-2.02208,-10.2798,-0.356645,-0.233803,0.00754732,-0.0139315,-0.203334,0.92343,0.563527,0.448359,0.777348,1.76913,1.78778,0.504535,1.23131,1.36489,2.07161,7.60367,-0.157129,-0.142728,-0.236024,-0.639586,-1.37126,-3.16204,-0.178343
-9.45226,-0.88705,-8.88531,-1.78676,-10.1075,-0.202079,-0.136553,-0.0197043,-0.117941,-0.240827,1.00003,0.616112,0.516035,0.717105,1.80625,1.75424,0.547449,1.16191,1.26595,1.99121,7.698,-0.138544,-0.083505,-0.198077,-0.594868,-1.35754,-3.01539,-0.200727
-9.7757,-0.762234,-9.21693,-1.74969,-10.5046,-0.395437,-0.261922,-0.0990029,-0.13881,-0.240417,0.953532,0.361183,0.459679,0.745346,1.46234,1.81972,0.468888,1.15872,1.15448,1.92443,8.05941,-0.165296,-0.115299,-0.229053,-0.63891,-1.42087,-3.13047,-0.180706
-9.99851,-0.61328,-9.38638,-1.61289,-10.6429,-0.235531,-0.138239,0.062502,-0.0948076,-0.154804,1.0297,0.384927,0.365543,0.658331,1.66974,1.58757,0.196499,0.967218,0.927955,1.72915,8.29245,-0.179272,-0.0922357,-0.256794,-0.686918,-1.39873,-3.15044,-0.221213
-11.4676,-0.952777,-10.8931,-1.90516,-12.2858,-0.347441,-0.186753,0.0412567,-0.0590357,-0.186435,1.31834,0.847118,0.590383,1.06251,2.06455,2.02777,0.676005,1.27879,1.39644,2.11633,9.63833,-0.0963062,-0.129204,-0.216293,-0.663718,-1.42246,-3.17668,-0.22127
-9.70871,-0.761023,-9.1618,-2.0831,-10.4726,-0.171337,-0.0415495,0.00312307,0.187365,-0.150085,0.878558,0.279178,0.488391,0.845128,1.66881,1.69546,0.379746,1.25644,1.35056,1.95321,7.91748,-0.191672,-0.123505,-0.246654,-0.695336,-1.37937,-3.14357,-0.18675
-9.97932,-0.718972,-9.3225,-1.75635,-10.6658,-0.100624,-0.0852577,-0.00762844,0.0596086,-0.0668505,0.725978,0.320963,0.316497,0.613883,1.73262,1.7406,0.341192,1.09154,1.03131,1.93455,8.21926,-0.202306,-0.154101,-0.205388,-0.597596,-1.38027,-3.05576,-0.199414
-10.5484,-0.903082,-10.0817,-1.93398,-11.588,-0.0989017,0.0304194,0.0575098,-0.0370055,0.168128,0.953473,0.53646,0.572549,0.838604,2.03526,1.70321,0.590361,1.3103,1.30888,2.14663,8.77875,-0.136007,-0.0854395,-0.246122,-0.683258,-1.40196,-3.14559,-0.193324
-10.0852,-0.836763,-9.49959,-1.79268,-10.7539,-0.195544,-0.0626045,0.0786779,0.00223313,-0.150392,1.00033,0.46712,0.486487,0.542949,1.73701,1.76118,0.328376,1.20155,1.14989,1.79775,8.24294,-0.154135,-0.103053,-0.252597,-0.634604,-1.39322,-3.10724,-0.171867
-12.0115,-0.984234,-11.279,-1.9998,-12.6463,-0.177586,-0.063294,0.0683004,0.0522376,0.043675,1.22758,0.683799,0.57702,1.02902,1.95523,1.92065,0.67885,1.25013,1.30765,2.08292,10.0395,-0.132155,-0.11687,-0.281073,-0.686077,-1.39442,-3.12838,-0.198052
-9.67533,-0.786429,-9.0587,-1.88451,-10.3557,-0.273756,-0.0932499,0.0372217,-0.0844634,-0.0749473,1.07201,0.485587,0.428549,0.908181,1.64266,1.66063,0.328002,1.04595,1.25346,1.73835,7.91787,-0.185946,-0.139734,-0.251979,-0.682995,-1.36243,-3.09742,-0.21549
-10.3724,-0.850527,-9.70795,-1.85232,-11.1009,-0.0380938,0.0472861,0.20275,0.158985,0.0531207,0.888009,0.426531,0.394154,0.504626,1.79134,1.73681,0.404337,1.11705,1.11481,2.02599,8.476,-0.1769,-0.108988,-0.24825,-0.63753,-1.41482,-3.09243,-0.209266
-11.1397,-0.913386,-10.3045,-1.87767,-11.6745,-0.255225,-0.201259,-0.0706197,-0.162917,-0.217525,0.940458,0.586446,0.297908,0.705876,1.90729,1.93912,0.688355,1.13594,1.41919,2.08427,9.2176,-0.205452,-0.119768,-0.301833,-0.706227,-1.41137,-3.15951,-0.1816
-9.69099,-1.08684,-9.18168,-1.90977,-10.5226,-0.246124,-0.047486,0.0974794,0.0189939,-0.142906,1.20444,0.778978,0.634742,0.768238,2.15511,1.84439,0.719937,1.37392,1.31984,2.04272,7.77443,-0.188257,-0.148928,-0.283067,-0.690175,-1.42567,-3.16769,-0.193606
-10.1215,-0.960441,-9.58779,-2.04464,-10.9533,-0.353996,-0.141132,0.0769892,0.0335648,-0.152774,1.22193,0.748864,0.640902,0.862017,2.22834,2.23863,0.926796,1.4586,1.50198,2.46662,8.22382,-0.168797,-0.0947128,-0.185307,-0.604462,-1.46142,-3.21175,-0.201624
-10.2101,-0.837457,-9.84609,-1.83207,-11.232,-0.416193,-0.207269,0.0460293,0.00468754,-0.36685,0.953598,0.468816,0.61959,0.838924,1.91835,1.50606,0.341761,1.21461,1.12791,2.1542,8.59024,-0.165251,-0.120835,-0.221826,-0.656264,-1.37887,-3.07779,-0.19451
-11.0947,-0.880744,-10.5487,-1.94548,-11.6557,-0.191489,-0.178965,0.0317992,0.023794,-0.246833,0.92567,0.493734,0.58365,0.757783,1.87789,1.80552,0.535376,1.29301,1.31511,1.94318,9.26446,-0.153745,-0.131635,-0.288691,-0.696632,-1.38255,-3.04487,-0.191217
-8.7254,-0.909425,-8.20788,-1.91918,-9.49083,-0.241419,-0.158341,-0.090329,-0.118201,-0.213266,0.986381,0.503306,0.615386,0.754486,1.85116,1.62469,0.380155,1.26269,1.12389,1.97756,6.90008,-0.195127,-0.1243,-0.244396,-0.643425,-1.4019,-3.16324,-0.167711
-11.4102,-0.807743,-10.8102,-1.72292,-12.0085,-0.156819,-0.111008,0.139563,0.0261892,-0.208267,0.860443,0.306654,0.355578,0.529039,1.40006,1.55554,0.368659,1.11274,0.967094,1.77388,9.69103,-0.200098,-0.164881,-0.271495,-0.71698,-1.35426,-3.14865,-0.188099
-8.85391,-0.691312,-8.2614,-1.81548,-9.45831,-0.126839,0.00122716,0.0729203,0.137028,0.0862021,0.97705,0.283705,0.475476,0.643582,1.54722,1.51392,0.238099,1.08539,1.10533,1.7623,7.09659,-0.181701,-0.11429,-0.308478,-0.682019,-1.36241,-3.11646,-0.231469
-10.1424,-0.46371,-9.76525,-1.5032,-10.8896,-0.518004,-0.421763,-0.0431168,-0.202388,-0.497554,0.627246,0.15943,0.329726,0.429593,1.56506,1.73566,0.395502,1.25373,1.3347,1.88032,8.72276,-0.196218,-0.153382,-0.252708,-0.723997,-1.35459,-3.09914,-0.242892
-10.4606,-0.807843,-9.98202,-1.79284,-11.1081,-0.345827,-0.123573,-0.0529524,-0.0532345,-0.0683012,0.781125,0.293743,0.463862,0.600703,1.44932,1.66425,0.406448,1.20576,1.14828,1.6881,8.75068,-0.211789,-0.0800131,-0.237766,-0.617341,-1.36083,-3.0477,-0.210842
-10.1553,-0.760868,-9.79216,-1.84285,-10.8522,-0.336754,-0.0839278,0.0145997,0.00288767,-0.0469689,0.680781,0.363074,0.445846,0.56027,1.38028,1.64851,0.431137,1.2264,1.11479,1.67347,8.54596,-0.208407,-0.0791014,-0.242126,-0.62016,-1.33793,-3.06209,-0.210424
-9.45589,-0.966009,-8.80311,-2.18157,-9.98025,-0.223567,-0.166739,-0.0611544,-0.0775792,-0.235021,1.1688,0.672977,0.625143,1.07883,1.95985,1.91157,0.677622,1.33397,1.60785,2.04227,7.47947,-0.164076,-0.10706,-0.253642,-0.591655,-1.37293,-3.09891,-0.153435
-10.5375,-0.730171,-9.94894,-1.73109,-11.275,-0.386609,-0.299831,-0.0453639,-0.197697,-0.245062,0.881335,0.289346,0.366395,0.736701,1.66191,1.66589,0.410557,1.1517,1.2605,1.89961,8.84091,-0.22841,-0.145912,-0.245426,-0.677345,-1.40703,-3.11696,-0.213571
-9.23964,-0.625817,-8.62483,-1.7053,-9.91553,-0.411731,-0.292112,-0.0402007,-0.083603,-0.350987,0.789452,0.328395,0.394821,0.596061,1.73083,1.92314,0.382782,1.17461,1.21366,1.93752,7.51995,-0.196747,-0.174954,-0.286271,-0.709193,-1.40121,-3.17219,-0.208514
-7.80509,-0.906252,-7.20468,-2.0807,-8.37347,-0.0172753,0.0300765,0.142302,0.196698,0.118389,1.11969,0.440933,0.619765,0.677077,1.67804,1.7792,0.337272,1.29474,1.3378,1.92395,5.73242,-0.190799,-0.087076,-0.224179,-0.599091,-1.3882,-3.0591,-0.202315
-11.8866,-0.897396,-11.3302,-1.95973,-12.4788,-0.282449,-0.204934,0.0197301,-0.0631739,-0.310578,0.938704,0.551997,0.552748,1.02742,1.73779,1.73142,0.397759,1.19249,1.19897,1.83623,10.0364,-0.194136,-0.127976,-0.268025,-0.653058,-1.41527,-3.11214,-0.20022
-9.6703,-0.839937,-9.17335,-1.98068,-10.4687,-0.0706103,0.00505608,0.176212,0.22682,-0.0377284,1.17303,0.573386,0.581937,0.918544,1.89748,1.70224,0.326009,1.25163,1.12539,1.98001,7.82923,-0.168563,-0.119391,-0.233319,-0.670908,-1.34874,-3.07549,-0.184402
-10.5755,-0.813171,-10.0505,-1.90416,-11.149,-0.313683,-0.208129,0.0923522,-0.0468255,-0.237094,1.14157,0.484946,0.607542,0.772461,1.78071,1.69763,0.421602,1.28765,1.36699,1.86492,8.71075,-0.173313,-0.125087,-0.263722,-0.659123,-1.40997,-3.13705,-0.203712
-9.72787,-0.969312,-9.05501,-1.85743,-10.177,-0.305247,-0.26514,-0.0957614,-0.223499,-0.44672,1.25684,0.704013,0.673846,0.905753,1.83781,2.07589,0.732463,1.42068,1.51277,2.22692,7.72513,-0.186247,-0.117072,-0.208627,-0.654166,-1.41007,-3.09673,-0.213935
-10.5702,-0.791189,-9.84148,-1.75514,-11.0803,0.0136685,0.0719762,0.15316,0.0910964,-0.133692,0.957998,0.353646,0.288296,0.583603,1.60493,1.53035,0.199974,0.902318,0.968025,1.65441,8.70855,-0.137789,-0.14359,-0.262588,-0.638626,-1.46361,-3.19701,-0.199325
-9.08911,-0.794569,-8.63044,-1.89329,-9.56824,-0.390735,-0.0614533,0.064786,-0.0703285,-0.203401,1.03693,0.456204,0.443579,0.729632,1.58605,1.64026,0.425328,1.04727,1.05805,1.57515,7.3393,-0.123942,-0.0576792,-0.261001,-0.600403,-1.43899,-3.18023,-0.18717
-10.6633,-0.603594,-10.1712,-1.6922,-11.2836,-0.256145,-0.225992,-0.0822181,-0.0445614,-0.254607,0.856252,0.369064,0.521909,0.657128,1.59663,1.55756,0.273322,1.18387,1.10118,1.70662,9.09784,-0.215779,-0.120357,-0.254835,-0.624309,-1.36704,-3.07929,-0.198229
-10.8198,-1.09926,-10.1543,-2.14196,-11.4386,-0.103701,0.0276252,0.1517,0.125947,-0.184287,1.20928,0.755446,0.6197,0.981025,1.99811,1.981,0.65004,1.21891,1.59226,2.01222,8.80166,-0.177863,-0.106491,-0.293001,-0.671217,-1.40083,-3.1359,-0.189258
-10.0427,-0.887227,-9.61441,-1.81664,-11.1352,-0.241904,-0.0987998,-0.0176186,-0.106738,-0.0540704,0.949449,0.49784,0.593389,0.796539,1.97407,1.69246,0.48306,1.28693,1.0678,2.23277,8.32349,-0.167834,-0.119061,-0.215187,-0.64872,-1.38293,-3.14805,-0.161805
-11.2245,-0.975424,-10.5869,-1.79172,-11.8349,-0.286967,-0.19027,0.0589394,-0.0557643,-0.149812,1.30264,0.80205,0.638788,0.656909,1.96792,1.89169,0.610444,1.28513,1.19721,1.99688,9.30152,-0.178258,-0.154974,-0.243106,-0.628059,-1.38434,-3.08808,-0.202105
-11.324,-0.80212,-10.6809,-1.80411,-11.8289,-0.364708,-0.236908,-0.148915,-0.0601907,-0.343557,1.03212,0.439586,0.523841,0.642235,1.46486,1.62722,0.459049,1.11768,1.10127,1.88465,9.55889,-0.173753,-0.151437,-0.216528,-0.621442,-1.37557,-3.09702,-0.191734
-10.288,-0.680269,-9.75832,-1.83366,-10.9767,-0.272021,-0.257766,-0.0274913,-0.0660793,-0.384453,0.913538,0.393163,0.524482,0.716215,1.73838,1.65735,0.406742,1.15391,1.2763,2.02722,8.63528,-0.144298,-0.133056,-0.243552,-0.689205,-1.39235,-3.1691,-0.180492
-9.87574,-0.789078,-9.24561,-1.8014,-10.4759,-0.201103,-0.163098,0.00208767,-0.00759455,-0.162858,1.09439,0.503332,0.45424,0.620548,1.86651,1.46548,0.236277,1.00957,0.914009,1.68361,8.07135,-0.101299,-0.0383852,-0.282487,-0.680159,-1.38915,-3.07554,-0.167141
-11.352,-0.926127,-10.8096,-1.89763,-12.1178,-0.334581,-0.162453,-0.0327207,-0.154988,-0.115236,1.10742,0.563177,0.586516,0.769361,1.88933,1.91377,0.594815,1.39971,1.29054,2.01353,9.51344,-0.15523,-0.10826,-0.235818,-0.656387,-1.38432,-3.10525,-0.19778
-11.2776,-0.849591,-10.8912,-1.95121,-11.8317,-0.209188,-0.0849175,0.091083,0.0351896,-0.254784,0.920146,0.387765,0.530658,0.597635,1.57493,1.69899,0.47377,1.39701,1.23712,1.89986,9.50968,-0.177061,-0.0523299,-0.211387,-0.640275,-1.36678,-3.09993,-0.173901
-7.90399,-0.68865,-7.56431,-1.93454,-8.68745,-0.322017,-0.158566,0.0861949,-0.0335368,-0.247668,0.868038,0.380963,0.481434,1.06752,1.66126,1.5679,0.4398,1.23315,1.42357,1.96701,6.31852,-0.198758,-0.132127,-0.209778,-0.638224,-1.36001,-3.12982,-0.234307
-9.1482,-0.990388,-8.54327,-2.11206,-9.92076,-0.208649,-0.105194,0.0765337,0.120597,-0.200401,1.25241,0.670817,0.617345,1.05735,1.88558,1.89301,0.646575,1.25058,1.56043,2.01164,7.2439,-0.177977,-0.147853,-0.215928,-0.651929,-1.37095,-3.07621,-0.182312
-10.2699,-0.846994,-9.66111,-1.84658,-10.9784,-0.137918,0.037303,0.128499,0.222638,0.0290644,0.979296,0.4466,0.447044,0.583137,1.7117,1.60162,0.334958,1.08819,0.908121,1.79908,8.45097,-0.176576,-0.125592,-0.22213,-0.651892,-1.38822,-3.17204,-0.200603
-10.2634,-0.756772,-9.79844,-2.12173,-11.0927,-0.0598228,-0.0813084,0.10402,0.0558344,-0.301794,0.889404,0.421093,0.48414,0.833686,2.07116,1.7088,0.373433,1.24811,1.43285,2.10459,8.48515,-0.165956,-0.0850205,-0.235735,-0.641925,-1.40418,-3.15601,-0.179161
-9.30902,-1.00539,-8.65981,-1.96137,-10.0617,-0.148317,0.0333187,0.136723,-0.0347728,-0.0377032,1.35118,0.709413,0.632847,0.967124,2.13323,1.82167,0.534134,1.2605,1.29259,2.09409,7.30193,-0.163581,-0.0999259,-0.223188,-0.67574,-1.34984,-3.07525,-0.18239
-9.65018,-0.862047,-8.96858,-1.87948,-10.3322,-0.351709,-0.200904,-0.127457,-0.250263,-0.3759,1.25963,0.668159,0.595345,0.937598,2.11727,1.94861,0.546827,1.27583,1.38139,2.18074,7.74661,-0.211125,-0.140793,-0.215666,-0.617673,-1.3787,-3.15377,-0.227208
-8.47167,-0.864039,-7.88797,-1.78472,-9.17062,-0.254855,-0.131658,-0.0484746,-0.205305,-0.25848,1.01191,0.471029,0.538038,0.695674,1.83654,1.83986,0.589405,1.22864,1.27958,1.98111,6.63407,-0.165971,-0.107563,-0.260124,-0.668325,-1.41912,-3.11868,-0.177288
-9.05999,-0.81225,-8.3614,-1.78091,-9.82229,-0.290197,-0.10568,0.0354084,0.0226384,-0.0568631,0.94786,0.324213,0.352023,0.529517,1.70487,1.88546,0.554946,1.11183,1.05256,2.07198,7.2237,-0.197484,-0.154609,-0.219837,-0.625306,-1.41252,-3.13969,-0.213357
-11.442,-0.772527,-10.7897,-1.95534,-12.091,-0.225169,-0.176878,-0.00831222,0.0323545,-0.283023,1.1953,0.402731,0.532801,0.905247,1.93283,1.96347,0.546881,1.20056,1.4276,2.06864,9.61672,-0.221982,-0.159906,-0.240653,-0.617437,-1.34653,-3.06081,-0.190675
-9.85961,-0.770028,-9.33492,-1.88864,-10.4918,-0.19464,-0.134609,-0.00930991,0.0442421,-0.234738,1.03213,0.47264,0.503744,0.833069,1.71898,1.77946,0.469404,1.24572,1.10947,1.92842,8.06854,-0.120481,-0.0838749,-0.282518,-0.686644,-1.4373,-3.20738,-0.169389
-9.40583,-0.810632,-8.91754,-1.85279,-10.2543,-0.335194,-0.194455,0.0178034,-0.0260343,-0.177267,0.944575,0.442022,0.4521,0.6519,1.83752,1.68851,0.534882,1.21245,1.27862,2.01601,7.70971,-0.181173,-0.146781,-0.255196,-0.662405,-1.36799,-3.06002,-0.205626
-11.7502,-0.9562,-11.0205,-2.07622,-12.2883,-0.223548,-0.140098,0.0097392,0.147635,-0.161478,1.05662,0.501395,0.544917,0.807264,1.70707,2.1449,0.658937,1.32235,1.43344,2.15404,9.71735,-0.168406,-0.101557,-0.251929,-0.644768,-1.43409,-3.1348,-0.20065
