b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-11.0049,-0.831434,-10.3824,-1.79939,-11.6182,-0.390058,-0.128766,0.0715629,-0.0934704,-0.306597,1.05943,0.556286,0.519538,0.856503,1.8372,1.86044,0.501586,1.1781,1.2033,1.99816,9.20866,-0.172494,-0.146077,-0.259183,-0.707907,-1.39124,-3.10288,-0.209235
-9.47563,-0.727231,-8.88886,-1.75568,-10.1702,-0.442419,-0.277583,-0.068036,-0.151788,-0.256998,1.00367,0.420016,0.497972,0.691905,1.80945,1.80663,0.457865,1.27474,1.17649,1.94159,7.70091,-0.212768,-0.149083,-0.269784,-0.703102,-1.3902,-3.16726,-0.211911
-8.81034,-0.863892,-8.16563,-1.7735,-9.57842,-0.295329,-0.150587,0.0212203,-0.17613,-0.246698,1.09514,0.690309,0.505098,0.861731,2.07998,1.82571,0.481322,1.17686,1.19932,2.13779,6.99325,-0.17475,-0.123529,-0.247548,-0.712746,-1.34379,-3.12033,-0.183138
-9.4464,-0.650652,-9.12079,-1.71391,-10.3116,-0.372467,-0.193575,-0.0587367,-0.0819852,-0.25021,0.838788,0.314193,0.501074,0.412874,1.79449,1.5568,0.259217,1.28316,1.22721,1.90393,7.88624,-0.158831,-0.0765462,-0.260482,-0.665698,-1.40775,-3.17262,-0.158216
-9.79102,-0.988222,-9.11103,-1.91253,-10.4237,0.00372627,0.0471385,0.0699463,0.202069,-0.139534,1.14766,0.720316,0.690224,0.991675,1.92721,1.64627,0.451005,1.22178,1.2172,1.86959,7.87672,-0.149023,-0.122362,-0.284376,-0.703321,-1.35587,-3.08941,-0.176409
-8.10608,-0.788628,-7.70917,-1.7682,-9.16577,-0.411155,-0.122018,-0.0195674,-0.0278298,-0.138642,0.882189,0.49095,0.565933,0.753976,1.91681,1.58292,0.474373,1.19889,1.16834,2.22128,6.49107,-0.148233,-0.112606,-0.276829,-0.670482,-1.42488,-3.18886,-0.183265
-10.3247,-0.955821,-9.86137,-2.02761,-11.1077,0.0999036,0.22054,0.210137,0.209222,0.033943,0.85841,0.424101,0.616534,0.721587,1.96921,1.71389,0.537807,1.33932,1.50204,2.19139,8.43149,-0.160152,-0.111665,-0.253495,-0.654616,-1.4345,-3.15057,-0.224389
-9.57451,-0.775861,-8.97706,-1.81732,-10.2907,-0.422106,-0.195023,-0.0377198,-0.187997,-0.228445,1.16358,0.552165,0.530446,0.911416,1.86433,1.72834,0.426505,1.20096,1.35782,1.96253,7.79048,-0.186577,-0.152578,-0.257845,-0.730414,-1.3893,-3.10262,-0.207297
-10.082,-0.881941,-9.52205,-1.87734,-10.7908,-0.206523,-0.171435,0.0296955,-0.0292618,-0.253317,1.04702,0.507147,0.459308,0.819875,1.73516,1.59286,0.427679,1.21898,1.19355,1.7785,8.26282,-0.17947,-0.156024,-0.241639,-0.660563,-1.34925,-3.08762,-0.193829
-10.874,-0.864843,-10.2586,-1.96287,-11.512,-0.282944,-0.141658,0.0720207,0.0288265,-0.194117,1.03591,0.527229,0.509477,0.953748,1.97032,1.79479,0.531502,1.15821,1.33215,2.05845,9.04381,-0.231571,-0.137517,-0.296901,-0.711464,-1.40007,-3.11923,-0.207836
-10.1584,-0.810769,-9.59255,-1.90998,-10.8991,-0.201653,8.05832e-05,-0.0062206,0.0960743,-0.0209877,0.933382,0.442395,0.448787,0.697294,1.55219,1.67995,0.33724,1.05485,1.20631,1.82941,8.46079,-0.149608,-0.113982,-0.223062,-0.63889,-1.33773,-3.07218,-0.191934
-7.07171,-0.770503,-6.45095,-1.806,-7.88054,-0.116121,0.0114198,0.0589583,0.0120284,-0.0286099,1.15179,0.516226,0.482599,0.589133,2.09273,1.79379,0.386003,1.27154,1.36563,2.09449,5.18118,-0.190001,-0.137284,-0.268113,-0.629627,-1.40089,-3.11622,-0.191514
-9.15648,-0.915406,-8.53337,-1.84386,-9.93502,-0.320229,-0.207239,-0.0353095,-0.120525,-0.303868,1.25842,0.69407,0.715804,0.929421,2.11443,1.99481,0.649884,1.26073,1.33992,2.253,7.24356,-0.206758,-0.118006,-0.231147,-0.657,-1.44425,-3.21776,-0.204454
-10.7183,-0.81277,-10.1796,-1.76612,-11.3382,-0.200282,-0.0736961,-0.0614417,-0.225357,-0.186752,0.864694,0.353807,0.459452,0.665091,1.58543,1.83563,0.523378,1.26422,1.30182,2.03698,8.90847,-0.16892,-0.142413,-0.265467,-0.686504,-1.46754,-3.20878,-0.251557
-9.77114,-0.864195,-9.30294,-1.88919,-10.4832,-0.215484,-0.0513957,0.0714881,-0.036271,-0.150201,0.964191,0.536426,0.468435,0.815121,1.63143,1.61873,0.487644,1.13725,1.22784,1.89925,8.05387,-0.143525,-0.0953253,-0.233153,-0.680985,-1.39834,-3.14037,-0.195878
-8.48141,-0.858653,-7.69408,-1.88459,-8.92766,-0.148241,-0.0949964,0.0446689,-0.0664133,-0.265325,1.1021,0.467126,0.465631,0.762555,1.53872,1.75976,0.442089,1.16589,1.24641,1.87101,6.52026,-0.191936,-0.165908,-0.232851,-0.705099,-1.38548,-3.12951,-0.156811
-9.17262,-1.04228,-8.55171,-1.97274,-9.89569,-0.0130097,0.0870567,0.192301,0.172651,-0.0822561,1.12215,0.56991,0.539142,0.807284,1.90027,1.79957,0.51432,1.2016,1.34807,2.10586,7.18669,-0.162632,-0.099685,-0.260133,-0.699825,-1.38022,-3.10758,-0.160436
-9.15674,-0.710911,-8.61453,-1.88331,-9.94836,-0.219654,-0.149322,-0.0576973,0.0221313,-0.2752,0.896036,0.327392,0.510687,0.826825,1.68002,1.57241,0.264334,1.05218,1.07478,1.80344,7.45331,-0.152799,-0.150867,-0.250134,-0.624695,-1.36501,-3.10002,-0.186393
-7.73397,-0.859155,-7.255,-1.84418,-8.55649,-0.313863,0.0128677,0.130005,-0.0375979,-0.0287268,0.975558,0.468968,0.497423,0.684485,1.66644,1.69855,0.356524,1.04316,1.25972,1.80081,5.98523,-0.186903,-0.14982,-0.2538,-0.710608,-1.37604,-3.14414,-0.237122
-8.59146,-1.10853,-7.91392,-2.17971,-9.0951,-0.126711,-0.0028748,0.0567655,-0.0581923,-0.215577,1.28331,0.651314,0.545943,1.00487,1.92976,1.98112,0.655647,1.3615,1.45049,2.11047,6.45552,-0.126179,-0.111647,-0.26159,-0.628833,-1.41203,-3.11318,-0.159442
-10.2791,-0.651355,-9.67685,-1.67067,-11.076,-0.208163,-0.222757,0.0428517,-0.135473,-0.204113,0.939946,0.422491,0.332653,0.523344,1.78118,1.63951,0.316656,1.06148,1.03411,1.92934,8.58039,-0.166397,-0.0957902,-0.254229,-0.660299,-1.3418,-3.12569,-0.185535
-11.174,-0.885165,-10.4637,-2.00439,-11.9116,-0.356386,-0.124611,0.0285347,0.027884,-0.089002,1.20178,0.609251,0.573088,0.988177,1.97725,1.88683,0.501087,1.15761,1.36071,1.97281,9.30625,-0.17435,-0.128975,-0.261066,-0.700393,-1.40619,-3.16093,-0.186827
-9.49636,-0.922138,-8.93208,-1.82189,-9.92254,-0.258387,-0.106713,0.170726,0.030776,-0.357078,1.08546,0.538781,0.582181,0.66651,1.55089,1.91678,0.615867,1.23613,1.2377,1.96381,7.57779,-0.145802,-0.173183,-0.247865,-0.638382,-1.41562,-3.1358,-0.202704
-9.50915,-0.780465,-9.09751,-1.84092,-10.0479,-0.0712785,-0.0724407,0.126892,0.088292,-0.145843,0.854435,0.433063,0.499674,0.591574,1.59124,1.62423,0.414324,1.27742,1.16664,1.68214,7.73919,-0.168107,-0.10673,-0.228526,-0.594785,-1.45279,-3.16726,-0.188607
-11.5942,-1.01071,-10.9655,-1.86242,-12.3002,-0.156492,0.0555766,0.180466,0.117964,-0.138228,0.915479,0.417157,0.423667,0.501209,1.80659,1.87808,0.618333,1.25106,1.21074,2.20867,9.66535,-0.170964,-0.126153,-0.213576,-0.641249,-1.3733,-3.07938,-0.163473
-11.0109,-0.789397,-10.5602,-1.9006,-11.8328,-0.375876,-0.205204,0.105328,-0.0215195,-0.271556,1.02301,0.496754,0.451984,0.718199,1.83664,1.69262,0.409922,1.20456,1.16074,2.10513,9.32354,-0.192154,-0.0671692,-0.245489,-0.677917,-1.35531,-3.08693,-0.169684
-10.4653,-1.05294,-9.76474,-1.97288,-11.2101,-0.145837,-0.0879939,0.0300454,0.0987477,-0.185004,0.968643,0.556199,0.45506,0.728776,1.83988,1.73373,0.489996,1.16473,1.35105,2.08789,8.52119,-0.182047,-0.134655,-0.290138,-0.733041,-1.42921,-3.15557,-0.230382
-9.63136,-0.624502,-9.17209,-1.7873,-10.2616,-0.28806,-0.313012,-0.0120008,-0.094158,-0.371035,1.16712,0.560196,0.627456,0.848573,1.96746,1.72721,0.414239,1.19347,1.2449,1.89782,7.95168,-0.175003,-0.11488,-0.280884,-0.638158,-1.38032,-3.14176,-0.189447
-12.3425,-0.913878,-11.8235,-2.13054,-13.0536,-0.259393,-0.146356,0.0159179,0.0663293,-0.343815,1.13592,0.481078,0.718213,0.753465,1.84063,1.80449,0.437098,1.27187,1.23923,1.99351,10.4364,-0.114979,-0.0889536,-0.216883,-0.585164,-1.41628,-3.17572,-0.173524
-8.73811,-0.879374,-8.25588,-1.95424,-9.32111,-0.0802257,0.0804628,0.214009,0.194132,-0.0630075,0.815439,0.251671,0.503828,0.641174,1.57364,1.65835,0.335284,1.20689,1.18094,1.81822,6.88747,-0.179445,-0.0986628,-0.253986,-0.624149,-1.43539,-3.13879,-0.19306
-10.431,-0.964888,-9.62012,-1.80695,-10.9649,-0.146419,-0.0240562,0.0721458,-0.127843,-0.2153,1.09602,0.593182,0.480233,0.66939,1.9114,1.81196,0.501124,1.11857,1.21791,1.96953,8.45032,-0.176726,-0.0916703,-0.198993,-0.583295,-1.39487,-3.08058,-0.188533
-9.9886,-0.969396,-9.38603,-2.02327,-10.6094,0.00638371,0.0322251,0.113841,0.195839,-0.121481,1.26756,0.694241,0.642372,0.917988,1.83752,1.77109,0.447348,1.22261,1.22319,1.85301,8.06325,-0.147726,-0.0903492,-0.220471,-0.617447,-1.40757,-3.1168,-0.173836
-7.59562,-0.796547,-6.94448,-1.74569,-8.50478,-0.236802,-0.0666997,-0.0462711,-0.0174223,-0.0252115,1.01348,0.549738,0.429959,0.648362,1.99301,1.57273,0.266304,0.945344,1.01281,1.90918,5.82457,-0.169022,-0.116971,-0.255124,-0.704543,-1.38635,-3.11798,-0.195279
-11.0638,-0.921479,-10.3592,-1.99059,-11.9737,-0.248519,-0.137471,0.0646067,-0.0966598,-0.144375,1.00966,0.393747,0.367503,0.78827,1.95907,1.87776,0.558564,1.2584,1.4568,2.33834,9.13008,-0.186485,-0.12128,-0.187889,-0.692957,-1.36881,-3.06827,-0.154584
-10.3408,-0.882523,-9.78774,-2.01949,-11.12,-0.267305,-0.144998,0.00547811,0.103125,-0.217722,1.1603,0.619515,0.621739,0.820685,1.89987,1.87131,0.570874,1.2806,1.33566,2.17555,8.5325,-0.148809,-0.1457,-0.205467,-0.620987,-1.35433,-3.09582,-0.16204
-9.48033,-1.03397,-8.70577,-1.81953,-10.2801,0.0749373,0.184246,0.134286,0.0175468,0.061314,1.32317,0.760781,0.584254,0.842566,2.23885,1.79232,0.43287,1.1819,1.11547,2.06974,7.42779,-0.158484,-0.110768,-0.270527,-0.647824,-1.40107,-3.14421,-0.177565
-10.5733,-0.788843,-9.97668,-1.95298,-11.0725,-0.229181,-0.0677029,0.0329546,0.0120555,-0.219877,1.04341,0.391514,0.448327,0.756632,1.53579,1.84164,0.375386,1.19392,1.38253,1.91787,8.69845,-0.21031,-0.126291,-0.240631,-0.597095,-1.42187,-3.13011,-0.226807
-8.42498,-0.72494,-7.89624,-1.72323,-8.97735,-0.154401,-0.116496,0.079317,-0.0579263,-0.115544,1.03408,0.4218,0.520538,0.571293,1.63994,1.70192,0.370152,1.21535,1.21075,1.70104,6.61846,-0.135457,-0.0853301,-0.238968,-0.604767,-1.40194,-3.10036,-0.183016
-7.24928,-0.758062,-6.67283,-1.98444,-8.30312,-0.280207,-0.15976,0.0200428,-0.0105298,0.0321914,1.1301,0.543031,0.594206,1.00078,1.98408,1.76111,0.441972,1.25647,1.37345,2.27625,5.44626,-0.180877,-0.137901,-0.201755,-0.648556,-1.37693,-3.12379,-0.187642
-11.8784,-0.958108,-11.3927,-2.08945,-12.759,-0.317587,-0.162295,0.0420965,-0.0993273,0.00313366,0.901026,0.497559,0.485677,0.706096,1.70352,1.77312,0.654215,1.26239,1.48918,2.01617,10.1093,-0.165359,-0.0997845,-0.263407,-0.660029,-1.36862,-3.09575,-0.191973
-9.24087,-0.674658,-8.72955,-1.91628,-9.77931,-0.30269,-0.199491,0.0972642,0.0716179,-0.313221,0.972465,0.343244,0.437831,0.712095,1.572,1.53195,0.262533,1.02634,1.13108,1.76161,7.49779,-0.160443,-0.112985,-0.230343,-0.613597,-1.37562,-3.10055,-0.209612
-9.57985,-0.965594,-9.08149,-2.03796,-10.3933,-0.26763,-0.155975,0.0608975,0.118279,-0.248245,1.22343,0.65814,0.758359,0.983927,2.16646,1.89045,0.63528,1.32029,1.25624,2.15115,7.68271,-0.156406,-0.109314,-0.269322,-0.677132,-1.44044,-3.16405,-0.209377
-10.2677,-0.935333,-9.70387,-1.98674,-11.0382,-0.388862,-0.231531,0.0493048,-0.126816,-0.267451,1.39255,0.741469,0.753842,1.05826,2.16343,1.98038,0.628333,1.35202,1.45032,2.28853,8.35863,-0.197825,-0.157773,-0.243823,-0.674868,-1.35775,-3.07326,-0.176588
-10.7642,-0.89073,-10.1847,-2.01802,-11.2975,-0.365562,-0.196144,0.0545126,-0.0516684,-0.339821,1.2619,0.639759,0.591814,0.828078,1.9263,2.02616,0.62753,1.3521,1.44426,2.06754,8.85724,-0.221088,-0.117649,-0.209626,-0.609327,-1.34351,-3.07274,-0.204134
-7.2228,-0.975942,-6.48752,-2.01421,-7.87705,-0.194459,-0.114866,0.0522478,0.0761251,-0.125168,1.37067,0.729739,0.578376,0.970907,2.16853,2.19609,0.73705,1.35961,1.32865,2.29043,5.09625,-0.14532,-0.10942,-0.258037,-0.695313,-1.42891,-3.21516,-0.210631
-11.4541,-0.715083,-11.0184,-1.89491,-12.2355,-0.420598,-0.239419,-0.032092,-0.258662,-0.281886,1.13522,0.490891,0.602788,0.922171,1.81012,1.85524,0.436403,1.27954,1.39334,2.03004,9.79227,-0.139415,-0.0958728,-0.182855,-0.605685,-1.38633,-3.12401,-0.193236
-11.65,-0.989256,-10.9167,-2.01875,-12.3646,-0.28381,-0.228683,0.0197472,0.00357301,-0.305961,1.15336,0.627108,0.576548,0.867663,1.89149,1.67997,0.553601,1.12359,1.29817,2.16842,9.74066,-0.192924,-0.118625,-0.308422,-0.723016,-1.41748,-3.18138,-0.191563
-10.1999,-0.972737,-9.62153,-2.00833,-11.1394,-0.052183,0.0344953,0.103928,0.0148818,0.0406388,1.22973,0.637466,0.673898,0.920113,1.94072,1.73645,0.551184,1.26604,1.41017,2.04425,8.32345,-0.10185,-0.108164,-0.208942,-0.636606,-1.37033,-3.14446,-0.179987
-8.65151,-0.873746,-8.21124,-1.90021,-9.52871,-0.254859,-0.166305,-0.0214045,-0.0125552,-0.163497,0.763696,0.374859,0.467758,0.616405,1.71692,1.68854,0.475144,1.24033,1.35175,1.90474,6.92677,-0.130485,-0.0774468,-0.291366,-0.723485,-1.39906,-3.1471,-0.181853
-10.3531,-0.782198,-9.59785,-1.86299,-10.8025,-0.124811,-0.149534,0.0420477,0.0983798,-0.21034,1.08716,0.494822,0.507085,0.613427,1.82606,1.81171,0.449506,1.21448,1.35215,1.92249,8.38788,-0.189174,-0.150651,-0.274336,-0.683107,-1.41399,-3.1525,-0.202517
-11.7289,-0.871237,-11.1373,-1.79479,-12.4439,-0.130307,0.0285426,0.136029,-0.0633086,-0.172245,0.921636,0.521737,0.44216,0.757479,1.75124,1.79621,0.544718,1.18903,1.19836,1.91502,10.0042,-0.151805,-0.0908407,-0.298971,-0.663303,-1.38607,-3.13837,-0.178273
-8.15241,-0.79973,-7.69189,-1.84685,-8.76919,-0.0318358,0.0165885,0.0674738,0.081594,-0.0712958,0.753648,0.347144,0.450931,0.56143,1.51013,1.70235,0.501672,1.34619,1.29445,1.92534,6.38403,-0.146417,-0.121709,-0.268402,-0.63094,-1.38502,-3.09709,-0.200449
-8.56663,-0.867112,-7.88345,-1.68334,-9.19136,-0.360225,-0.196965,-0.0645129,-0.371327,-0.297788,1.10715,0.619427,0.480138,0.673599,1.83576,1.7401,0.374157,1.13769,1.18761,1.88211,6.66961,-0.17688,-0.183287,-0.26883,-0.68463,-1.3939,-3.1763,-0.164244
-10.2384,-1.02965,-9.70658,-1.9453,-11.0445,-0.0992938,0.0381464,0.0893542,-0.0732588,0.00910715,0.998202,0.599023,0.500828,0.743052,1.75928,1.73653,0.541779,1.23519,1.41738,1.97355,8.39518,-0.181358,-0.0759858,-0.186105,-0.635346,-1.41471,-3.14612,-0.194908
-9.86536,-0.662156,-9.36271,-1.8607,-10.6701,-0.327322,-0.243236,0.00552912,-0.0488859,-0.230144,0.851943,0.387138,0.351548,0.5952,1.74153,1.62892,0.340095,1.04228,1.28199,1.92222,8.24626,-0.209787,-0.120501,-0.253646,-0.595171,-1.38292,-3.11752,-0.167149
-10.8907,-0.958862,-10.6023,-1.974,-11.8436,-0.446946,-0.197252,0.0215255,-0.040338,-0.207048,0.99252,0.621036,0.63206,0.846789,1.94482,1.51784,0.574484,1.29569,1.357,2.016,9.27603,-0.20234,-0.0962584,-0.240613,-0.64107,-1.32412,-3.03179,-0.202614
-9.76686,-0.98892,-9.13214,-1.79924,-10.561,-0.212891,-0.1401,-0.10263,-0.144478,-0.287765,1.06481,0.627289,0.595484,0.875488,2.00026,1.69032,0.482989,1.24901,1.14447,2.06795,7.88815,-0.233447,-0.139002,-0.240252,-0.651965,-1.36401,-3.11652,-0.216029
-9.37743,-0.91796,-8.78445,-1.84997,-10.035,-0.171614,-0.110831,0.0354887,-0.0425554,-0.169047,0.917129,0.413038,0.525568,0.666959,1.64664,1.90285,0.615378,1.44657,1.29721,2.11041,7.42317,-0.149925,-0.0795447,-0.194308,-0.596285,-1.38045,-3.05712,-0.21272
-10.2362,-0.887949,-9.53052,-1.7643,-10.9976,-0.13252,0.0453429,0.117015,-0.00473682,-0.059,1.05374,0.46757,0.491041,0.5647,1.93823,1.78948,0.483741,1.16181,1.17619,2.14586,8.31353,-0.19671,-0.14241,-0.284839,-0.678937,-1.4267,-3.12109,-0.165438
-10.7251,-0.850549,-10.1387,-1.88198,-11.4244,-0.361475,-0.150786,0.0902054,0.053701,-0.147789,0.882268,0.347563,0.372093,0.566507,1.78116,1.57596,0.436873,1.17175,1.08078,1.96563,8.92207,-0.181383,-0.0913478,-0.279759,-0.705732,-1.42286,-3.12684,-0.19853
-9.50922,-0.555502,-9.02154,-1.66694,-10.1743,-0.323312,-0.222243,2.44753e-05,-0.0248486,-0.291264,0.734915,0.0937823,0.354516,0.563261,1.5106,1.5863,0.286336,1.11378,1.08103,1.74575,7.93134,-0.202036,-0.166127,-0.247203,-0.700267,-1.37507,-3.09407,-0.211094
-9.96442,-0.822058,-9.46891,-1.78362,-10.7232,-0.335237,-0.0973593,0.00804795,-0.0703427,-0.017864,0.930229,0.375192,0.496559,0.731803,1.65755,1.56433,0.383517,1.19219,1.08614,1.87768,8.23286,-0.184503,-0.0879506,-0.262565,-0.641922,-1.37013,-3.13205,-0.196579
-9.59445,-0.914767,-9.06673,-1.9098,-10.1415,-0.367832,-0.188027,0.0915592,-0.0117701,-0.303709,1.18735,0.54566,0.560859,0.777275,1.71946,1.82148,0.615619,1.3012,1.25849,1.86096,7.72072,-0.189361,-0.111109,-0.24171,-0.60816,-1.37791,-3.11297,-0.166982
-10.3414,-0.77051,-9.93921,-1.81568,-11.2557,-0.224165,-0.309907,0.0201106,-0.154906,-0.359084,0.922427,0.608016,0.515263,0.791507,1.84762,1.70659,0.54672,1.30389,1.2508,1.99628,8.69713,-0.112084,-0.107348,-0.222072,-0.667618,-1.40952,-3.19939,-0.203605
-10.9207,-0.853867,-10.2515,-1.87491,-11.68,-0.209169,-0.119728,-0.014903,-0.0116073,-0.238714,1.14398,0.58208,0.52921,0.790782,2.04065,1.87482,0.551254,1.19333,1.18805,2.11088,9.0585,-0.196296,-0.0897244,-0.19475,-0.625242,-1.39713,-3.13641,-0.229627
-9.78479,-0.835931,-9.31194,-1.92728,-10.4313,-0.164975,-0.0185064,0.0998018,0.179917,-0.151792,0.937372,0.516229,0.557262,0.694719,1.75048,1.7555,0.445079,1.16918,1.29599,1.91992,8.03862,-0.175647,-0.132369,-0.252735,-0.658145,-1.3739,-3.0986,-0.21058
-11.1,-0.970237,-10.4607,-1.96715,-11.7883,-0.46315,-0.164095,-0.0943401,-0.170676,-0.292264,1.23756,0.640672,0.6674,0.791468,2.02533,1.79311,0.437321,1.2544,1.29085,1.90256,9.19967,-0.236907,-0.130143,-0.245978,-0.622022,-1.43787,-3.1192,-0.165483
-10.8845,-0.997105,-10.2616,-1.93736,-11.533,-0.0857629,0.0231558,0.122359,0.15868,-0.159777,1.01961,0.594685,0.571016,0.73499,1.98155,1.77245,0.565085,1.23753,1.24068,2.08887,8.95447,-0.179948,-0.168357,-0.253521,-0.679483,-1.41596,-3.1551,-0.191771
-8.76812,-0.986892,-8.07944,-2.13471,-9.4547,-0.201189,-0.0239855,0.101111,0.0852216,-0.107656,1.07227,0.498707,0.463008,0.932456,1.82873,1.79393,0.501523,1.22254,1.59937,1.99173,6.79192,-0.192758,-0.0977008,-0.305219,-0.699458,-1.43223,-3.15765,-0.182355
-10.3368,-0.844481,-9.75424,-1.9492,-11.05,-0.264216,-0.150503,0.137573,0.173398,-0.347598,1.08278,0.474809,0.520088,0.709316,1.80916,1.9726,0.621568,1.2862,1.34816,2.15884,8.50624,-0.152162,-0.133314,-0.263956,-0.665389,-1.38424,-3.14227,-0.184164
-12.104,-0.646634,-11.5313,-1.62814,-12.7186,-0.31097,-0.145365,0.0263102,-0.0837845,-0.251032,0.825265,0.274005,0.357206,0.477569,1.66385,1.5879,0.29644,1.06235,0.951298,1.81233,10.4606,-0.209654,-0.143445,-0.274413,-0.665088,-1.39352,-3.14875,-0.169255
-10.4968,-0.73184,-9.92955,-1.65309,-11.3083,-0.305215,-0.18537,-0.0401723,-0.1759,-0.169094,1.11689,0.518604,0.484138,0.767566,1.78464,1.71376,0.463877,1.23823,1.25325,1.94539,8.84244,-0.171497,-0.168695,-0.237547,-0.70247,-1.3828,-3.15056,-0.196381
-10.3669,-0.928138,-9.76371,-1.87196,-11.2391,-0.070509,0.0242343,0.131998,-0.0691892,-0.0444438,0.865797,0.386054,0.548013,0.822938,1.69887,1.74575,0.460174,1.19365,1.3837,2.16741,8.52799,-0.17716,-0.128715,-0.238573,-0.700055,-1.34302,-3.08884,-0.164879
-10.1637,-0.875047,-9.45408,-1.89975,-10.8093,-0.149626,-0.134754,0.0033626,0.0616399,-0.224393,1.1135,0.498086,0.569103,0.747798,1.92545,1.92587,0.507856,1.35477,1.31116,2.28531,8.14284,-0.188481,-0.151527,-0.236557,-0.69729,-1.41623,-3.17643,-0.181863
-10.1017,-0.785306,-9.5366,-1.62846,-10.8524,-0.406017,-0.192308,-0.0676776,-0.0668258,-0.270671,1.19604,0.581814,0.588414,0.716004,1.76871,1.61242,0.423132,1.17758,1.06369,1.94952,8.4384,-0.135163,-0.0998668,-0.266824,-0.714545,-1.40601,-3.09916,-0.174203
-10.7387,-0.769818,-10.1591,-1.71957,-11.2646,-0.387162,-0.263368,-0.0839249,-0.224915,-0.398183,0.841324,0.389084,0.504427,0.568397,1.67958,1.78662,0.472603,1.22309,1.28829,1.84333,8.98082,-0.201873,-0.174869,-0.283836,-0.70502,-1.44976,-3.17599,-0.181661
-10.9676,-0.888046,-10.3389,-1.92498,-11.7249,-0.066292,0.0271973,0.123693,0.151007,-0.114994,1.12403,0.540498,0.503007,0.66319,1.86601,1.82625,0.532353,1.27617,1.22379,2.11747,9.09031,-0.157634,-0.107497,-0.291521,-0.6718,-1.37945,-3.11242,-0.185875
-9.969,-0.844516,-9.52119,-1.79045,-10.5831,-0.273766,-0.142154,0.0718844,-0.0566557,-0.271255,1.01446,0.529465,0.616197,0.702022,1.76481,1.78016,0.480487,1.19323,1.18079,1.88242,8.22187,-0.180496,-0.101176,-0.23463,-0.670319,-1.4306,-3.17159,-0.178796
-8.99128,-0.710831,-8.35399,-1.67065,-9.65988,-0.105799,-0.0997696,0.0232164,-0.000378708,-0.151647,0.819875,0.33863,0.470363,0.652177,1.75834,1.76265,0.38637,1.06977,1.11176,1.99606,7.20215,-0.199558,-0.146084,-0.252978,-0.693525,-1.43527,-3.15534,-0.197166
-8.96372,-0.850678,-8.31399,-1.80011,-9.59976,-0.399167,-0.286687,-0.0701793,-0.117651,-0.531399,1.12052,0.574459,0.519786,0.830585,1.83637,1.76847,0.500226,1.15034,1.15427,2.04462,7.14827,-0.152488,-0.107004,-0.226063,-0.658096,-1.36526,-3.07537,-0.156728
-10.8598,-0.705789,-10.2911,-1.7565,-11.6335,-0.352602,-0.274751,0.00528935,0.0364533,-0.226793,0.91915,0.451063,0.433209,0.714393,1.7112,1.62372,0.313443,1.08681,1.13128,1.90492,9.18566,-0.191374,-0.14233,-0.305521,-0.702257,-1.38154,-3.13284,-0.188724
-10.167,-0.970574,-9.57472,-2.00181,-10.8919,-0.235659,-0.0758073,0.0529117,0.0590837,-0.239421,1.18809,0.474729,0.589637,0.830133,1.8751,1.90835,0.575173,1.27168,1.3667,2.25572,8.23954,-0.199744,-0.086144,-0.295267,-0.717018,-1.39241,-3.07172,-0.168938
-12.1739,-0.878855,-11.5328,-1.72616,-12.6712,-0.260333,-0.255149,0.0360946,-0.0994166,-0.603001,1.01495,0.585144,0.496931,0.593056,1.93385,1.95479,0.681791,1.25502,1.36569,1.99349,10.3795,-0.177746,-0.192143,-0.220965,-0.650017,-1.4141,-3.121,-0.184578
-9.96659,-0.73391,-9.41215,-1.91623,-10.8018,-0.470248,-0.336148,-0.036704,-0.082885,-0.208894,1.01234,0.516848,0.414341,0.735688,1.60747,1.73956,0.462658,1.11897,1.15642,1.85359,8.30761,-0.156671,-0.127117,-0.283482,-0.696663,-1.40832,-3.16562,-0.154606
-12.3835,-1.13018,-11.5517,-2.09902,-13.2047,-0.374824,-0.210292,-0.016877,-0.203861,-0.176896,1.55932,0.924622,0.546823,0.966466,2.28853,2.18609,0.791008,1.33459,1.50298,2.44823,10.2645,-0.128112,-0.116612,-0.216643,-0.613761,-1.35549,-3.09818,-0.150957
-11.6365,-0.938282,-10.9939,-1.98155,-12.4306,-0.293812,-0.149825,-0.00875376,0.0436633,-0.378929,1.00262,0.625139,0.459687,0.920547,2.09299,1.82702,0.533663,1.17088,1.20392,2.12103,9.85489,-0.141029,-0.105184,-0.282044,-0.725313,-1.38675,-3.15416,-0.210599
