b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_econ_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.23623,-1.19258,-1.4205,-2.32704,-3.24453,-0.17863,-0.0435365,0.0283061,-0.0164278,0.0224167,0.968466,0.388122,0.457743,0.691319,2.20167,1.83195,0.551969,1.24314,1.47461,2.4945,-0.157743,0.822213,1.77562,-0.246576,-0.804458,-1.49192,-3.41627,-0.0633177
-2.1576,-1.21183,-1.35047,-2.24866,-3.34106,-0.111472,-0.0266195,-0.00185266,-0.040362,-0.0236906,0.795037,0.432123,0.382625,0.609411,2.04042,1.68467,0.515284,1.14454,1.47063,2.3649,-0.149553,0.858127,1.73837,-0.245059,-0.77931,-1.45909,-3.38466,-0.0242261
-2.22904,-0.999851,-1.45099,-2.21524,-3.15337,0.045579,0.0528301,0.165461,0.0612795,0.0801554,0.889823,0.385522,0.471294,0.70237,2.05913,1.78725,0.340869,1.3232,1.27231,2.37151,-0.147972,0.841828,1.71614,-0.227045,-0.731217,-1.51529,-3.47891,-0.0158628
-2.26304,-1.25664,-1.42139,-2.23287,-3.20832,-0.254082,-0.125306,-0.0245565,-0.0833935,-0.223582,1.02604,0.538257,0.517196,0.694663,2.01413,2.03364,0.688424,1.36414,1.33512,2.65122,-0.150564,0.830477,1.76642,-0.224714,-0.719076,-1.43108,-3.36568,-0.0203454
-2.05016,-1.0242,-1.42034,-2.2436,-3.2652,-0.460818,-0.225395,-0.150488,-0.106911,0.0499449,0.884289,0.285639,0.516774,0.752746,2.09287,1.72252,0.450933,1.34553,1.38413,2.3818,-0.155263,0.821938,1.75702,-0.237488,-0.703468,-1.46521,-3.42525,-0.0325547
-2.18543,-1.18797,-1.43451,-2.38046,-3.47668,-0.114673,0.0811484,0.0324241,0.0275725,0.208745,0.916262,0.248636,0.406914,0.820906,2.13444,1.75622,0.39569,1.28775,1.57343,2.49816,-0.149452,0.820215,1.71916,-0.253915,-0.797207,-1.46254,-3.42476,-0.0150448
-2.28288,-1.16849,-1.34843,-2.35385,-3.16992,-0.245344,-0.0214589,-0.07517,0.0626512,0.105267,1.17004,0.644253,0.527342,0.827315,2.32908,1.948,0.479065,1.22084,1.61348,2.33293,-0.148319,0.804175,1.6764,-0.27072,-0.780174,-1.50096,-3.47815,-0.0308831
-2.38496,-1.23216,-1.64591,-2.44739,-3.24584,-0.249137,-0.0722722,0.120052,-0.0172144,-0.225255,1.11982,0.452802,0.686552,0.883543,2.16298,1.91264,0.50139,1.35018,1.45469,2.40729,-0.142626,0.801092,1.6557,-0.227469,-0.732207,-1.47473,-3.4323,-0.0224326
-2.21897,-1.33428,-1.57641,-2.36645,-3.47799,-0.400157,-0.121621,-0.0028754,-0.14435,-0.111581,0.853484,0.412258,0.63888,0.85297,2.12728,1.97127,0.827033,1.5032,1.58171,2.79802,-0.147508,0.823048,1.691,-0.236655,-0.762123,-1.48959,-3.46257,-0.0310432
-2.39766,-1.10203,-1.42854,-2.3427,-3.1166,-0.202191,-0.0909828,0.0634575,0.0286964,-0.0924653,1.09514,0.355851,0.498637,0.775154,1.95972,2.18911,0.573943,1.28388,1.53728,2.51439,-0.144095,0.759032,1.57872,-0.239275,-0.749392,-1.50463,-3.48624,-0.0118115
-2.25289,-1.17558,-1.44051,-2.3354,-3.19393,-0.211805,-0.0872085,0.0827767,-0.0636354,-0.153547,1.03122,0.590528,0.495763,0.811504,2.20716,1.90634,0.586282,1.25764,1.47384,2.47981,-0.142821,0.791211,1.64351,-0.224767,-0.669213,-1.41934,-3.34841,-0.00824421
-2.38301,-1.27833,-1.48054,-2.36875,-3.40234,-0.131039,-0.00251248,0.00293267,0.00611735,-0.000937524,1.07758,0.509616,0.606321,0.878378,2.37798,1.93172,0.570491,1.28494,1.52108,2.67927,-0.151482,0.851556,1.72291,-0.289548,-0.797977,-1.49402,-3.434,-0.00422273
-2.43317,-1.25933,-1.62148,-2.42008,-3.35704,-0.201277,-0.0105713,0.206485,0.0876689,-0.0647811,0.996588,0.302694,0.554656,0.782755,2.13452,2.13123,0.652942,1.38673,1.59145,2.6864,-0.155103,0.838525,1.73481,-0.254062,-0.797205,-1.50963,-3.50376,-0.039208
-2.03061,-1.10375,-1.35439,-2.12009,-2.86881,-0.197115,-0.011685,0.00868872,0.0888879,-0.222636,1.05564,0.684721,0.604301,0.816052,2.06277,1.58481,0.350472,1.11825,1.15599,1.969,-0.143102,0.804393,1.61527,-0.224434,-0.747755,-1.45405,-3.37029,-0.0452713
-2.20647,-0.984786,-1.32171,-2.33422,-3.10587,-0.196086,-0.248224,-0.0470483,-0.0393079,-0.258833,0.959047,0.390516,0.480512,0.907218,2.22265,1.79636,0.441819,1.20141,1.48238,2.49703,-0.146371,0.798635,1.63834,-0.249347,-0.750519,-1.45652,-3.46603,-0.0546198
-2.29252,-1.22172,-1.48561,-2.33904,-3.45568,-0.265878,-0.0622008,0.00783723,0.0120263,-0.0162664,1.25326,0.736517,0.62235,1.0514,2.50702,1.98018,0.532162,1.27672,1.43262,2.56986,-0.139451,0.759062,1.58879,-0.236642,-0.712128,-1.47313,-3.38794,-0.00902627
-2.20838,-1.04967,-1.34315,-2.23454,-3.13803,-0.17384,-0.0821226,-0.0547544,0.0122079,-0.104196,1.11252,0.521204,0.644141,0.896025,2.27058,1.67427,0.329042,1.07695,1.27713,2.2947,-0.141565,0.74607,1.56857,-0.286569,-0.779677,-1.46324,-3.46084,-0.0729211
-2.1839,-1.14005,-1.40605,-2.29522,-3.26859,-0.275868,-0.21725,-0.0447553,-0.0768005,-0.0216858,1.26783,0.626494,0.624497,1.01214,2.28935,1.84062,0.465421,1.18017,1.45004,2.30544,-0.144966,0.869061,1.73666,-0.216898,-0.783529,-1.47534,-3.42937,0.00240105
-2.15221,-1.09411,-1.37507,-2.06036,-3.26165,-0.231707,-0.14871,0.0136296,-0.124358,-0.2044,0.876626,0.28489,0.456308,0.529506,2.15078,1.78047,0.519194,1.15812,1.25638,2.61529,-0.157099,0.857719,1.77909,-0.226409,-0.78697,-1.45138,-3.43221,-0.0650581
-2.22173,-1.03596,-1.42164,-2.25787,-3.47064,-0.227097,-0.139045,-0.0120588,0.0447447,-0.00012342,1.23393,0.515753,0.622427,0.834878,2.49707,1.90645,0.450996,1.34943,1.45152,2.61707,-0.137786,0.734229,1.57627,-0.222654,-0.723358,-1.42098,-3.43135,-0.063945
-2.24224,-1.09721,-1.40871,-2.31085,-3.50075,-0.374039,-0.200575,0.0633078,-0.0880582,-0.0893995,1.27538,0.626968,0.547247,1.10422,2.64916,1.99476,0.658914,1.36985,1.69331,2.9816,-0.138369,0.674008,1.55538,-0.231961,-0.735286,-1.39614,-3.3742,-0.0590816
-2.38398,-1.23234,-1.50919,-2.41967,-3.13305,-0.103268,-0.0596093,0.0542531,0.0230683,-0.0501779,1.08119,0.520541,0.537806,0.987729,2.07093,1.89946,0.526277,1.38391,1.50202,2.24168,-0.146772,0.825013,1.65326,-0.260423,-0.773308,-1.50039,-3.53175,-0.0440816
-2.55333,-1.47071,-1.54857,-2.46415,-3.64343,-0.117278,0.0411095,0.0820515,0.20916,0.0287799,1.1797,0.648658,0.482707,0.742548,2.52096,2.06097,0.778349,1.32665,1.52905,2.87989,-0.160263,0.875011,1.83619,-0.269505,-0.737881,-1.48865,-3.46142,0.00407735
-2.12353,-1.12386,-1.31624,-2.13942,-2.87024,-0.293526,-0.166183,-0.0362626,-0.0578036,-0.292537,0.947618,0.476271,0.411156,0.78852,1.98413,1.71971,0.46267,1.14374,1.28716,2.18394,-0.152958,0.827533,1.69576,-0.218305,-0.767079,-1.48815,-3.41501,-0.0345129
-2.37958,-1.2035,-1.51349,-2.31222,-3.3139,-0.0597837,-0.0132984,0.0414834,-0.0124824,0.171733,1.18909,0.635081,0.668926,0.867056,2.28582,2.24384,0.829624,1.48527,1.56402,2.63839,-0.142543,0.68688,1.56316,-0.228741,-0.689637,-1.43759,-3.41425,-0.0601846
-2.08143,-1.03526,-1.41139,-2.17568,-3.0547,-0.445979,-0.213916,-0.155187,-0.192164,-0.318527,0.902048,0.408202,0.572075,0.609322,2.0019,1.82481,0.52333,1.28887,1.40287,2.328,-0.141023,0.775639,1.62842,-0.233527,-0.719267,-1.42795,-3.36099,-0.0546723
-2.23722,-1.14584,-1.40334,-2.25949,-3.31785,-0.173895,-0.0571245,-0.101596,-0.143405,-0.128125,1.12322,0.48782,0.556074,0.766094,2.22501,1.81117,0.594119,1.35602,1.50871,2.66317,-0.146844,0.809562,1.69153,-0.189012,-0.682203,-1.44634,-3.44211,-0.0466327
-2.20033,-1.13347,-1.47331,-2.21703,-3.08914,-0.244912,-0.148706,0.057339,-0.147851,-0.262754,0.991899,0.522233,0.514094,0.799007,2.32316,1.82403,0.49578,1.31288,1.40115,2.46044,-0.139297,0.742514,1.59492,-0.246646,-0.777225,-1.48367,-3.4547,-0.0744007
-2.25796,-1.16924,-1.40783,-2.16004,-3.00194,-0.33549,-0.145927,0.0230132,-0.150719,-0.318774,1.37913,0.756698,0.62083,0.934571,2.25711,2.02319,0.676737,1.32018,1.40609,2.50989,-0.139262,0.722815,1.57136,-0.245151,-0.721115,-1.41765,-3.35575,-0.0431296
-2.45696,-1.38163,-1.56554,-2.39566,-3.51875,-0.0493269,0.050611,0.107508,-0.0168754,0.162049,1.15098,0.560517,0.568475,0.935606,2.0821,2.15461,0.728998,1.50747,1.66723,2.69026,-0.153283,0.863831,1.73686,-0.228979,-0.782255,-1.44907,-3.40248,-0.00676991
-2.46081,-1.4393,-1.62664,-2.5073,-3.31325,-0.204159,0.0373396,-0.00122053,-0.0587054,-0.0665425,1.08242,0.487586,0.50733,0.914214,2.01812,1.9857,0.71224,1.46635,1.54394,2.54606,-0.142243,0.762628,1.65986,-0.249636,-0.662568,-1.51689,-3.4793,-0.0166528
-2.27745,-1.37252,-1.5215,-2.39474,-3.56115,-0.0464529,0.14078,0.132004,0.0598279,0.205786,0.951626,0.585702,0.684344,0.891484,2.40928,1.92424,0.805895,1.42017,1.6296,2.86966,-0.158304,0.862288,1.76591,-0.243595,-0.790537,-1.43011,-3.44585,-0.0212967
-2.13455,-1.05385,-1.47161,-2.23287,-3.15869,-0.0371492,0.103794,0.124737,0.13851,0.181933,0.899808,0.315512,0.632178,0.772084,2.09976,1.775,0.373376,1.26391,1.22976,2.4101,-0.153612,0.861509,1.75939,-0.23925,-0.705832,-1.44766,-3.42437,-0.0125457
-2.32475,-1.17212,-1.35843,-2.1979,-3.42653,-0.11965,-0.124466,0.089558,0.0598772,-0.161852,0.911192,0.309718,0.357718,0.608321,2.29375,1.924,0.530391,1.22644,1.28189,2.67701,-0.165764,0.917534,1.88107,-0.225281,-0.745174,-1.4591,-3.48869,-0.0181585
-2.26175,-1.08984,-1.43075,-2.05904,-3.15533,-0.287642,-0.162904,-0.0376201,-0.0783265,-0.154076,1.28696,0.637512,0.693768,0.745569,2.18274,1.81544,0.37729,1.27347,1.23104,2.25361,-0.15252,0.850089,1.69727,-0.224451,-0.711017,-1.46561,-3.43469,-0.0196592
-2.15612,-1.11633,-1.36528,-2.12356,-3.26936,-0.111509,0.0171732,0.0502138,0.138672,0.0326458,0.876695,0.343266,0.540224,0.593684,2.10725,1.8117,0.435559,1.28112,1.30823,2.47072,-0.142588,0.779864,1.58465,-0.265603,-0.78243,-1.38582,-3.39336,-0.0215185
-2.58803,-1.44359,-1.4807,-2.30235,-3.54187,-0.190788,-0.0812427,-0.0105839,-0.0142464,-0.111316,1.39698,0.738661,0.566847,0.654023,2.55233,2.2771,0.83914,1.3722,1.55596,2.74203,-0.145065,0.793815,1.6631,-0.256539,-0.799551,-1.50123,-3.47759,-0.0308085
-2.11483,-1.09653,-1.35525,-2.23769,-3.18176,-0.175769,-0.0279413,0.0857381,-0.0873796,-0.133992,0.956872,0.430015,0.490415,0.829794,2.2829,1.74659,0.513277,1.17784,1.38752,2.59523,-0.148403,0.773584,1.74813,-0.259482,-0.746422,-1.4497,-3.40499,-0.0285228
-2.03707,-0.925058,-1.39816,-2.08475,-3.07433,-0.311639,-0.160336,0.0258579,-0.128093,-0.0549881,0.983376,0.375995,0.548026,0.809268,2.13384,1.63349,0.145669,1.12766,1.13755,2.20275,-0.14501,0.834838,1.72787,-0.250286,-0.701212,-1.48069,-3.37927,0.0168246
-2.28719,-1.16736,-1.37352,-2.13556,-3.38268,-0.183905,0.067461,0.126461,0.142303,0.0710807,0.952733,0.407814,0.297048,0.532824,2.28297,1.9961,0.530921,1.216,1.28917,2.64375,-0.140937,0.753735,1.62844,-0.261229,-0.783931,-1.47352,-3.47578,-0.0359165
-2.30839,-1.22052,-1.42243,-2.16119,-3.15189,-0.131889,0.0273724,0.131335,0.00746318,0.0690387,0.973582,0.343256,0.382899,0.652809,1.92464,1.7967,0.457377,1.13519,1.06146,2.28566,-0.141013,0.723479,1.63559,-0.303446,-0.737689,-1.45386,-3.35524,0.00325845
-2.07871,-1.03469,-1.42494,-2.32315,-3.35189,-0.1437,-0.102856,0.0163991,-0.00517349,0.0701685,1.02733,0.549897,0.556109,1.02294,2.48307,1.62375,0.419182,1.25399,1.41831,2.53851,-0.140222,0.76703,1.59696,-0.257002,-0.728363,-1.40485,-3.38489,-0.0246052
-2.11916,-1.20978,-1.45957,-2.23642,-3.26121,-0.315772,-0.128918,-0.0479393,-0.143346,-0.324274,1.03073,0.644828,0.550422,0.884021,2.29925,1.85077,0.655226,1.3035,1.50256,2.79622,-0.146675,0.82997,1.66895,-0.214567,-0.679932,-1.47187,-3.43341,0.00125102
-2.19592,-1.14387,-1.21411,-2.02835,-3.15606,-0.168493,-0.0741224,-0.0744892,0.105825,-0.0434788,0.940227,0.475918,0.414216,0.565423,2.08107,1.89621,0.501939,1.11371,1.09254,2.40177,-0.141218,0.741083,1.59273,-0.245012,-0.753012,-1.39032,-3.29661,-0.0322347
-2.27288,-1.16291,-1.62991,-2.45203,-3.23468,-0.38921,-0.261801,-0.00980053,-0.0213926,-0.410494,1.20403,0.521245,0.699733,0.848876,2.27597,1.95166,0.639007,1.52122,1.52024,2.66622,-0.150553,0.848306,1.74252,-0.197652,-0.716716,-1.44423,-3.44119,-0.0484228
-2.29229,-1.23754,-1.58744,-2.30479,-3.20712,-0.185075,-0.0358514,0.0451048,-0.0135667,-0.0300272,1.04309,0.569854,0.717658,0.832549,2.06922,1.8884,0.553424,1.40919,1.31846,2.31536,-0.154281,0.886736,1.72937,-0.22092,-0.740803,-1.46705,-3.41208,-0.0353119
-2.30091,-1.41951,-1.6459,-2.474,-3.47234,-0.373677,-0.0415567,0.0485564,-0.0669396,-0.0719769,1.23284,0.806726,0.711083,1.08974,2.58371,1.93302,0.639811,1.4612,1.56045,2.60646,-0.158112,0.889467,1.80345,-0.297068,-0.798153,-1.48188,-3.45383,-0.0236547
-2.51197,-1.34301,-1.47342,-2.61256,-3.32324,-0.0194338,0.118622,0.109786,0.196486,0.176131,1.26263,0.641539,0.573089,1.0273,2.33862,1.96961,0.554615,1.25278,1.64501,2.34257,-0.152351,0.837513,1.74146,-0.214091,-0.674365,-1.44438,-3.36163,-0.053567
-2.35445,-1.32346,-1.53516,-2.38593,-3.09907,-0.158614,-0.103955,-0.0107278,-0.100539,-0.192447,1.07321,0.562821,0.54554,0.798685,2.00606,1.92123,0.75975,1.45397,1.57748,2.47412,-0.148031,0.796711,1.70465,-0.251806,-0.674439,-1.44581,-3.4004,-0.0364567
-2.04214,-1.00729,-1.39869,-2.12753,-3.13632,-0.208131,-0.00902817,0.041621,-0.185164,0.0625615,0.841863,0.291496,0.433984,0.780793,2.06053,1.61889,0.261998,1.26404,1.28795,2.21265,-0.144311,0.800907,1.66469,-0.232748,-0.708637,-1.47626,-3.43358,-0.0536418
-2.607,-1.40014,-1.59192,-2.4421,-3.58908,-0.0366071,0.124335,0.228628,0.217325,0.124049,1.317,0.617389,0.61054,0.995415,2.48871,2.28018,0.734414,1.49423,1.59685,2.72371,-0.143476,0.776117,1.63587,-0.261374,-0.804548,-1.45355,-3.40265,-0.0531592
-2.2542,-1.21155,-1.47452,-2.45154,-3.36293,-0.271539,-0.073825,0.104949,0.0168769,-0.0238045,1.17542,0.692066,0.599212,1.05898,2.50838,1.79573,0.499389,1.26981,1.48256,2.44438,-0.155688,0.865521,1.75842,-0.233994,-0.741763,-1.47846,-3.49252,-0.0179117
-2.56518,-1.4333,-1.49517,-2.48055,-3.62513,-0.060632,-0.00514865,0.0167265,0.0773915,-0.119276,1.46796,0.822389,0.749096,0.991071,2.70833,1.91038,0.506434,1.30195,1.44356,2.6575,-0.148478,0.811885,1.774,-0.244596,-0.77816,-1.42643,-3.365,0.0139792
-2.2983,-1.24896,-1.49515,-2.52075,-3.2373,-0.124323,0.0152201,0.0582089,0.163603,-0.172222,1.16354,0.586344,0.729605,1.01411,2.43517,1.87896,0.67793,1.28958,1.50484,2.66956,-0.156663,0.825042,1.80225,-0.241959,-0.758404,-1.48458,-3.46819,-0.0589292
-2.1218,-1.06049,-1.56621,-2.37383,-3.03287,-0.390418,-0.263978,0.000590212,-0.149889,-0.429342,1.10874,0.519709,0.569008,1.00223,2.18404,1.67993,0.39606,1.36479,1.52399,2.44688,-0.151163,0.820455,1.77007,-0.282912,-0.71746,-1.47984,-3.50769,-0.0327881
-2.37528,-1.30074,-1.53768,-2.42764,-3.4723,-0.0144336,0.0745717,0.192468,0.160883,0.0163871,1.24466,0.675402,0.652705,0.883782,2.49087,1.91659,0.63175,1.28417,1.45564,2.64521,-0.147629,0.828717,1.66722,-0.174665,-0.736039,-1.43829,-3.34959,-0.00789581
-2.08199,-1.00034,-1.38697,-2.37603,-2.95626,-0.157517,-0.0565986,0.0386727,0.0577161,-0.00903693,0.826696,0.345832,0.568682,0.788791,1.90896,1.64802,0.397946,1.22151,1.35297,2.27426,-0.14427,0.803024,1.7388,-0.297807,-0.758084,-1.4751,-3.42882,-0.0177959
-2.05795,-0.86561,-1.23683,-2.02976,-2.96813,-0.36088,-0.333775,0.00552634,-0.226357,-0.286281,0.909427,0.339712,0.332733,0.55711,2.0141,1.87964,0.44718,1.04114,1.3103,2.18725,-0.140354,0.77905,1.58936,-0.21148,-0.714654,-1.46572,-3.43925,-0.0448954
-2.18672,-1.08068,-1.43355,-2.10992,-3.25969,-0.356561,-0.219849,-0.05763,-0.243448,-0.106412,1.15233,0.58653,0.64877,0.900502,2.40481,1.84802,0.492429,1.3466,1.45479,2.43142,-0.14669,0.814953,1.64171,-0.24586,-0.77283,-1.51681,-3.48422,-0.0897501
-2.23653,-1.20681,-1.46346,-2.31003,-3.36753,-0.313697,-0.187763,-0.00154651,-0.0722103,-0.21504,1.20956,0.661538,0.578893,1.04829,2.52186,1.97747,0.665463,1.32495,1.61627,2.78362,-0.14878,0.798149,1.67233,-0.225047,-0.738,-1.45737,-3.42438,-0.0322493
-2.26229,-1.22913,-1.4062,-2.35395,-3.22266,-0.237087,-0.0490468,0.0644665,-0.0177386,-0.011561,1.23522,0.567309,0.63173,0.959131,2.1456,1.90827,0.647087,1.30377,1.56113,2.5659,-0.153992,0.889183,1.71245,-0.316613,-0.80027,-1.48033,-3.47709,-0.0180973
-2.10154,-1.08762,-1.42115,-2.11298,-3.29869,-0.476257,-0.337442,-0.0419632,-0.0989275,-0.184464,1.13294,0.674366,0.599192,0.817847,2.34004,1.82339,0.566242,1.33948,1.43053,2.59208,-0.152614,0.837361,1.69048,-0.220625,-0.743819,-1.42765,-3.46047,-0.0280778
-2.42389,-1.27272,-1.53895,-2.33199,-3.25734,-0.289619,-0.18896,-0.0352676,-0.108831,-0.26555,1.24845,0.661882,0.732256,1.00548,2.31277,2.01536,0.722912,1.29559,1.54106,2.63855,-0.142981,0.778471,1.6877,-0.218562,-0.719116,-1.42754,-3.30829,-0.0201771
-2.2928,-1.211,-1.39437,-2.29848,-3.17159,-0.244646,-0.137256,0.0111994,0.0145022,-0.207214,0.999771,0.390883,0.456342,0.67667,1.94651,1.99354,0.639824,1.26654,1.44197,2.46126,-0.139314,0.731668,1.61293,-0.253605,-0.741803,-1.4435,-3.37341,-0.0427378
-2.25842,-1.19617,-1.37561,-2.15262,-3.12719,-0.290475,-0.0763555,-0.0707702,-0.0844659,-0.30525,1.06868,0.567266,0.597052,0.710826,2.17883,1.81055,0.499463,1.2309,1.26292,2.42337,-0.145454,0.746094,1.64769,-0.281702,-0.807344,-1.47607,-3.50501,-0.0536919
-2.35313,-1.30898,-1.50477,-2.31288,-3.42631,-0.00735535,0.00206148,0.0856524,0.0744484,-0.0210203,1.1689,0.592107,0.609211,0.779406,2.45505,1.90304,0.701993,1.36501,1.51636,2.60759,-0.143964,0.765884,1.64249,-0.220576,-0.739612,-1.43883,-3.34753,-0.0168452
-2.21697,-1.35126,-1.55538,-2.4716,-3.27692,-0.29003,-0.11049,0.0280203,0.000622381,-0.149777,0.923295,0.587252,0.601809,1.02579,2.17669,1.99201,0.828869,1.46014,1.656,2.68117,-0.154168,0.86184,1.72216,-0.250515,-0.772085,-1.52379,-3.49444,-0.0183015
-2.45555,-1.3432,-1.69676,-2.60693,-3.41966,-0.156921,-0.0432084,0.244805,0.0856976,-0.148634,1.3494,0.63777,0.707462,0.997787,2.23299,2.05741,0.702043,1.53856,1.60645,2.61587,-0.159042,0.905781,1.85402,-0.233211,-0.724995,-1.43288,-3.43079,-0.00852104
-2.45406,-1.23339,-1.44885,-2.25873,-3.15687,-0.0525484,-0.0613711,-0.0703468,-0.110349,0.0264164,1.03576,0.454422,0.573845,0.749784,1.92899,2.06547,0.60303,1.40645,1.61295,2.33118,-0.144145,0.751404,1.61161,-0.227653,-0.768574,-1.45322,-3.39524,-0.0307435
-2.20125,-1.10366,-1.39203,-2.2969,-3.19299,-0.142574,-0.0266639,0.0534774,0.0265273,-0.0883958,0.916187,0.366682,0.4312,0.848576,2.12215,1.8531,0.484487,1.17625,1.4255,2.57146,-0.149595,0.847319,1.72291,-0.268315,-0.708955,-1.47958,-3.442,-0.0421229
-2.21697,-1.18753,-1.47486,-2.15205,-3.14962,-0.10135,-0.014773,0.0546611,-0.0435988,-0.135631,0.929236,0.475342,0.600432,0.797625,2.09891,1.86798,0.525294,1.33935,1.4089,2.49538,-0.140206,0.766731,1.55125,-0.242067,-0.714184,-1.4449,-3.37388,-0.0254327
-2.35197,-1.21811,-1.40393,-2.1575,-3.13437,-0.23864,-0.0898428,0.0312441,-0.01749,-0.178079,1.08753,0.548002,0.523948,0.620311,2.17832,1.9405,0.49334,1.1563,1.14472,2.24483,-0.154046,0.8274,1.75631,-0.254614,-0.767134,-1.42726,-3.39875,-0.0326003
-2.30112,-1.19533,-1.49561,-2.19912,-3.16988,-0.297858,-0.0906345,0.0136758,-0.0227418,-0.250814,1.17797,0.572302,0.605272,0.865482,2.22024,1.92563,0.527438,1.30291,1.20502,2.55889,-0.144692,0.78408,1.62887,-0.210965,-0.751709,-1.4934,-3.42936,-0.0292066
-2.31198,-1.23378,-1.45077,-2.32569,-3.40277,-0.27024,-0.113938,-0.043196,-0.110435,-0.103447,1.15883,0.648616,0.640218,0.800058,2.29935,2.02861,0.703463,1.40349,1.60198,2.66218,-0.135429,0.733942,1.51978,-0.264747,-0.72095,-1.45194,-3.42743,-0.0951207
-2.38654,-1.21648,-1.38403,-2.35364,-3.39751,-0.116778,-0.0550506,-0.062221,0.0496696,-0.0259552,1.17369,0.556624,0.632032,0.908849,2.37138,1.91806,0.554231,1.26129,1.42674,2.5284,-0.16364,0.889686,1.86961,-0.249081,-0.767887,-1.48779,-3.52928,-0.0208594
-2.14797,-1.13664,-1.41059,-2.2567,-3.41362,-0.114438,0.0237834,0.12059,0.17733,-0.00871084,1.0898,0.491108,0.553004,0.821907,2.47832,1.71952,0.41158,1.26642,1.35711,2.63275,-0.14777,0.85301,1.65502,-0.25578,-0.785179,-1.43262,-3.49576,-0.0430645
-2.29906,-1.22584,-1.48414,-2.34412,-3.3212,-0.243602,-0.140489,0.00305452,-0.0462019,-0.154189,1.014,0.558926,0.582585,0.799643,2.18213,1.89192,0.61448,1.29997,1.31461,2.67013,-0.140388,0.748681,1.63717,-0.228142,-0.689987,-1.44272,-3.35349,-0.0232291
-2.2881,-1.12204,-1.49987,-2.38713,-3.22777,-0.136046,0.0178723,0.0663034,0.202559,0.0837494,1.01345,0.430631,0.553291,0.773856,2.09897,1.82781,0.419676,1.25734,1.25698,2.41201,-0.147224,0.821142,1.72905,-0.216071,-0.683885,-1.47843,-3.42866,-0.0407064
-2.35032,-1.1412,-1.48307,-2.02147,-3.3984,-0.13303,-0.0791505,0.0516178,-0.141563,-0.0418459,1.21483,0.481866,0.627307,0.634941,2.28405,1.9735,0.510282,1.267,1.17147,2.57402,-0.139353,0.816159,1.63548,-0.252912,-0.755411,-1.44154,-3.39508,-0.0202887
-2.24367,-1.16564,-1.35107,-2.14329,-3.29242,-0.222297,-0.0241264,-0.0159217,-0.0626925,0.0724243,1.04332,0.469781,0.459946,0.637225,2.25043,1.58227,0.243989,1.23884,1.17245,2.19889,-0.15063,0.797437,1.67826,-0.26074,-0.785613,-1.41946,-3.44706,-0.0255776
-2.39469,-1.26836,-1.53346,-2.26292,-2.92574,-0.0655305,0.0364411,0.097441,0.0740994,-0.228166,1.12936,0.470333,0.520713,0.692554,2.03683,1.93956,0.639911,1.32394,1.26684,2.29847,-0.143953,0.789002,1.66294,-0.280784,-0.724208,-1.49748,-3.43203,-0.039575
-1.93642,-0.970501,-1.14354,-2.07282,-3.29692,-0.436866,-0.199448,-0.100423,-0.143624,-0.313048,0.828464,0.333783,0.33893,0.811887,2.37052,1.70201,0.459167,1.13275,1.34007,2.70683,-0.142975,0.802678,1.62181,-0.241096,-0.815694,-1.42218,-3.40338,-0.0453212
-2.1069,-1.12453,-1.32403,-2.02941,-3.22127,-0.299657,-0.0804053,-0.00578264,0.0440413,0.00364807,0.943508,0.328326,0.480121,0.675371,2.19477,1.75809,0.481806,1.14848,1.08493,2.315,-0.138646,0.73247,1.58218,-0.277419,-0.750041,-1.43185,-3.36222,-0.0182875
-2.15546,-1.04607,-1.43227,-2.17769,-3.11264,-0.216382,-0.0106213,0.0396002,-0.0529482,-0.0527587,0.971441,0.362249,0.546112,0.68707,2.11638,1.68321,0.307751,1.33366,1.2202,2.29901,-0.15385,0.844833,1.73399,-0.229166,-0.714207,-1.43305,-3.45494,0.00318028
-2.33323,-1.3291,-1.573,-2.61594,-3.42525,-0.211134,-0.029705,0.0288417,0.127944,-0.197104,1.11053,0.496582,0.628389,0.878496,2.37094,1.87949,0.708483,1.37396,1.51968,2.73725,-0.150132,0.823586,1.76884,-0.164822,-0.681708,-1.40733,-3.39639,-0.0498209
-2.2462,-1.23916,-1.48881,-2.40694,-3.28913,-0.0942579,-0.0258994,0.0731898,-0.0442233,-0.0983264,0.879943,0.477423,0.471641,0.778886,2.33569,1.88601,0.531462,1.3088,1.55442,2.5801,-0.146688,0.794481,1.73238,-0.189925,-0.703767,-1.45488,-3.37921,0.00249961
