b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_econ_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.39584,-1.43652,-1.49987,-2.51116,-3.60954,-0.0722581,0.0337061,0.0192497,4.11902e-05,0.0863976,1.2205,0.819558,0.687672,1.13814,2.722,1.91836,0.81806,1.41526,1.62267,2.88801,-0.161602,0.869964,1.85172,-0.225062,-0.751356,-1.46186,-3.46302,-0.0203866
-2.3109,-1.32467,-1.45187,-2.28986,-3.32137,-0.271091,-0.104779,0.0288365,0.0461397,-0.224716,1.26039,0.753763,0.664976,0.912662,2.42974,2.11434,0.830911,1.35192,1.52165,2.78876,-0.156561,0.815848,1.77754,-0.242481,-0.742244,-1.43969,-3.38627,-0.0331654
-2.15989,-1.12541,-1.42008,-2.32767,-3.14811,-0.267163,-0.0983768,0.0422991,-0.0439601,-0.165382,1.11819,0.614681,0.570966,0.840128,2.24613,1.74814,0.491537,1.19698,1.36545,2.34274,-0.147228,0.833987,1.73186,-0.231316,-0.740907,-1.471,-3.45004,-0.00948881
-2.37337,-1.30023,-1.54861,-2.38676,-3.21325,-0.17291,-0.0264782,0.0115629,0.0965593,-0.0353332,1.04614,0.463998,0.621988,0.843463,2.05681,2.04852,0.672648,1.38533,1.58213,2.48847,-0.147345,0.778999,1.66585,-0.273498,-0.77615,-1.45646,-3.39902,-0.0762153
-2.2908,-1.16747,-1.49677,-2.41412,-3.17889,-0.201411,-0.132753,0.0989251,0.0945122,-0.25114,1.31134,0.632873,0.702284,1.13141,2.41327,1.93388,0.550585,1.298,1.53634,2.45118,-0.141754,0.797089,1.6706,-0.263535,-0.786646,-1.50498,-3.49458,-0.0594951
-2.25026,-1.16264,-1.4216,-2.17197,-3.14444,-0.112841,-0.0184453,0.112929,0.0552597,0.0620607,0.973055,0.429109,0.454241,0.595864,2.12535,1.78027,0.508666,1.234,1.23222,2.36178,-0.149405,0.809514,1.75917,-0.241496,-0.756559,-1.48911,-3.39218,0.0283904
-2.32062,-1.21823,-1.45215,-2.3051,-3.12048,-0.124222,-0.0133142,0.0500518,0.0803718,-0.04023,1.1201,0.517648,0.554438,0.781645,2.2131,1.89068,0.527727,1.21675,1.31577,2.37912,-0.149154,0.77152,1.67987,-0.217251,-0.746755,-1.4232,-3.38153,-0.024348
-2.08082,-1.06493,-1.32569,-2.03366,-3.13731,-0.442951,-0.289614,-0.0850656,-0.218326,-0.2947,0.982069,0.435588,0.569294,0.658313,2.28278,1.95545,0.651238,1.32666,1.49265,2.63589,-0.143855,0.756072,1.57306,-0.187239,-0.741362,-1.43187,-3.41956,-0.0560937
-2.31572,-1.12228,-1.53283,-2.40214,-3.22981,-0.106364,-0.0502085,0.0809796,0.177171,-0.0809056,1.12507,0.504284,0.603345,0.883209,2.21781,1.86829,0.439364,1.32392,1.31203,2.44783,-0.149904,0.796193,1.71814,-0.25839,-0.716166,-1.49793,-3.42437,0.005496
-2.08091,-1.01994,-1.43354,-2.26211,-3.17817,-0.37697,-0.168286,0.0776201,-0.0769193,-0.017537,1.06542,0.521696,0.53157,0.713418,2.22361,1.69946,0.322415,1.2141,1.28972,2.46093,-0.159394,0.931327,1.86629,-0.287533,-0.754336,-1.49522,-3.47835,-0.0219282
-2.32807,-1.18009,-1.48381,-2.4144,-3.15394,-0.206912,-0.160397,0.114105,0.149752,-0.207612,1.17699,0.667593,0.6344,1.01523,2.15082,1.81076,0.543812,1.21132,1.35935,2.32116,-0.147258,0.794482,1.70331,-0.224049,-0.720584,-1.46916,-3.42031,-0.060288
-2.47491,-1.30226,-1.74358,-2.61098,-3.31269,-0.0827763,0.0149783,0.124913,0.07774,0.250939,1.19382,0.573215,0.719161,1.0233,2.12435,2.10298,0.702078,1.6343,1.92684,2.61455,-0.146256,0.794511,1.67917,-0.22158,-0.749919,-1.50059,-3.42264,-0.070594
-1.982,-1.02766,-1.45893,-2.49584,-3.27902,-0.391813,-0.192848,0.058583,0.0144187,-0.182293,0.855317,0.476006,0.589384,0.952813,2.27847,1.64393,0.498296,1.30395,1.55773,2.51691,-0.149188,0.870351,1.75262,-0.244656,-0.719412,-1.45853,-3.53204,0.0206935
-2.24819,-1.19038,-1.55051,-2.39705,-3.33462,-0.165139,0.110588,0.121234,0.0951522,0.0510302,1.273,0.614145,0.657427,1.0758,2.39731,1.85539,0.464774,1.3949,1.62068,2.44654,-0.143273,0.763986,1.62736,-0.245046,-0.695083,-1.44307,-3.39331,-0.0455668
-2.27643,-1.27075,-1.42451,-2.21748,-3.35066,-0.0772519,0.106019,0.140784,0.122234,0.103754,1.01824,0.442601,0.455226,0.806029,2.22947,1.93333,0.57076,1.17472,1.39925,2.56935,-0.148528,0.803894,1.65578,-0.229042,-0.71702,-1.46827,-3.39138,-0.0682833
-2.2918,-1.18023,-1.37296,-2.22248,-3.24957,-0.372767,-0.24001,-0.0678354,-0.233022,-0.262637,1.13037,0.47632,0.408095,0.650715,2.1739,2.03874,0.604055,1.25187,1.48389,2.48126,-0.154433,0.850788,1.82405,-0.230039,-0.758282,-1.4931,-3.43057,0.010955
-2.29916,-1.20419,-1.31217,-2.10951,-3.19543,-0.142108,-0.0300728,0.0495158,0.0469582,-0.162282,1.06476,0.611406,0.38741,0.600378,2.26371,1.73602,0.351221,1.15672,1.24132,2.5043,-0.142791,0.759027,1.5671,-0.261214,-0.752972,-1.45868,-3.40401,-0.0100126
-2.13915,-1.1452,-1.29612,-2.30411,-3.20924,-0.348213,-0.235041,-0.165407,-0.0262495,-0.176006,0.989137,0.567371,0.435931,0.865488,2.22282,1.83883,0.623275,1.21981,1.57566,2.49485,-0.140011,0.778745,1.59674,-0.217297,-0.74054,-1.42079,-3.35513,-0.0279153
-2.37697,-1.25266,-1.48081,-2.45417,-3.29253,-0.108628,-0.00719356,0.206117,0.205111,-0.0499926,1.19267,0.593647,0.483176,1.00098,2.26718,1.98594,0.645272,1.33219,1.5522,2.53632,-0.158715,0.83,1.8584,-0.205964,-0.73778,-1.42863,-3.40878,-0.0277071
-2.15809,-1.16654,-1.33715,-2.12017,-3.27377,-0.21482,0.0535483,0.0717383,0.0714032,0.0996934,1.23481,0.715765,0.568219,0.881328,2.4266,1.92849,0.568989,1.23076,1.41368,2.45082,-0.149646,0.798033,1.70119,-0.247641,-0.765192,-1.4494,-3.43951,-0.0267882
-2.29364,-1.33107,-1.43245,-2.32196,-3.42903,-0.180276,-0.0828824,-0.000665748,-0.209507,-0.0592426,1.14765,0.740728,0.656138,1.06511,2.45694,1.95651,0.668669,1.31666,1.4936,2.53751,-0.148943,0.843984,1.77144,-0.197404,-0.725632,-1.42873,-3.39658,-0.00983449
-2.16627,-1.03029,-1.23293,-2.18362,-3.08964,-0.264397,-0.237442,-0.129735,-0.069027,-0.33526,1.10458,0.594724,0.481479,0.846473,2.40361,1.99734,0.609628,1.20384,1.56424,2.67529,-0.151512,0.827298,1.7756,-0.250901,-0.756505,-1.45862,-3.35131,-0.0455661
-2.22928,-1.1428,-1.34373,-2.23288,-3.16087,-0.0708272,0.0625357,0.0645652,0.0765443,0.118421,1.10366,0.449238,0.513255,0.90801,2.18321,1.76268,0.470144,1.14171,1.45109,2.40979,-0.141223,0.786784,1.55129,-0.247731,-0.767404,-1.52063,-3.51599,-0.0635751
-2.07028,-1.05029,-1.41627,-2.23586,-3.31372,-0.254854,-0.0123981,0.0722667,0.0752393,0.0668833,0.903187,0.278151,0.448052,0.736587,2.15796,1.79355,0.411148,1.24489,1.42813,2.47764,-0.148347,0.784992,1.68181,-0.237001,-0.766173,-1.45259,-3.44046,-0.0622745
-2.2296,-1.12454,-1.39978,-2.08239,-3.35967,-0.217291,-0.134704,-0.034432,-0.099229,-0.20405,1.16931,0.68106,0.602955,0.876306,2.49262,1.85848,0.542391,1.35675,1.23119,2.66739,-0.146716,0.753382,1.64642,-0.230331,-0.754384,-1.43546,-3.43743,-0.0328286
-2.32058,-1.21763,-1.39293,-2.33721,-3.21736,-0.276471,-0.11875,-0.0353994,-0.0962052,-0.200127,1.12453,0.491967,0.553781,0.815684,2.17114,1.98611,0.584907,1.23551,1.50502,2.55969,-0.144564,0.766333,1.65563,-0.211421,-0.703249,-1.49203,-3.41079,-0.0270996
-2.43016,-1.27066,-1.45553,-2.42149,-3.16545,-0.158311,-0.0103875,0.0810529,0.00804306,-0.00190697,1.36404,0.662416,0.630459,1.23163,2.10634,1.87376,0.481765,1.23801,1.64878,2.35608,-0.143284,0.725283,1.57687,-0.237625,-0.774918,-1.45644,-3.37788,-0.0809711
-2.21735,-1.14013,-1.45933,-2.06894,-3.14138,-0.285598,-0.0898867,0.104771,-0.0317767,-0.0703831,1.24852,0.618596,0.581091,0.604216,2.26152,1.9134,0.37682,1.2252,1.24975,2.30727,-0.147489,0.781888,1.70283,-0.262687,-0.751461,-1.46682,-3.41355,-0.0163132
-2.33193,-1.24119,-1.52787,-2.22061,-3.21527,-0.197049,-0.0899041,0.0380819,-0.122478,-0.220384,1.12613,0.637669,0.680927,0.743642,2.47251,1.91135,0.586744,1.37102,1.51756,2.57322,-0.14445,0.808985,1.64139,-0.259413,-0.757388,-1.49957,-3.42917,-0.0331058
-2.41606,-1.32234,-1.59229,-2.53803,-3.50859,0.00114012,0.0656405,0.0942785,0.139732,-0.0546318,1.03261,0.510175,0.546185,0.931789,2.37438,2.07986,0.630115,1.39003,1.59261,2.69124,-0.140769,0.794839,1.66924,-0.259211,-0.79341,-1.48221,-3.42767,-0.0411304
-2.07921,-0.97934,-1.33354,-2.07735,-3.04167,-0.325621,-0.227257,-0.0120647,-0.168115,-0.240725,1.01919,0.418045,0.401912,0.699538,1.99388,1.75437,0.466988,1.12088,1.23987,2.41916,-0.150697,0.908425,1.77834,-0.261406,-0.705661,-1.49174,-3.40724,-0.00740298
-2.17428,-1.1982,-1.42367,-2.23031,-3.20728,0.0823989,0.196457,0.305226,0.309398,0.0483519,1.01781,0.539724,0.411349,0.64938,2.26041,1.67564,0.453208,1.19521,1.20319,2.41666,-0.146729,0.791683,1.63119,-0.221923,-0.74395,-1.45648,-3.37987,-0.0281071
-2.22624,-1.19672,-1.48288,-2.45963,-3.3678,6.06479e-05,0.050432,0.0473402,0.174951,0.109394,1.01982,0.579461,0.522324,0.813111,2.48683,1.82303,0.674595,1.23935,1.52578,2.59419,-0.151693,0.841915,1.78558,-0.235103,-0.710508,-1.42129,-3.40964,-0.0175852
-2.27185,-1.22276,-1.46737,-2.22418,-3.16592,-0.0811444,0.127281,0.0665646,0.0751894,-0.0229509,0.796057,0.295775,0.395662,0.553948,1.93496,1.86293,0.521341,1.33356,1.43845,2.36466,-0.14046,0.736432,1.54981,-0.286008,-0.772756,-1.50235,-3.48841,-0.0254527
-2.32373,-1.22757,-1.48181,-2.38023,-3.03841,-0.283123,-0.220557,-0.0887662,-0.20784,-0.328253,1.12986,0.649964,0.662071,1.03247,2.2752,1.96268,0.613817,1.34709,1.47201,2.361,-0.146983,0.800262,1.68291,-0.254201,-0.761003,-1.42644,-3.34814,-0.0304865
-2.37828,-1.33226,-1.40825,-2.36256,-3.33607,-0.210175,-0.0559085,-0.116582,-0.129977,-0.0285444,1.04428,0.620201,0.518391,0.751037,2.30034,2.0775,0.728539,1.35561,1.62174,2.74076,-0.149314,0.819836,1.68993,-0.244686,-0.747373,-1.4554,-3.43462,-0.0381352
-2.36942,-1.19084,-1.4,-2.24653,-3.43063,-0.106784,-0.0744491,0.0380023,-0.0530917,-0.000181617,1.41901,0.748289,0.676557,0.967711,2.65403,1.99807,0.553046,1.21113,1.38707,2.6287,-0.152557,0.82813,1.75379,-0.248486,-0.815302,-1.43255,-3.43122,-0.0308551
-2.12183,-1.12263,-1.34602,-2.24842,-3.16223,-0.178065,-0.0321927,-0.0437163,-0.0387321,0.0442785,0.954287,0.423669,0.460199,0.627907,2.02013,1.85031,0.547924,1.30574,1.39523,2.44339,-0.158655,0.880024,1.8381,-0.190221,-0.730996,-1.45084,-3.46154,-0.0581785
-2.26269,-1.13677,-1.41479,-2.10179,-3.32128,-0.275404,-0.129467,-0.0130246,-0.0901191,-0.0691523,1.14876,0.498124,0.615005,0.639648,2.34917,1.86908,0.474623,1.30648,1.24934,2.6287,-0.153935,0.840488,1.77499,-0.207935,-0.734539,-1.47325,-3.42765,-0.0379873
-2.0953,-1.10688,-1.344,-2.01638,-3.23603,-0.398541,-0.224181,-0.0926563,-0.228005,-0.230819,1.00911,0.553546,0.54108,0.592929,2.26926,1.84392,0.591227,1.24921,1.24417,2.58899,-0.160065,0.892889,1.78487,-0.210769,-0.725504,-1.46149,-3.45073,-0.0341475
-2.15033,-1.0779,-1.46829,-2.36496,-3.21555,-0.191924,-0.0907704,0.0127273,0.12503,-0.0173108,1.02224,0.470296,0.548007,0.787247,2.26427,1.75512,0.450699,1.22628,1.28737,2.42345,-0.147474,0.81375,1.73783,-0.246051,-0.743938,-1.48218,-3.48534,-0.0338356
-2.44033,-1.26958,-1.64886,-2.36848,-3.14207,-0.103433,-0.0183347,0.16186,-0.0253471,-0.138478,1.30816,0.643718,0.745986,0.976279,2.15725,2.07807,0.722772,1.44282,1.55685,2.56747,-0.148172,0.785313,1.63114,-0.254247,-0.708577,-1.48758,-3.44991,-0.0687869
-2.39216,-1.22794,-1.47935,-2.31051,-3.33558,-0.0423254,-0.0180124,0.116836,0.0438459,-0.142422,0.972756,0.401661,0.526455,0.582204,2.14151,1.89358,0.479194,1.25191,1.30455,2.52972,-0.148801,0.807035,1.75706,-0.211258,-0.777225,-1.4504,-3.42177,-0.00158777
-2.43019,-1.35576,-1.42349,-2.37484,-3.46004,-0.106219,-0.0733454,0.0739626,-0.0219211,-0.0539864,1.08142,0.547781,0.515251,0.919474,2.22201,2.00332,0.579882,1.20396,1.36157,2.59591,-0.154263,0.877356,1.81848,-0.262724,-0.854038,-1.48654,-3.51153,-0.0467959
-2.39149,-1.23377,-1.43958,-2.50839,-3.43843,-0.201434,-0.0938287,-0.0509217,-0.0772907,0.0126,1.14106,0.518414,0.547611,1.00395,2.32356,2.0692,0.643752,1.34028,1.72714,2.76066,-0.146295,0.814899,1.68022,-0.201311,-0.746822,-1.48729,-3.38417,-0.022093
-2.50554,-1.37479,-1.42986,-2.30371,-3.39717,-0.374763,-0.0995716,-0.110854,0.0419099,-0.128964,1.29667,0.736185,0.645377,0.96671,2.20604,2.21877,0.697515,1.30436,1.48176,2.67557,-0.14609,0.772584,1.61787,-0.279131,-0.795069,-1.51698,-3.46046,-0.0424174
-2.40077,-1.29065,-1.46305,-2.31073,-3.43796,-0.126619,-0.0465003,0.142911,0.0334758,0.00274212,1.37378,0.7037,0.493502,0.870599,2.54235,2.04141,0.686782,1.27715,1.46287,2.66597,-0.140685,0.742935,1.57347,-0.202231,-0.737757,-1.45606,-3.36941,-0.0612874
-2.26651,-1.26437,-1.5633,-2.1775,-3.34394,-0.199282,-0.0304626,0.0548667,0.120047,-0.153751,1.0407,0.584404,0.65032,0.698414,2.36529,1.85813,0.703904,1.54633,1.45824,2.74984,-0.145176,0.766597,1.621,-0.265503,-0.719475,-1.44148,-3.41959,-0.00757886
-2.32408,-1.27395,-1.50343,-2.39031,-3.32844,-0.247505,-0.0483375,-0.0396818,0.0277156,0.0419343,1.15697,0.528376,0.66123,1.005,2.11899,1.9337,0.616579,1.36827,1.54119,2.45648,-0.138115,0.753746,1.56185,-0.277852,-0.721746,-1.48074,-3.39685,-0.0386529
-2.24946,-1.15901,-1.51081,-2.28971,-3.19951,-0.270767,-0.162463,0.0316578,-0.0152268,-0.264401,1.08875,0.533639,0.716977,0.817089,2.43091,1.94641,0.527191,1.25122,1.44933,2.48605,-0.146335,0.776023,1.60983,-0.236976,-0.708868,-1.46184,-3.37262,-0.0391272
-2.10279,-1.08512,-1.27764,-2.05874,-3.23004,-0.34601,-0.189083,-0.0705874,-0.208857,-0.250308,1.09837,0.581945,0.444201,1.01025,2.39689,1.83102,0.581095,1.29066,1.35557,2.61456,-0.143267,0.771221,1.63216,-0.232046,-0.781392,-1.41728,-3.38939,-0.050844
-2.44758,-1.36917,-1.53695,-2.45168,-3.51383,-0.114036,0.0720325,0.0129512,0.150166,0.0662275,1.19359,0.52887,0.633805,0.869395,2.3242,1.97381,0.629678,1.33345,1.48203,2.69882,-0.153654,0.878996,1.76776,-0.281085,-0.788293,-1.49274,-3.48688,-0.0236204
-2.47768,-1.34414,-1.56819,-2.36323,-3.30126,-0.1047,0.039263,0.142787,0.0264229,0.00947433,1.22875,0.661475,0.581941,0.880763,2.39312,2.02211,0.5835,1.27648,1.31869,2.41373,-0.149735,0.815918,1.68934,-0.268622,-0.689496,-1.51997,-3.44786,-0.0081115
-2.3567,-1.3391,-1.49109,-2.29704,-3.48097,-0.00285812,0.0734814,0.118673,0.0299197,0.0507234,0.960209,0.529791,0.548969,0.842788,2.24675,1.77167,0.571469,1.28835,1.39215,2.62165,-0.150094,0.797142,1.73847,-0.202047,-0.799108,-1.45287,-3.40734,-0.0310021
-2.03929,-0.943962,-1.32445,-2.07023,-2.96593,-0.128702,0.00633248,0.140164,0.124714,0.00687163,1.00605,0.324211,0.389692,0.504376,1.9879,1.51584,0.153386,1.12847,1.15925,1.99833,-0.146988,0.784624,1.66297,-0.229196,-0.71653,-1.40918,-3.39785,-0.0425642
-2.37912,-1.35253,-1.47304,-2.41093,-3.50596,-0.0811558,-0.042351,0.0286993,0.094706,-0.100226,1.17426,0.651175,0.551418,0.90875,2.64262,2.04107,0.908514,1.42006,1.64035,2.87307,-0.139372,0.736207,1.6349,-0.217151,-0.697489,-1.42033,-3.32031,-0.0495875
-2.27616,-1.17268,-1.38269,-2.22718,-3.21149,-0.146093,0.0425444,0.0406298,0.0766389,-0.0409459,1.08632,0.457163,0.459548,0.700644,2.30907,1.88443,0.594902,1.23597,1.43877,2.51997,-0.139341,0.753062,1.57364,-0.209591,-0.762912,-1.43237,-3.35078,-0.0486948
-2.3131,-1.2118,-1.49829,-2.4073,-3.42226,0.0350317,0.116268,0.0435131,0.0922578,-0.0827364,0.936845,0.403975,0.533334,0.912691,2.27484,1.93748,0.582781,1.42986,1.62713,2.66594,-0.147321,0.816049,1.73927,-0.239458,-0.751617,-1.51304,-3.44044,-0.0430676
-2.18303,-1.13953,-1.45181,-2.31118,-3.08844,-0.332383,-0.148289,-0.0151767,-0.111491,-0.216768,1.16128,0.554652,0.591762,0.954837,2.22565,1.93168,0.54271,1.30509,1.38889,2.34724,-0.145491,0.802974,1.70717,-0.243324,-0.716038,-1.41122,-3.35961,-0.0131118
-2.34643,-1.21712,-1.46178,-2.57806,-3.27713,-0.0801791,0.105742,0.0968688,0.175667,-0.00635549,0.94098,0.362833,0.392735,0.897078,2.03031,1.9233,0.576257,1.22829,1.6108,2.59212,-0.141797,0.725953,1.67264,-0.2048,-0.713971,-1.49311,-3.38572,-0.00309439
-2.24314,-1.13785,-1.49711,-2.21545,-3.16074,-0.180585,-0.209634,0.0102186,0.0430113,-0.28266,1.11074,0.606805,0.590814,0.767447,2.27793,1.92543,0.611962,1.40054,1.33117,2.3878,-0.146804,0.794668,1.62032,-0.196738,-0.735669,-1.46487,-3.47607,-0.0278155
-2.2541,-1.12355,-1.55892,-2.3896,-3.45056,-0.0781781,-0.074248,0.137183,0.226458,0.0101285,1.10773,0.574759,0.639939,0.841984,2.47205,1.77851,0.491305,1.35814,1.41826,2.69564,-0.160438,0.911284,1.82354,-0.254755,-0.81941,-1.47825,-3.50456,-0.0591531
-2.25786,-1.17029,-1.47221,-2.21701,-3.15244,-0.251048,-0.17824,0.0400118,-0.065243,-0.115232,1.03182,0.448548,0.57765,0.919709,2.0285,1.84861,0.592361,1.34837,1.33152,2.30095,-0.148758,0.812585,1.73407,-0.249119,-0.731811,-1.48897,-3.43511,-0.00682958
-2.27566,-1.18324,-1.3577,-2.15259,-3.22383,-0.0877126,-0.068432,0.0761566,0.0175949,-0.0927176,0.944146,0.361577,0.469435,0.577937,2.02373,1.74834,0.443103,1.18896,1.22946,2.4703,-0.146091,0.71965,1.62556,-0.249586,-0.815694,-1.42767,-3.37683,-0.0551305
-2.40502,-1.2224,-1.3803,-2.36565,-3.2069,-0.272969,-0.198073,-0.0690744,-0.0665199,-0.445984,1.43452,0.654716,0.556733,0.849088,2.34388,2.05731,0.62256,1.28161,1.55507,2.62662,-0.151739,0.855337,1.73521,-0.23929,-0.706158,-1.47376,-3.45765,-0.0227937
-2.17041,-0.9717,-1.356,-2.09142,-3.01418,-0.226466,-0.148193,-0.0433466,-0.0158389,-0.20938,1.04957,0.40189,0.489727,0.595697,2.21229,1.80279,0.338905,1.17663,1.20401,2.29544,-0.142539,0.757729,1.59701,-0.284984,-0.736048,-1.48476,-3.3943,-0.025137
-2.41479,-1.29651,-1.58841,-2.36756,-3.29632,-0.0698609,0.0566889,-0.00144295,0.0217946,-0.00723149,1.18401,0.530095,0.63881,0.847519,2.19746,1.83759,0.496335,1.38112,1.46405,2.45022,-0.150641,0.883222,1.74146,-0.271268,-0.752967,-1.53642,-3.49448,-0.0282227
-2.61634,-1.45207,-1.62917,-2.5348,-3.40906,-0.0163115,0.088275,0.117329,0.0698504,0.131431,1.48178,0.758022,0.789172,1.12835,2.39851,2.20901,0.727507,1.43721,1.66267,2.60369,-0.146671,0.805915,1.69309,-0.267025,-0.765542,-1.49101,-3.3896,-0.0244341
-2.11523,-1.16209,-1.44874,-2.17823,-3.0988,-0.259786,-0.000795416,0.137295,0.0918994,-0.258557,0.944887,0.491399,0.458825,0.72054,2.19868,1.68027,0.346181,1.12534,1.22701,2.32178,-0.146046,0.779838,1.69158,-0.26366,-0.769369,-1.48522,-3.45846,-0.040236
-2.1928,-1.27893,-1.57975,-2.15767,-3.2851,-0.203399,-0.102631,0.0685654,-0.0629558,-0.107995,1.02302,0.692983,0.596904,0.69721,2.40844,1.79154,0.644836,1.4276,1.44184,2.56393,-0.143762,0.7808,1.63265,-0.265493,-0.751423,-1.50266,-3.46821,-0.056382
-2.26113,-1.17769,-1.56225,-2.17638,-3.06282,-0.298994,-0.174392,-0.0411283,-0.240757,-0.397622,1.11673,0.517042,0.653946,0.69691,2.22773,1.91917,0.495567,1.3182,1.31587,2.34523,-0.133096,0.704749,1.52199,-0.211776,-0.65536,-1.52524,-3.38691,-0.0434595
-2.14417,-1.28608,-1.40478,-2.26981,-3.22784,-0.142719,0.0450331,0.0197204,-0.0629987,-0.0274194,0.862585,0.524122,0.568605,0.91496,2.01801,1.92021,0.769468,1.28053,1.62688,2.56916,-0.141347,0.770964,1.56529,-0.230188,-0.779565,-1.42684,-3.35721,-0.042766
-2.11212,-1.03103,-1.30512,-2.1209,-3.22195,-0.109541,0.0567479,0.0410793,0.0516207,0.0626588,1.05336,0.467703,0.529475,0.734712,2.30549,1.72056,0.378637,1.18449,1.24541,2.32379,-0.14536,0.782706,1.65862,-0.2427,-0.787322,-1.43416,-3.42134,-0.0156042
-2.50123,-1.36596,-1.54946,-2.45838,-3.45074,-0.0232469,0.0922793,0.209801,0.0892234,0.111812,1.28201,0.665964,0.56954,0.822118,2.4037,1.9128,0.591419,1.26065,1.52185,2.55403,-0.152806,0.854274,1.74359,-0.280204,-0.783802,-1.45835,-3.47997,-0.0335537
-2.17025,-1.06747,-1.35571,-2.29101,-3.32036,-0.0798762,0.0137572,0.0710574,0.0976492,0.0567617,0.984526,0.432911,0.443538,0.84462,2.3441,1.60596,0.337286,1.17371,1.30936,2.48589,-0.143703,0.788335,1.65522,-0.216504,-0.733299,-1.46962,-3.44031,-0.033799
-2.32007,-1.15833,-1.53827,-2.35384,-3.0523,-0.192027,-0.0620572,-0.0232493,-0.114881,-0.204857,1.1908,0.564436,0.772215,0.991844,2.07101,2.17889,0.686408,1.5205,1.59003,2.35958,-0.141258,0.748582,1.63089,-0.246852,-0.675435,-1.46255,-3.36111,-0.0301081
-2.33086,-1.22807,-1.48641,-2.40503,-3.36831,-0.237121,-0.114538,-0.000729332,-0.174847,-0.262799,1.01708,0.431948,0.515635,0.934926,2.30162,2.13206,0.710516,1.31995,1.66591,2.88167,-0.144328,0.770902,1.66637,-0.208425,-0.722385,-1.43602,-3.40277,-0.050593
-1.97881,-1.04133,-1.39241,-2.17161,-3.0002,-0.338597,-0.073737,0.0380498,-0.147931,-0.245739,1.00231,0.358173,0.41494,0.772133,2.03014,1.64851,0.33248,1.16055,1.35471,2.39661,-0.150686,0.868953,1.76903,-0.192511,-0.703329,-1.49099,-3.43428,-0.0270527
-2.44693,-1.49324,-1.65166,-2.37318,-3.41349,0.184649,0.280751,0.197118,0.186058,0.256971,1.18037,0.722,0.74304,0.909389,2.16536,1.80933,0.572761,1.3493,1.33458,2.37125,-0.150285,0.857639,1.7395,-0.212205,-0.750782,-1.46645,-3.41205,-0.0100312
-2.29118,-1.20293,-1.63751,-2.37197,-3.27699,-0.282388,-0.180989,-0.0938528,-0.0946141,-0.157139,1.06627,0.554411,0.753129,0.846567,2.11334,1.98,0.676099,1.49037,1.37114,2.62501,-0.145513,0.819053,1.69223,-0.279406,-0.699289,-1.47274,-3.42828,0.00150624
-2.05074,-1.01748,-1.3873,-2.2272,-2.89773,-0.155035,0.0104616,0.131259,0.06966,-0.052583,0.942978,0.348988,0.423079,0.854222,1.9662,1.67232,0.380466,1.18363,1.37116,2.09998,-0.145294,0.769437,1.64855,-0.236139,-0.720801,-1.5132,-3.47559,-0.0912078
-2.24277,-1.30534,-1.52966,-2.43202,-3.23298,-0.301965,-0.0772171,0.0433498,-0.0737983,-0.114249,0.91797,0.431853,0.482595,0.921125,2.1206,1.88197,0.642278,1.29425,1.58985,2.52334,-0.136762,0.752977,1.55992,-0.282138,-0.706339,-1.50387,-3.39833,-0.014376
-2.37945,-1.2148,-1.41822,-2.4269,-3.19282,-0.351228,-0.191865,0.0369319,-0.0186429,-0.133816,1.50277,0.693541,0.590687,1.03281,2.34629,1.98424,0.458837,1.14921,1.39884,2.28469,-0.137522,0.739223,1.57142,-0.246911,-0.757335,-1.44825,-3.43507,-0.0143938
-2.24884,-1.04576,-1.44308,-2.07697,-2.98718,-0.318533,-0.156467,0.0563342,-0.0974118,-0.313404,1.02347,0.4495,0.596973,0.77428,2.10473,1.88888,0.423391,1.24414,1.38312,2.31249,-0.141164,0.750207,1.60457,-0.251891,-0.724637,-1.47979,-3.396,-0.0537707
-2.07187,-1.00582,-1.34672,-2.23101,-3.04658,-0.357774,-0.174801,-0.0584981,-0.0992541,-0.170195,1.00694,0.455864,0.672121,1.02963,2.03106,1.90857,0.559861,1.30786,1.53096,2.53574,-0.155194,0.815278,1.74712,-0.244276,-0.778181,-1.45251,-3.42184,-0.0467976
-2.1132,-1.07339,-1.27742,-2.1167,-3.1142,-0.313467,-0.296715,-0.0998364,-0.221583,-0.38767,1.20765,0.592941,0.535432,0.760391,2.1977,1.68319,0.407431,1.08395,1.24795,2.37427,-0.145791,0.79132,1.62087,-0.247454,-0.725071,-1.42075,-3.361,-0.009279
