b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.72025,-1.63121,-1.79217,-2.79317,-3.61743,0.235834,0.343372,0.212398,0.41829,0.252326,1.24373,0.705942,0.617314,1.01235,2.4186,2.09182,0.639394,1.41543,1.43189,2.58022,-0.176121,-0.141713,-0.0926916,-0.375127,-0.848887,-1.53169,-3.53222,-0.190752
-2.44037,-1.25159,-1.72398,-2.74127,-3.30346,-0.183435,-0.0510988,0.0476051,-0.0302889,0.0303538,1.07187,0.265154,0.546895,1.07014,1.98575,1.87402,0.260321,1.33422,1.42285,2.21189,-0.17423,-0.104327,0.0137549,-0.343177,-0.819518,-1.64218,-3.52832,-0.1173
-2.49106,-1.3932,-1.68745,-2.73161,-3.20421,-0.263164,-0.160751,-0.1024,-0.213686,-0.193993,1.11677,0.495119,0.617728,0.960267,2.11529,2.00863,0.510931,1.32555,1.52331,2.33538,-0.177628,-0.15158,0.00702462,-0.350351,-0.782458,-1.57716,-3.42667,-0.129898
-2.51828,-1.42465,-1.7137,-2.80993,-3.28782,-0.225383,-0.119701,0.0955579,0.25118,-0.2028,1.16512,0.618078,0.650719,1.00514,2.39045,2.15765,0.662382,1.41288,1.5993,2.56166,-0.17336,-0.131511,-0.0462118,-0.315326,-0.798017,-1.5508,-3.49815,-0.133355
-2.45604,-1.34301,-1.58499,-2.51256,-3.1879,-0.377459,-0.0787218,0.0410064,-0.141219,0.0356848,1.19847,0.556392,0.483401,0.633964,2.06437,2.07183,0.408299,1.24071,1.22845,2.20046,-0.176907,-0.123862,0.00104565,-0.309432,-0.757825,-1.54689,-3.48503,-0.117798
-2.35908,-1.29205,-1.76198,-2.79796,-3.13608,-0.11495,0.0823188,-0.0115352,0.0395308,0.0898174,1.05325,0.307751,0.620246,0.886955,1.86465,1.93647,0.329489,1.40133,1.47615,2.18458,-0.169998,-0.0711776,0.00680897,-0.348582,-0.761296,-1.56178,-3.45944,-0.112408
-2.64916,-1.57612,-1.84497,-2.98401,-3.59897,-0.0875328,-0.00762209,0.0482061,-0.126125,0.0101685,1.26168,0.719511,0.662985,1.01315,2.48977,2.1521,0.813176,1.55488,1.85351,2.90909,-0.184063,-0.0812872,0.0556206,-0.342466,-0.802468,-1.62754,-3.5981,-0.14575
-2.35685,-1.35541,-1.65105,-2.69828,-3.24352,0.00233132,0.0475352,0.182867,0.20001,-0.0267894,0.974996,0.436474,0.492679,0.717685,1.99685,1.80059,0.481581,1.36961,1.4873,2.40293,-0.174628,-0.137662,0.0113799,-0.343613,-0.816902,-1.53311,-3.42699,-0.132875
-2.34595,-1.41604,-1.72931,-2.76767,-3.32989,-0.0763426,0.0843137,0.195973,0.202702,0.147185,0.775042,0.391441,0.545056,0.753846,2.06057,1.75986,0.447074,1.33734,1.54094,2.28363,-0.183513,-0.108159,0.01977,-0.397494,-0.832991,-1.55629,-3.46217,-0.16931
-2.32365,-1.2704,-1.647,-2.64532,-3.07527,-0.29751,-0.121832,-0.0776103,-0.0690214,-0.15425,0.805744,0.282769,0.44127,0.716858,1.83823,1.72775,0.198286,1.25112,1.35777,1.97568,-0.180716,-0.125198,0.00479648,-0.339005,-0.773563,-1.63635,-3.53889,-0.148041
-2.43877,-1.30636,-1.60583,-2.73315,-3.24082,-0.0759346,-0.0416894,0.122719,0.133707,-0.205773,0.776576,0.265595,0.339617,0.617689,2.10867,2.01169,0.459198,1.28861,1.39742,2.47776,-0.18058,-0.109262,0.0579605,-0.364763,-0.835056,-1.51814,-3.5178,-0.135693
-2.54845,-1.48724,-1.83957,-2.90989,-3.36197,-0.136148,-0.0328039,0.145091,0.028621,-0.181623,1.23791,0.724013,0.747138,1.07229,2.29833,1.71206,0.380921,1.29918,1.54419,2.44628,-0.176157,-0.0937334,0.0208026,-0.378827,-0.778145,-1.56079,-3.50494,-0.147084
-2.45499,-1.45347,-1.78585,-2.88748,-3.4724,0.0155131,0.192764,0.269478,0.211006,0.0708937,1.02341,0.561216,0.442777,0.956621,2.63463,1.98304,0.483335,1.4025,1.66297,2.65775,-0.181056,-0.0823234,-0.0139952,-0.31508,-0.804816,-1.56859,-3.45946,-0.160712
-2.7372,-1.61896,-1.69784,-2.72292,-3.41371,0.0588825,0.116319,0.0647782,-0.0056667,-0.0595577,1.19983,0.639578,0.530958,0.864564,2.32254,2.24906,0.738644,1.33934,1.59142,2.6193,-0.172418,-0.132335,-0.0313539,-0.330934,-0.814508,-1.55352,-3.49157,-0.138386
-2.60527,-1.55617,-1.71221,-2.91366,-3.18952,-0.14336,-0.0176253,0.0460102,0.149132,-0.132656,1.30343,0.679554,0.636933,1.13568,2.20744,2.04537,0.731892,1.43841,1.73517,2.44273,-0.17691,-0.117339,-0.00122536,-0.372556,-0.799807,-1.59967,-3.53081,-0.147642
-2.54101,-1.53407,-1.74524,-2.82811,-3.26383,-0.182171,0.0468215,-0.0116904,-0.0370444,-0.0888315,1.16476,0.54694,0.609629,0.811208,2.22265,2.07876,0.64306,1.44549,1.5526,2.50131,-0.183577,-0.110057,0.0387256,-0.360308,-0.732645,-1.56065,-3.48054,-0.134859
-2.40467,-1.37493,-1.63391,-2.6558,-3.15469,0.0189815,0.0571803,0.130442,0.190004,-0.0566733,1.02599,0.511654,0.452749,0.689768,2.15386,2.03087,0.621926,1.40728,1.38618,2.49708,-0.180031,-0.134891,0.0016941,-0.332621,-0.756536,-1.49672,-3.4447,-0.179607
-2.52646,-1.40002,-1.61417,-2.85695,-3.3634,-0.123761,0.00234986,0.0281403,0.0106852,-0.0475253,1.23036,0.526434,0.513179,0.882149,2.31756,2.03923,0.469302,1.18461,1.57792,2.4648,-0.184101,-0.0591516,0.0415126,-0.346972,-0.843338,-1.60495,-3.49486,-0.114888
-2.51171,-1.40032,-1.61918,-2.59411,-3.27959,0.0971889,0.136111,0.144547,0.144103,0.055068,1.08745,0.569678,0.597819,0.841383,2.18785,1.72959,0.362385,1.31256,1.38245,2.3207,-0.168031,-0.116384,0.0025068,-0.362537,-0.80131,-1.51836,-3.38915,-0.118855
-2.55744,-1.51558,-1.7124,-2.82671,-3.34087,-0.0649526,0.0530781,0.0861275,0.0476442,0.0662793,1.20508,0.636529,0.628909,1.02835,2.2976,1.98229,0.596807,1.33049,1.51524,2.33892,-0.178919,-0.111846,0.0514218,-0.363791,-0.783739,-1.55807,-3.51008,-0.134948
-2.5542,-1.58008,-1.69108,-2.66969,-3.62259,-0.204731,-0.0702539,-0.0388636,-0.215103,-0.0022662,1.14021,0.591118,0.514013,0.783405,2.30484,2.17716,0.709781,1.41609,1.49536,2.80369,-0.174117,-0.122096,-0.0122815,-0.36602,-0.819422,-1.59852,-3.48883,-0.114529
-2.72627,-1.69336,-1.85757,-2.87655,-3.56179,-0.0123163,0.193593,0.0629799,0.151842,0.14792,1.28435,0.703813,0.773692,1.00022,2.44665,2.1049,0.737621,1.54618,1.59537,2.59689,-0.170825,-0.112206,0.040692,-0.374469,-0.712267,-1.56317,-3.45997,-0.113179
-2.27379,-1.20011,-1.52563,-2.58544,-3.0985,-0.157334,-0.0619959,0.103039,0.150495,0.032667,1.19493,0.568894,0.509743,0.772727,2.27285,2.00617,0.494937,1.18738,1.38413,2.30429,-0.168733,-0.0951788,-0.00839515,-0.306597,-0.740962,-1.49208,-3.30006,-0.134751
-2.26198,-1.20376,-1.48208,-2.31036,-3.11763,-0.164406,-0.0953199,-0.106242,-0.208091,-0.300654,0.921257,0.403351,0.604663,0.677505,2.1475,1.84395,0.416588,1.25124,1.20271,2.49533,-0.168683,-0.117484,-0.0399985,-0.309384,-0.824893,-1.55637,-3.41997,-0.192015
-2.16097,-1.02178,-1.62617,-2.59825,-2.91888,-0.262815,-0.0665321,0.0163933,-0.114193,0.00936596,0.922183,0.228059,0.571635,0.93641,1.99394,1.69802,0.241628,1.34654,1.50758,2.07693,-0.170953,-0.135743,-0.0334233,-0.319906,-0.766659,-1.55711,-3.4414,-0.14454
-2.50277,-1.24012,-1.59427,-2.71049,-3.16837,-0.12904,-0.119606,0.0071916,0.144477,-0.202031,0.939382,0.198509,0.499165,0.789028,2.00403,1.93793,0.373664,1.27374,1.39008,2.41048,-0.184545,-0.125489,-0.0480038,-0.38748,-0.838447,-1.5785,-3.4999,-0.167332
-2.32322,-1.30433,-1.61593,-2.60785,-3.24748,-0.00481858,0.00604311,0.0776637,0.183796,0.0636708,0.872613,0.409867,0.478696,0.727165,2.05011,1.99825,0.586126,1.34105,1.56766,2.51922,-0.174734,-0.0957129,0.000666002,-0.33731,-0.800479,-1.57823,-3.48407,-0.169461
-2.4863,-1.31129,-1.49674,-2.46538,-3.18003,-0.208336,-0.0938241,-0.0610516,-0.137647,-0.191888,0.990629,0.312587,0.398106,0.371571,1.98908,2.06529,0.54947,1.23353,1.27716,2.44583,-0.176538,-0.0888103,0.061514,-0.377244,-0.780371,-1.54558,-3.44506,-0.129576
-2.44223,-1.39942,-1.66666,-2.78109,-3.27862,-0.0476151,-0.077334,0.0244071,-0.0633676,-0.204261,1.07068,0.713001,0.713477,1.12084,2.29332,1.78168,0.484122,1.26845,1.53327,2.51477,-0.172191,-0.132915,0.00429313,-0.330725,-0.787006,-1.53537,-3.40485,-0.166114
-2.18669,-1.08541,-1.32636,-2.5004,-3.04889,-0.27387,-0.143266,-0.0706066,-0.0714499,-0.261024,1.12275,0.415674,0.374834,0.788799,2.31946,1.74067,0.236489,1.08573,1.2946,2.21886,-0.181268,-0.0850689,0.0199816,-0.31671,-0.781587,-1.53516,-3.47739,-0.170492
-2.34414,-1.30071,-1.53565,-2.75604,-3.19073,-0.347424,-0.138477,-0.0676946,0.0217154,-0.153296,1.16783,0.645611,0.449206,1.06822,2.26715,1.95303,0.449092,1.21567,1.42277,2.37487,-0.176138,-0.112199,0.0264632,-0.350131,-0.775694,-1.56232,-3.48482,-0.173004
-2.53376,-1.39885,-1.65541,-2.67135,-3.18072,-0.0932381,-0.0165854,0.0876199,0.0602498,-0.0201353,1.12898,0.478958,0.524304,0.848392,2.08422,2.28224,0.716964,1.43577,1.68071,2.40978,-0.169365,-0.0883975,-0.00974976,-0.316723,-0.781747,-1.52035,-3.45676,-0.161925
-2.33125,-1.26733,-1.60965,-2.6308,-3.08437,-0.153161,-0.0221347,-0.0187671,0.079009,0.0307166,1.03388,0.365479,0.556487,0.803814,1.89711,1.79467,0.347575,1.26529,1.33121,2.22574,-0.17594,-0.0858964,0.015936,-0.334432,-0.737861,-1.57204,-3.5209,-0.160713
-2.62889,-1.52687,-1.77274,-2.79525,-3.70398,-0.0390562,0.0800954,0.121608,0.0310689,0.0394857,1.2176,0.492494,0.68486,0.916048,2.48688,2.23511,0.776306,1.56091,1.88564,3.01821,-0.178517,-0.0664507,-0.00276124,-0.357217,-0.852218,-1.55153,-3.51452,-0.181005
-2.42928,-1.30641,-1.56614,-2.56432,-3.10348,-0.0941374,0.0606186,0.0769198,0.120569,-0.00387387,0.856827,0.240082,0.331499,0.429758,1.94463,1.86274,0.205401,1.1161,1.22103,2.08876,-0.183314,-0.0958804,0.00263863,-0.359982,-0.795585,-1.60933,-3.49178,-0.106454
-2.4314,-1.30029,-1.58686,-2.65256,-3.4772,-0.330795,-0.249715,0.0837629,-0.0476331,-0.244883,1.3026,0.564599,0.526249,0.901351,2.37359,1.87473,0.442661,1.27882,1.36395,2.68409,-0.180597,-0.113847,-0.0249287,-0.364477,-0.874374,-1.53424,-3.50979,-0.13123
-2.21113,-1.17625,-1.55762,-2.51826,-3.1219,-0.22746,-0.151121,0.121926,-0.094084,-0.236178,0.728902,0.293745,0.343052,0.690967,2.09418,1.82649,0.324403,1.26542,1.46456,2.33534,-0.174167,-0.124434,-0.0175919,-0.380883,-0.838527,-1.56632,-3.41691,-0.122029
-2.34581,-1.17764,-1.60316,-2.80145,-3.15214,-0.159982,-0.0925952,0.124227,0.0675717,-0.150004,0.966454,0.363887,0.450552,0.958777,2.25875,1.86144,0.380542,1.20094,1.52804,2.22794,-0.176678,-0.0986537,0.014057,-0.335238,-0.779499,-1.55062,-3.48171,-0.153453
-2.57014,-1.39911,-1.70552,-2.61109,-3.20812,-0.0531712,0.035677,0.205694,0.229976,0.00652642,0.862102,0.303492,0.39303,0.608071,1.97401,2.08921,0.532758,1.35562,1.42867,2.50218,-0.17359,-0.138001,-0.036614,-0.380725,-0.814088,-1.59046,-3.52229,-0.136485
-2.49604,-1.48303,-1.79906,-2.88185,-3.03716,-0.408174,-0.253864,0.0247127,-0.112655,-0.486728,1.1714,0.619814,0.66018,0.97761,1.96369,2.11449,0.682793,1.40357,1.72086,2.34056,-0.174023,-0.105365,0.00598369,-0.339183,-0.777797,-1.54635,-3.38744,-0.116772
-2.483,-1.37487,-1.69013,-2.66301,-3.23296,-0.217259,-0.0844205,-0.0492413,-0.033062,-0.16148,1.29953,0.607702,0.779801,0.886905,2.35625,1.95337,0.451506,1.40189,1.31333,2.45937,-0.181608,-0.11667,-0.0269923,-0.327198,-0.826241,-1.56979,-3.45879,-0.13575
-2.21369,-1.21119,-1.81054,-2.71547,-2.91098,-0.304975,-0.211115,-0.0254848,-0.0272158,-0.189625,0.834306,0.30365,0.790191,0.834983,1.80701,1.96175,0.581169,1.6201,1.78672,2.29234,-0.174133,-0.0929032,-0.0236059,-0.353861,-0.820408,-1.62137,-3.52328,-0.177465
-2.50067,-1.53264,-1.79034,-2.9734,-3.37747,-0.0718439,0.0370148,0.101015,0.119536,-0.0722253,0.953892,0.546283,0.621305,1.01684,2.22184,2.00389,0.599326,1.37656,1.64321,2.58602,-0.175555,-0.0797885,0.0133345,-0.308632,-0.757085,-1.58865,-3.51345,-0.118503
-2.47153,-1.50231,-1.61056,-2.76537,-3.44315,-0.180579,-0.137798,0.000581616,0.00406655,-0.0688223,1.11821,0.631882,0.425872,0.860226,2.19729,1.91172,0.651242,1.3252,1.62297,2.54116,-0.179139,-0.122553,-0.04366,-0.334302,-0.774347,-1.57004,-3.50592,-0.136308
-2.53196,-1.44079,-1.72737,-2.75743,-3.24333,-0.08453,0.02397,0.00265068,-0.0743743,0.0335985,1.32859,0.689918,0.721792,0.912355,2.22938,1.96097,0.528502,1.35351,1.42217,2.39703,-0.183049,-0.117666,0.0524883,-0.280097,-0.755835,-1.57335,-3.47855,-0.136618
-2.43374,-1.36384,-1.61147,-2.6372,-3.29631,-0.160253,0.0740733,0.112583,0.197962,-0.0382112,1.2454,0.466076,0.565538,0.785252,2.14291,1.88401,0.369352,1.19833,1.24917,2.32066,-0.180665,-0.065906,0.0619378,-0.328915,-0.833578,-1.55873,-3.49254,-0.145832
-2.33496,-1.20841,-1.62456,-2.74432,-3.08244,-0.065427,-0.0397688,0.128596,0.242614,-0.122512,0.860584,0.259959,0.478217,0.627481,1.72099,1.66961,0.135288,1.15817,1.23962,2.02072,-0.185955,-0.093962,0.0326243,-0.356392,-0.812582,-1.50755,-3.47874,-0.148744
-2.35123,-1.35014,-1.59472,-2.63235,-3.30281,-0.304828,-0.0077203,0.00571679,-0.0657574,0.0109591,1.12849,0.537646,0.560182,0.83528,2.24624,1.92756,0.415769,1.23761,1.31399,2.51934,-0.16677,-0.0634618,0.046901,-0.34144,-0.766885,-1.58217,-3.4639,-0.159028
-2.50323,-1.39609,-1.62845,-2.6724,-3.2107,-0.149809,0.0450417,0.0542419,0.0435798,0.0221739,1.15091,0.406452,0.548549,0.816889,1.8162,2.10614,0.577137,1.34531,1.41076,2.32392,-0.172938,-0.1142,0.0456765,-0.340882,-0.807558,-1.52506,-3.42241,-0.143964
-2.45816,-1.37976,-1.70876,-2.83972,-3.26945,-0.246066,-0.0705907,0.0895702,0.118003,-0.100248,0.990765,0.394171,0.412883,0.587517,2.06246,1.94135,0.526968,1.25047,1.41517,2.47315,-0.181348,-0.134828,-0.006674,-0.317357,-0.725178,-1.62161,-3.557,-0.118351
-2.60666,-1.51374,-1.65782,-2.89454,-3.58848,-0.114804,0.0633992,0.139753,0.123287,0.15572,1.23056,0.525068,0.447638,1.00994,2.27066,1.9953,0.453058,1.22604,1.49071,2.64241,-0.174983,-0.096792,-0.0182028,-0.343276,-0.790178,-1.56331,-3.46125,-0.118545
-2.50226,-1.45713,-1.63657,-2.82842,-3.20616,-0.00872354,0.0177914,0.0167796,-0.0467235,0.0064632,0.915492,0.445335,0.464681,0.905286,2.23771,1.974,0.552341,1.30715,1.63482,2.40353,-0.175844,-0.115196,0.0602765,-0.369055,-0.823919,-1.56539,-3.46982,-0.11584
-2.6633,-1.7218,-1.91969,-2.96346,-3.6074,-0.210784,0.0905831,-0.0578599,0.000849177,0.036841,1.36974,0.764846,0.842999,1.03584,2.38814,2.246,0.751311,1.63938,1.73861,2.64389,-0.175999,-0.0837038,0.0259669,-0.317076,-0.820177,-1.56234,-3.4519,-0.141641
-2.03545,-1.14115,-1.41814,-2.19944,-3.09519,-0.311398,-0.0787308,-0.0674341,-0.0876478,-0.149574,0.983896,0.527234,0.557629,0.692342,2.29697,1.80895,0.478665,1.33392,1.32858,2.39927,-0.176082,-0.075749,-0.100408,-0.354732,-0.808324,-1.52863,-3.50819,-0.173137
-2.38473,-1.29703,-1.59813,-2.55458,-3.24061,-0.0537929,0.100879,0.0707886,0.223326,0.107459,0.941908,0.377992,0.5591,0.745786,2.05924,1.86325,0.379721,1.32488,1.41101,2.27654,-0.169812,-0.150161,-0.0471672,-0.386762,-0.810341,-1.5591,-3.48456,-0.19211
-2.53732,-1.47675,-1.71275,-2.90017,-3.72646,-0.0880038,0.022076,0.0915839,0.245761,0.145578,1.08044,0.488765,0.494134,0.793906,2.48315,1.90581,0.546657,1.36111,1.60104,2.71949,-0.172173,-0.138073,-0.0234646,-0.35019,-0.805485,-1.51661,-3.4611,-0.161862
-2.46494,-1.42022,-1.67137,-2.69137,-3.12877,-0.200111,-0.05016,-0.0300154,0.0363994,-0.33162,0.946804,0.39742,0.507445,0.691685,2.02352,2.0176,0.524919,1.3252,1.38409,2.35899,-0.179382,-0.0954109,0.0123041,-0.337829,-0.751332,-1.55209,-3.43045,-0.0969376
-2.19754,-1.21492,-1.47362,-2.46119,-3.2095,-0.263699,-0.137303,-0.0145346,-0.0156206,-0.0105245,1.06666,0.426526,0.461293,0.700528,2.10836,1.76178,0.31195,1.15433,1.34779,2.25538,-0.174779,-0.133331,-0.0137535,-0.341233,-0.733756,-1.52428,-3.42226,-0.126514
-2.58104,-1.44474,-1.60539,-2.59886,-3.54961,-0.112959,-0.0496081,0.094825,0.0165627,0.0474268,1.20691,0.503237,0.354067,0.609482,2.3662,2.13402,0.523418,1.18022,1.40915,2.51491,-0.175422,-0.124141,0.0103921,-0.328746,-0.827338,-1.54562,-3.40883,-0.137207
-2.33584,-1.21049,-1.54817,-2.49159,-3.0469,-0.369492,-0.130529,-0.0365098,-0.179245,-0.17847,0.953767,0.2596,0.395419,0.619669,2.00356,1.89344,0.281745,1.20612,1.27885,2.25544,-0.179422,-0.155285,0.0286829,-0.408981,-0.802814,-1.61,-3.50075,-0.147689
-2.46257,-1.31341,-1.71826,-2.76633,-3.35498,-0.178302,-0.107824,-0.0163534,-0.233182,-0.139131,1.01511,0.365977,0.639178,1.03011,2.25471,1.98604,0.438809,1.42506,1.76128,2.53956,-0.175997,-0.12059,-0.020889,-0.344092,-0.814162,-1.56946,-3.538,-0.113502
-2.65829,-1.55817,-1.64412,-2.90723,-3.33999,-0.199492,-0.098989,-0.0569255,-0.0368171,-0.188238,1.21843,0.638696,0.554935,0.907833,2.25402,2.18118,0.645919,1.40154,1.71326,2.52946,-0.183906,-0.109396,0.0868073,-0.330633,-0.774247,-1.60739,-3.44881,-0.122529
-2.58959,-1.4982,-1.77742,-2.85382,-3.49736,-0.370544,-0.148299,0.0361141,0.0690322,-0.0977225,1.24159,0.601058,0.581733,0.92442,2.40568,2.2236,0.740314,1.51301,1.72627,2.59955,-0.175328,-0.0975076,-0.009369,-0.338278,-0.787596,-1.60895,-3.52218,-0.118909
-2.59939,-1.48929,-1.70338,-2.95514,-3.34896,-0.211402,-0.144278,0.0640726,0.107144,-0.0722557,1.27024,0.595657,0.592872,1.06941,2.14799,2.30129,0.720758,1.41101,1.80519,2.48839,-0.178277,-0.159829,-0.0163636,-0.352217,-0.815266,-1.54843,-3.43272,-0.129716
-2.31958,-1.29654,-1.53984,-2.4616,-3.34408,-0.253781,0.0675859,0.0451574,0.0660745,0.111387,0.782181,0.260503,0.450914,0.590151,2.09017,1.96724,0.499409,1.30079,1.31324,2.50404,-0.1737,-0.118205,-0.0100268,-0.335727,-0.78267,-1.57153,-3.46263,-0.146157
-2.56579,-1.42696,-1.77688,-2.78886,-3.44765,-0.0858044,0.0221735,0.107764,0.110865,-0.143256,1.2551,0.467584,0.610035,0.739937,2.26651,2.0843,0.59931,1.45459,1.70707,2.68567,-0.180305,-0.0854765,0.0961438,-0.310941,-0.762022,-1.5693,-3.49989,-0.142661
-2.3965,-1.35983,-1.60688,-2.50271,-3.15411,-0.194265,-0.0723962,0.0128244,0.0119118,-0.193148,0.972073,0.421256,0.50639,0.704558,1.99925,1.9215,0.508003,1.28843,1.36936,2.40236,-0.17276,-0.196704,-0.08077,-0.357011,-0.808174,-1.53933,-3.45985,-0.151895
-2.34477,-1.20173,-1.56231,-2.6652,-3.23706,-0.274581,-0.187404,-0.0477797,-0.214502,0.041854,0.989409,0.462117,0.535922,0.854507,2.09123,2.04923,0.456685,1.34011,1.72772,2.32238,-0.173563,-0.148189,0.0225369,-0.34666,-0.7841,-1.58844,-3.47258,-0.118309
-2.55621,-1.44601,-1.78167,-2.75348,-3.27868,-0.167308,0.00343521,0.142019,-0.0159343,0.0553295,1.19285,0.453092,0.565402,0.794334,2.27042,2.08706,0.45207,1.38738,1.32533,2.18914,-0.176855,-0.0442772,0.0786471,-0.345035,-0.723517,-1.57632,-3.50805,-0.0925734
-2.1209,-1.17158,-1.4605,-2.39347,-3.11135,-0.511809,-0.242584,-0.136592,-0.227019,-0.400659,0.908487,0.252405,0.405508,0.642709,1.93546,1.90368,0.448489,1.22254,1.29354,2.41229,-0.177691,-0.0927977,-0.0670427,-0.31789,-0.812342,-1.52379,-3.42472,-0.155295
-2.34083,-1.30082,-1.55488,-2.62603,-2.85688,-0.283207,-0.130342,-0.124255,-0.0902104,-0.253347,1.02437,0.433335,0.440958,0.756687,1.79599,1.82163,0.43582,1.19753,1.38943,2.14012,-0.174923,-0.126914,-0.0145026,-0.368091,-0.776213,-1.54816,-3.4626,-0.160503
-2.58159,-1.41063,-1.68236,-2.97811,-3.08356,-0.237045,-0.0818411,-0.040544,0.136879,-0.107855,1.05407,0.321714,0.566061,0.824035,1.91994,2.06928,0.386738,1.27617,1.64748,2.05093,-0.176893,-0.0820092,0.0543966,-0.337918,-0.793316,-1.58786,-3.47832,-0.107072
-2.53915,-1.55947,-1.73418,-2.68487,-3.47832,-0.160675,0.0111016,0.0440633,-0.137648,-0.065168,1.1872,0.650456,0.60233,0.779353,2.25978,1.88242,0.541508,1.3657,1.30879,2.44014,-0.176889,-0.0954969,0.0550091,-0.3951,-0.871266,-1.53008,-3.44563,-0.116971
-2.33979,-1.31104,-1.67143,-2.65107,-3.32646,-0.0557845,0.062864,0.105683,0.174614,0.0403932,1.09229,0.548278,0.559041,0.988781,2.26617,1.83471,0.357503,1.40905,1.41658,2.33304,-0.17532,-0.174831,-0.0800711,-0.372388,-0.825345,-1.58333,-3.49406,-0.194285
-2.60436,-1.46019,-1.72884,-2.80635,-3.30868,-0.191524,-0.162744,0.033465,0.112649,-0.30552,1.23346,0.515972,0.654966,0.8956,2.28834,2.18529,0.769767,1.4696,1.50609,2.74397,-0.180343,-0.0945126,-0.0245355,-0.339477,-0.798629,-1.59837,-3.48625,-0.159928
-2.33504,-1.26955,-1.61407,-2.68547,-3.23579,-0.112008,-0.039395,-0.0608482,-0.00200283,-0.1566,1.06653,0.449872,0.577464,0.906205,2.08344,1.81635,0.425245,1.37128,1.46151,2.39562,-0.176582,-0.100143,-0.0083135,-0.381131,-0.807146,-1.57438,-3.52305,-0.123219
-2.50045,-1.46538,-1.652,-2.65425,-3.19056,0.020512,0.10743,0.189062,0.143215,-0.000928546,1.23579,0.565539,0.534111,0.612818,2.07788,1.94737,0.548926,1.21867,1.31466,2.37438,-0.176876,-0.125836,0.00550367,-0.34135,-0.776563,-1.53996,-3.45925,-0.123081
-2.41455,-1.3354,-1.67272,-2.55424,-3.33416,-0.116594,0.183888,0.122614,0.135529,0.240584,1.04768,0.331282,0.596321,0.773318,2.07739,1.72446,0.236697,1.32662,1.2108,2.22832,-0.182562,-0.136693,-0.0382352,-0.342888,-0.771896,-1.59658,-3.51512,-0.164127
-2.50293,-1.36115,-1.71698,-2.66377,-3.41597,-0.172601,-0.0900837,0.0463262,0.115811,0.00435637,1.03524,0.421202,0.471632,0.691743,2.32585,1.97703,0.427779,1.32483,1.32743,2.56069,-0.188129,-0.0966611,0.0316187,-0.36107,-0.772088,-1.59708,-3.52662,-0.148056
-2.36817,-1.38944,-1.57965,-2.80533,-3.04048,-0.289849,-0.0744546,-0.041587,-0.0804784,-0.112159,1.232,0.604332,0.460789,0.970078,2.06177,2.04555,0.508634,1.28574,1.65993,2.27072,-0.179095,-0.0846448,0.0109775,-0.358367,-0.782539,-1.58591,-3.52488,-0.151438
-2.46999,-1.42705,-1.69535,-2.67669,-3.47199,-0.200928,0.0296238,0.0456405,-0.14023,0.0939122,1.08526,0.491171,0.606524,0.990877,2.36883,1.91584,0.459292,1.33527,1.50223,2.41856,-0.176757,-0.113058,-0.00541775,-0.353437,-0.757247,-1.58817,-3.46936,-0.184387
-2.30632,-1.23422,-1.65946,-2.65422,-3.07289,-0.495668,-0.285246,-0.0963458,-0.249531,-0.284815,1.06494,0.319226,0.636077,0.963837,1.87954,2.05097,0.49504,1.41248,1.53719,2.42351,-0.179382,-0.149073,-0.0439156,-0.363526,-0.833682,-1.50432,-3.41232,-0.128513
-2.45626,-1.38385,-1.71992,-2.78292,-3.23769,-0.371887,-0.168146,-0.0385753,-0.0162688,-0.214769,1.05349,0.417451,0.483013,0.649994,1.9966,1.94218,0.45015,1.3504,1.36359,2.40995,-0.182001,-0.114342,0.0197697,-0.339682,-0.754139,-1.58282,-3.48239,-0.128955
-2.49526,-1.36647,-1.67917,-2.64614,-3.24774,-0.226175,-0.155086,0.00414859,-0.202475,-0.0306538,1.35674,0.646028,0.594457,0.834756,2.14282,2.11073,0.546118,1.39487,1.4224,2.30707,-0.175017,-0.0672272,0.0300923,-0.275667,-0.785676,-1.57199,-3.4881,-0.125248
-2.27714,-1.23553,-1.61842,-2.51933,-3.29729,-0.326233,-0.16868,-0.0863885,-0.193795,-0.217674,1.1637,0.569114,0.559382,0.700599,2.27362,1.92977,0.507934,1.3664,1.50372,2.62992,-0.182888,-0.110394,-0.0313371,-0.341465,-0.827258,-1.57957,-3.52122,-0.179121
