b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.20682,-0.335214,-0.742827,-0.924021,-1.31996,-0.182045,-0.122411,0.0306973,0.156909,-0.117588,0.881879,0.170323,0.517514,0.76412,1.8727,1.86161,0.394405,1.23679,1.38674,2.27905,-0.13416,-0.0400064,0.0359321,-0.343784,-0.756762,-1.4311,-3.35529,-0.0681532
-2.08952,-0.271187,-0.629072,-0.725341,-1.28139,-0.132772,-0.00885182,-0.0327649,0.0196462,0.098601,0.962244,0.346019,0.509264,0.806465,2.06548,1.70167,0.348041,1.28063,1.26644,2.21283,-0.144845,0.017594,0.0175544,-0.278945,-0.722451,-1.44505,-3.39993,-0.0144702
-2.07053,-0.443886,-0.671902,-0.747825,-1.64853,-0.147396,0.017678,0.0358891,0.0885413,-0.0434653,0.861745,0.412569,0.422069,0.627082,2.15433,1.72963,0.450057,1.19438,1.35167,2.5049,-0.134722,0.0181913,0.0124071,-0.303292,-0.80755,-1.42288,-3.39159,-0.0895629
-2.402,-0.417658,-0.862782,-0.970974,-1.44317,-0.214094,-0.0502291,0.142139,-0.138545,-0.185897,1.25696,0.501302,0.630581,1.06685,2.24276,2.18031,0.619528,1.40252,1.6937,2.48251,-0.13335,-0.0543175,-0.0493163,-0.243517,-0.76908,-1.44809,-3.48605,-0.101567
-2.20414,-0.415873,-0.574182,-0.860273,-1.40421,-0.117231,-0.0328357,-0.0639204,-0.0154293,0.0102259,0.760524,0.194227,0.342267,0.722132,1.82714,1.72523,0.473996,1.19873,1.35171,2.31006,-0.147433,-0.033088,0.0732731,-0.257695,-0.819578,-1.40897,-3.33718,-0.0674105
-2.11821,-0.414989,-0.639908,-0.854342,-1.6334,-0.236225,-0.110153,-0.0850033,-0.081872,-0.0922216,0.896062,0.330398,0.324524,0.549977,2.07283,1.71718,0.406024,1.08093,1.10296,2.44373,-0.132344,-0.0374537,0.0777924,-0.303268,-0.744206,-1.40146,-3.33935,-0.0210512
-2.07998,-0.249604,-0.606173,-0.524615,-1.41225,-0.366853,-0.244401,-0.0621023,-0.207175,-0.251035,1.08866,0.487273,0.566241,0.602505,2.2067,2.00102,0.465774,1.23709,1.25028,2.41708,-0.144135,0.0316127,0.0340618,-0.303246,-0.747921,-1.37801,-3.38288,-0.0408389
-2.2014,-0.289918,-0.685457,-0.814804,-1.35255,-0.275398,-0.139462,-0.0246909,-0.0329869,-0.173266,0.985996,0.318076,0.456948,0.656154,2.11223,1.92739,0.570982,1.29975,1.41441,2.47821,-0.142018,-0.0167527,0.0350235,-0.291106,-0.713979,-1.46162,-3.4793,-0.102903
-2.0855,-0.344632,-0.831796,-0.829153,-1.45476,-0.263483,-0.0931939,0.0832769,-0.14311,-0.224911,0.839109,0.334816,0.493518,0.70194,2.0791,1.85755,0.465896,1.22351,1.33065,2.46212,-0.132697,-0.0409875,0.112914,-0.267597,-0.736549,-1.45422,-3.34289,-0.0739829
-2.39967,-0.614022,-0.748398,-0.69976,-1.67598,-0.0804623,0.135301,0.140783,0.102395,0.150079,1.13157,0.58058,0.423254,0.407343,2.23826,2.02789,0.643566,1.23741,1.16028,2.48264,-0.134371,-0.0225077,0.0448228,-0.262854,-0.740407,-1.42722,-3.32757,-0.0514062
-2.11199,-0.326122,-0.665896,-0.725694,-1.40583,-0.18931,-0.0436769,0.0681123,-0.0733032,-0.237868,0.981734,0.434723,0.536117,0.720784,2.29053,1.90951,0.605297,1.20554,1.41253,2.45693,-0.144564,-0.00479852,0.0509414,-0.232266,-0.743358,-1.34471,-3.30516,-0.0538324
-2.14646,-0.397425,-0.763185,-0.833586,-1.54373,-0.360112,-0.204859,-0.101448,-0.132344,-0.324682,1.20845,0.712059,0.67725,0.963971,2.59288,1.8866,0.537645,1.31725,1.35427,2.67301,-0.143826,-0.00421056,0.0652525,-0.290482,-0.698642,-1.43902,-3.43542,-0.0391077
-2.40629,-0.635161,-1.0348,-1.0979,-1.80506,-0.152871,-0.0214435,0.177627,0.062967,-0.0868357,1.37055,0.763589,0.740511,0.824687,2.55203,1.87758,0.623207,1.38058,1.3555,2.55763,-0.13293,0.00741837,0.0797294,-0.276985,-0.78322,-1.43421,-3.40214,-0.0766068
-2.39372,-0.514104,-0.823838,-0.937985,-1.56986,-0.191523,-0.20477,-0.0424525,-0.108914,-0.230844,1.23241,0.647877,0.679075,0.985309,2.38631,1.93543,0.62292,1.37739,1.5533,2.63201,-0.137798,-0.0352347,0.0341403,-0.3171,-0.755251,-1.42702,-3.35856,-0.0464635
-2.29532,-0.404359,-0.722193,-0.894803,-1.58471,-0.120177,-0.0952397,-0.00599919,-0.00243886,-0.11268,1.09411,0.453403,0.538283,0.851852,2.29731,1.7938,0.440009,1.16042,1.38453,2.42403,-0.139414,-0.00706376,0.0215207,-0.299575,-0.793732,-1.46627,-3.39882,-0.0615044
-2.25263,-0.555624,-0.7142,-0.878536,-1.72005,-0.346281,-0.19791,-0.159136,-0.271052,-0.106487,1.1013,0.798021,0.663749,0.993519,2.44975,2.00989,0.762856,1.38094,1.5412,2.76702,-0.14435,0.04127,0.0917307,-0.302244,-0.708117,-1.44739,-3.44776,0.0080435
-2.14197,-0.363056,-0.725532,-0.658684,-1.21559,-0.153836,0.010795,0.0644328,0.0300866,-0.0435671,1.07445,0.544094,0.617439,0.751647,1.96453,1.7026,0.403051,1.24521,1.25167,2.10501,-0.141881,-0.0500585,0.0137216,-0.256108,-0.752515,-1.47772,-3.41001,-0.0414429
-2.37583,-0.558828,-0.807324,-0.859966,-1.9119,-0.0193222,0.0137621,0.181505,0.00685516,0.0544061,1.37997,0.727222,0.583196,0.912184,2.64634,2.13728,0.785727,1.39071,1.49674,2.87016,-0.13536,0.0111747,0.0195367,-0.218681,-0.766407,-1.38193,-3.30769,-0.0868379
-2.13333,-0.294958,-0.613501,-0.752065,-1.32739,-0.0675228,0.03609,0.0920875,0.00777476,0.0106504,0.90913,0.414452,0.532946,0.853617,2.16574,1.66941,0.367529,1.17795,1.21335,2.24853,-0.149404,0.0197091,0.0797815,-0.248063,-0.75245,-1.40465,-3.37287,-0.0426833
-2.31097,-0.479413,-0.863316,-0.924047,-1.53223,-0.120588,0.0416221,0.191827,-0.0287008,-0.124943,0.931424,0.366078,0.567917,0.743639,2.14656,2.03901,0.636037,1.42394,1.59626,2.66504,-0.144736,-0.0655083,0.0252827,-0.273899,-0.770291,-1.41748,-3.47604,-0.069906
-2.22915,-0.458905,-0.75475,-0.735267,-1.65474,-0.149789,0.0057469,0.0193797,-0.0714055,0.0137972,1.04465,0.52587,0.626585,0.892979,2.4941,1.99143,0.646874,1.37512,1.5192,2.76298,-0.147382,0.0282516,0.0249183,-0.263389,-0.788955,-1.43152,-3.42775,-0.0906572
-2.30237,-0.419489,-0.718634,-0.827615,-1.40971,-0.314368,-0.213909,-0.00505565,-0.0214532,-0.337831,1.25602,0.472332,0.589416,0.718048,2.27709,2.11152,0.707605,1.36804,1.46928,2.61444,-0.144898,-0.0352041,-0.00775638,-0.264891,-0.780328,-1.39127,-3.35697,-0.0406029
-2.40549,-0.57905,-0.948258,-1.10015,-1.87457,-0.131707,-0.18151,0.0479611,-0.014184,-0.0467009,1.02413,0.507934,0.571569,0.831284,2.17689,1.96739,0.577853,1.36566,1.58821,2.49354,-0.128926,-0.0343776,0.0361536,-0.303883,-0.7624,-1.45145,-3.38512,-0.0819136
-2.16587,-0.484201,-0.765829,-0.877669,-1.61918,-0.215121,-0.0777985,0.00619033,-0.129308,-0.0958725,1.17015,0.658328,0.604996,0.951223,2.29461,1.76051,0.460797,1.24063,1.26165,2.33565,-0.130687,-0.0089444,0.0683257,-0.299334,-0.697643,-1.37185,-3.32775,-0.0374491
-2.23152,-0.400533,-0.643963,-0.779531,-1.50735,-0.209004,-0.178837,-0.0307114,-0.184748,-0.27335,1.18577,0.613919,0.543822,0.887473,2.34177,1.94296,0.629679,1.29486,1.3666,2.51439,-0.136311,-0.0236854,0.072342,-0.293051,-0.741921,-1.39025,-3.40346,-0.0553436
-2.2866,-0.436227,-0.777903,-0.927173,-1.58614,-0.30073,-0.147071,-0.0657113,-0.136194,-0.11111,1.24006,0.621567,0.626099,0.883528,2.25596,1.99824,0.575513,1.42393,1.45678,2.49411,-0.133207,-0.0438119,0.00566387,-0.318093,-0.760355,-1.36501,-3.35169,-0.0489897
-2.11957,-0.456777,-0.766439,-0.768272,-1.47909,-0.226802,-0.13279,0.0221,-0.144573,-0.245053,1.05024,0.560026,0.523817,0.805721,2.16002,1.78104,0.585516,1.30365,1.38958,2.48348,-0.138778,-0.0147276,0.0724419,-0.286847,-0.754981,-1.41173,-3.33306,-0.0451651
-2.19611,-0.361942,-0.631324,-0.612092,-1.34825,-0.0389736,-0.0483152,0.068951,0.0171461,-0.0739787,0.983595,0.460127,0.44151,0.743707,2.22929,1.73099,0.482893,1.20262,1.10591,2.22215,-0.141201,0.0264937,0.053319,-0.246079,-0.702547,-1.37955,-3.35197,-0.0349519
-2.39312,-0.648763,-0.807303,-1.04218,-1.87107,-0.373755,-0.0696052,-0.0928136,-0.11137,-0.102221,1.28667,0.641422,0.695367,1.18993,2.54829,2.16674,0.802184,1.47295,1.70907,2.86522,-0.141236,-0.0576656,-0.0367035,-0.264047,-0.7835,-1.38581,-3.37277,-0.0649423
-2.35456,-0.588507,-0.832887,-0.838963,-1.70768,-0.0233725,0.131389,0.0689881,0.0338994,0.0859108,1.04106,0.588318,0.581484,0.775448,2.39408,1.99995,0.725658,1.44867,1.40819,2.84983,-0.145765,0.0429202,0.0514286,-0.280687,-0.760322,-1.41049,-3.48432,-0.072363
-2.19907,-0.469815,-0.8592,-1.24708,-1.53233,-0.384306,-0.0638938,0.0426231,0.06272,-0.265155,0.950459,0.422431,0.601246,1.03412,2.21252,1.90679,0.613928,1.36153,1.68931,2.46897,-0.133907,-0.0444791,0.00851275,-0.256733,-0.717889,-1.40022,-3.34777,-0.0496673
-2.18538,-0.393527,-0.770324,-1.09119,-1.52173,-0.348066,-0.0714147,0.00858267,0.144669,-0.191285,1.38064,0.603073,0.622163,0.960702,2.48374,1.92638,0.423281,1.28729,1.41141,2.44764,-0.136244,0.00682739,0.0481048,-0.292728,-0.765808,-1.43282,-3.40701,-0.0836307
-1.92529,-0.198444,-0.595956,-0.777472,-1.11073,-0.486783,-0.344412,-0.12542,-0.0647352,-0.455053,1.21519,0.581138,0.55082,0.855385,2.17094,1.74311,0.514179,1.19586,1.4173,2.26328,-0.140307,0.00312551,0.0825612,-0.225778,-0.683903,-1.38771,-3.33116,-0.075659
-1.98132,-0.188622,-0.562078,-0.613125,-1.28566,-0.278365,-0.190676,-0.011844,-0.038145,-0.0187766,0.953209,0.282635,0.418125,0.578066,1.89953,1.60345,0.242633,1.15911,1.16419,2.1695,-0.134656,-0.0198875,-0.035934,-0.323077,-0.81453,-1.36867,-3.35827,-0.0871557
-2.38982,-0.600547,-0.773573,-0.907761,-1.64794,-0.154975,0.000132185,-0.00544651,-0.00734616,0.0170457,1.34164,0.73746,0.614875,1.05941,2.46788,1.97996,0.640374,1.34167,1.52256,2.45033,-0.13844,-0.0148939,0.00819595,-0.309614,-0.782387,-1.38862,-3.3784,-0.0588293
-2.17673,-0.375599,-0.684494,-0.830562,-1.41529,-0.411641,-0.29638,-0.174776,-0.247834,-0.298616,1.31637,0.65643,0.622255,0.974372,2.23556,1.85568,0.594735,1.35235,1.47441,2.48485,-0.139756,0.0121354,0.0613778,-0.248777,-0.745204,-1.43166,-3.35973,-0.0459039
-2.24172,-0.417275,-0.762409,-0.8958,-1.45328,-0.271028,-0.222619,0.015377,-0.0864874,-0.40129,0.965032,0.447238,0.631861,0.920629,2.18692,1.88494,0.549272,1.33732,1.39633,2.60057,-0.141625,-0.0276819,0.0128602,-0.289539,-0.71602,-1.43061,-3.40694,-0.0534738
-2.41243,-0.7465,-0.897409,-1.06921,-1.69394,0.0676644,0.148056,0.0694323,0.194892,0.12314,1.19733,0.647309,0.743217,1.06065,2.27071,1.88285,0.742108,1.40222,1.53398,2.54831,-0.13837,-0.0217582,0.0184707,-0.264086,-0.701849,-1.42819,-3.26816,-0.0526872
-2.46191,-0.620605,-0.811121,-0.901936,-1.65608,-0.167176,-0.0433959,-0.101086,-0.0171815,-0.121587,1.31847,0.702782,0.772851,0.940737,2.33474,2.08828,0.710854,1.40353,1.46837,2.62655,-0.135692,-0.0338408,0.0017256,-0.282763,-0.763523,-1.45556,-3.41285,-0.0801693
-2.2043,-0.380139,-0.754484,-0.932524,-1.55731,-0.0672264,-0.0847501,0.0841569,0.0621388,-0.100464,1.07342,0.510535,0.483269,0.648082,2.21675,1.97227,0.625459,1.32137,1.51211,2.65595,-0.135306,0.00610483,0.0453737,-0.290089,-0.70442,-1.45446,-3.41475,-0.071716
-2.19788,-0.527831,-0.747433,-0.898317,-1.54498,-0.18733,-0.0631346,0.0946867,0.0178461,-0.0765002,1.27092,0.754498,0.56145,1.00129,2.35613,1.94802,0.680514,1.35391,1.45173,2.4592,-0.13411,-0.00249712,0.0310635,-0.228982,-0.700614,-1.36693,-3.3045,-0.0824162
-1.99597,-0.239619,-0.556318,-0.703993,-1.41364,-0.274398,-0.19617,-0.065491,-0.0710507,-0.30472,0.69401,0.309726,0.368848,0.62957,2.17001,1.5452,0.29043,1.15199,1.14702,2.29761,-0.136756,-0.0251855,0.035526,-0.298668,-0.813447,-1.38499,-3.39111,-0.0662719
-2.60969,-0.813293,-0.884005,-1.09784,-1.67921,0.0253453,0.227277,0.117756,0.213084,0.141536,1.29673,0.716768,0.690735,0.879691,2.25117,2.14451,0.828109,1.37174,1.54637,2.56142,-0.139206,-0.0226929,0.0170303,-0.281975,-0.705651,-1.42182,-3.38654,-0.0529775
-2.22031,-0.529386,-0.81897,-0.932831,-1.61224,-0.117811,-0.0398523,0.021846,-0.00928559,-0.0265499,1.07574,0.651906,0.738549,0.98289,2.38626,1.9604,0.730372,1.44746,1.61707,2.61467,-0.141956,0.0433063,0.118286,-0.276575,-0.731071,-1.41121,-3.32611,-0.01476
-1.87411,-0.359852,-0.566175,-0.708528,-1.40492,-0.339644,-0.18567,-0.159833,-0.192907,-0.155448,0.860695,0.518524,0.491657,0.85334,2.04243,1.38471,0.334321,1.12946,1.03985,2.07134,-0.130552,0.0341038,0.0368454,-0.289017,-0.787897,-1.39655,-3.39625,-0.0283825
-2.11442,-0.457642,-0.745551,-0.862802,-1.64826,-0.193879,-0.0410512,0.0148585,0.107589,0.0535281,0.88598,0.408847,0.449474,0.653255,2.18195,1.96081,0.666409,1.37983,1.48745,2.65013,-0.133116,0.00161984,0.037325,-0.226306,-0.754095,-1.3922,-3.30543,-0.0367306
-2.15291,-0.43383,-0.729829,-0.896096,-1.59185,-0.188908,-0.0494369,0.125279,0.0547076,0.019701,1.00314,0.594073,0.526365,0.875035,2.33997,1.9072,0.707013,1.31042,1.41144,2.74214,-0.143122,0.000185736,0.0624778,-0.264934,-0.784916,-1.3884,-3.38803,-0.0992244
-2.29733,-0.541525,-0.785188,-0.78042,-1.49943,-0.140277,-0.0657222,0.0695032,-0.0102842,0.0294265,1.1914,0.619138,0.682629,0.809003,2.13895,1.89989,0.579776,1.31414,1.34205,2.46742,-0.146328,0.0258607,0.0868236,-0.296201,-0.774327,-1.39317,-3.3552,-0.0396222
-2.4785,-0.601393,-0.869925,-0.939003,-1.62254,-0.123521,0.00848726,0.0537338,0.10597,0.00747522,1.33869,0.745757,0.743643,0.918134,2.36455,2.02432,0.752773,1.44295,1.50611,2.79262,-0.1436,-0.0127523,0.0391712,-0.344445,-0.803862,-1.46533,-3.46729,-0.0692216
-2.19356,-0.551346,-0.821525,-0.837646,-1.77248,-0.219462,-0.0699825,-0.0244778,-0.062548,-0.123189,1.0983,0.667843,0.647403,0.880369,2.54612,1.93431,0.756624,1.35546,1.37393,2.7612,-0.134403,0.00493228,0.0420392,-0.251865,-0.689576,-1.42721,-3.33026,-0.0911313
-2.29559,-0.427924,-0.755696,-0.726552,-1.3151,0.0519119,0.0389224,0.176045,0.121206,-0.0108324,1.00979,0.534585,0.494917,0.610456,2.15928,1.76583,0.316665,1.19782,1.28306,2.24021,-0.145228,0.025124,0.034292,-0.287531,-0.699903,-1.40982,-3.34946,-0.03863
-2.24525,-0.503181,-0.826541,-0.95932,-1.54129,-0.118961,-0.0738167,-0.0724851,-0.236316,-0.285996,0.932247,0.498552,0.663426,1.00165,2.29022,1.88121,0.675271,1.34963,1.46681,2.6063,-0.135548,-0.0208372,0.0361139,-0.282783,-0.725611,-1.42742,-3.40378,-0.0672811
-2.33419,-0.7025,-0.911363,-0.907909,-1.79273,-0.177693,-0.0584273,0.153014,0.0358282,-0.151876,1.20912,0.717273,0.609052,0.816642,2.39779,1.98939,0.729845,1.37187,1.38849,2.62582,-0.132141,-0.00633041,0.0029865,-0.32444,-0.771644,-1.40866,-3.34393,-0.0324853
-2.40021,-0.515366,-0.825017,-0.928327,-1.49551,-0.15072,-0.0788219,0.00582025,0.0655956,-0.0220811,0.908657,0.428196,0.577288,0.690009,2.26095,2.05032,0.754592,1.43926,1.4739,2.60152,-0.149038,-0.0267687,0.0498008,-0.284181,-0.782152,-1.47785,-3.4687,-0.0691137
-2.24863,-0.599838,-0.813933,-1.01186,-1.69706,-0.188673,0.0502419,0.0779162,-0.00370041,-0.0303166,0.871063,0.50107,0.520464,0.878734,2.21629,1.94832,0.739704,1.32811,1.60351,2.7494,-0.142944,0.0104783,0.0647685,-0.295274,-0.795386,-1.41256,-3.36332,-0.0795267
-2.3414,-0.553542,-0.861251,-0.974423,-1.6919,-0.15052,-0.0633795,0.0824671,0.0337472,-0.112095,1.26704,0.717538,0.657451,0.98449,2.56325,2.10725,0.764534,1.35973,1.51912,2.75026,-0.139305,0.00527368,0.0638975,-0.301249,-0.777396,-1.44186,-3.39364,-0.0897748
-1.8923,-0.178692,-0.538054,-0.582538,-1.28439,-0.165464,0.0561736,0.0466699,0.0534065,0.0421247,0.7167,0.269795,0.366486,0.527967,2.0852,1.64959,0.394192,1.24812,1.20046,2.36402,-0.14073,-0.0460785,-0.0264458,-0.273801,-0.762109,-1.38998,-3.37621,-0.0438117
-2.07814,-0.238714,-0.545341,-0.757775,-1.18571,-0.332961,-0.238083,-0.142699,-0.153733,-0.18728,1.08767,0.436925,0.564966,1.01449,2.15476,1.61227,0.420375,1.17836,1.37907,2.28387,-0.144525,-0.0366622,0.000664073,-0.302038,-0.757756,-1.3987,-3.38485,-0.0639019
-2.14963,-0.302957,-0.714651,-0.960559,-1.13119,-0.0958976,0.0522826,0.0283834,-0.084258,-0.074143,0.965346,0.403479,0.485476,1.04731,1.86658,1.61882,0.227311,1.23807,1.48582,1.96386,-0.13608,-0.0518584,0.00329406,-0.269735,-0.696094,-1.45785,-3.4252,-0.0707206
-2.31511,-0.568059,-0.900915,-1.03043,-1.76115,-0.345014,-0.145388,0.0873694,-0.0560778,-0.231829,1.19526,0.642843,0.730879,0.952691,2.4242,1.80917,0.485978,1.27645,1.409,2.52591,-0.135842,-0.0319661,0.032709,-0.276356,-0.73438,-1.42223,-3.40629,-0.0501054
-2.23811,-0.522565,-0.682058,-0.658667,-1.6493,-0.206547,0.0890527,0.103349,0.0707801,0.101657,0.98675,0.469071,0.480233,0.605371,2.31112,1.88493,0.681821,1.26058,1.32141,2.77998,-0.149289,0.0712541,0.0528774,-0.289523,-0.804151,-1.42719,-3.45194,-0.0530813
-2.11041,-0.329326,-0.692167,-0.853247,-1.48819,-0.205474,-0.156799,0.0471797,-0.132692,-0.150201,0.935696,0.408573,0.422125,0.89142,1.93409,1.7816,0.548603,1.20886,1.31984,2.44006,-0.130805,-0.0430687,0.0471532,-0.274019,-0.739567,-1.43846,-3.40229,-0.043234
-2.05548,-0.225724,-0.656715,-0.738056,-1.20037,-0.298801,-0.197275,0.00419936,-0.0252453,-0.294725,1.0758,0.402385,0.6459,0.740748,2.1641,1.7979,0.379007,1.20976,1.33293,2.28358,-0.143901,-0.00923613,0.022936,-0.273071,-0.773498,-1.43001,-3.439,-0.0247536
-2.02489,-0.215069,-0.570992,-0.695388,-1.29209,-0.179892,-0.167174,0.0133026,0.0302886,-0.331798,0.794313,0.335045,0.401929,0.640618,2.04461,1.61992,0.393534,1.17544,1.21344,2.3389,-0.139706,-0.0160894,0.0453522,-0.244229,-0.748582,-1.42035,-3.3796,-0.0766844
-2.19721,-0.392446,-0.585729,-0.623075,-1.31775,-0.322951,-0.23249,-0.0301668,-0.249795,-0.434849,1.01486,0.577776,0.467685,0.708874,2.28875,1.68213,0.496882,1.19235,1.43193,2.58551,-0.147632,-0.02679,0.00155385,-0.301399,-0.769452,-1.40002,-3.40016,-0.0582194
-2.3569,-0.39669,-0.659977,-0.812404,-1.43237,-0.0777701,0.0570154,0.0712908,0.122409,-0.153251,1.27369,0.600658,0.485199,0.959263,2.55605,1.74001,0.440714,1.21455,1.38204,2.44663,-0.147352,0.0142922,0.0397175,-0.241601,-0.750323,-1.47235,-3.38178,-0.0648183
-2.36609,-0.702334,-0.770991,-1.10624,-1.79905,-0.0485828,0.129841,0.0366238,0.252829,0.0809882,1.29781,0.818966,0.602121,1.03944,2.53567,1.80829,0.648026,1.27336,1.40987,2.64178,-0.141049,-0.0467485,0.0439642,-0.299649,-0.733741,-1.42209,-3.41818,-0.0618803
-2.1693,-0.43702,-0.670858,-0.61267,-1.53868,-0.173803,-0.0332734,-0.030283,-0.252345,-0.131143,1.22218,0.594597,0.517545,0.675398,2.31499,2.0155,0.701732,1.33406,1.39215,2.72361,-0.130939,-0.0240495,0.00576223,-0.3039,-0.756039,-1.43704,-3.3423,-0.0874075
-2.40261,-0.485199,-0.793728,-0.958183,-1.5623,-0.205156,-0.133742,0.114097,-0.0845556,-0.31869,1.35662,0.711875,0.652044,1.13398,2.58156,1.92018,0.552656,1.26402,1.38146,2.58219,-0.141794,0.00523059,0.108531,-0.31008,-0.776584,-1.41115,-3.35608,-0.0501701
-2.2907,-0.524643,-0.913456,-0.943068,-1.49613,-0.0315854,0.0877191,0.218642,0.0725671,-0.124437,1.09202,0.43839,0.584507,0.732226,1.93858,1.9171,0.556706,1.36702,1.3855,2.38106,-0.132535,-0.00892592,0.0758315,-0.287924,-0.695231,-1.45853,-3.39415,-0.0770236
-2.2272,-0.448511,-0.8479,-0.850208,-1.70897,-0.343714,-0.114936,0.0119425,-0.0735835,-0.0974531,1.04205,0.354316,0.507609,0.555158,2.36152,1.9681,0.607952,1.40028,1.42417,2.74141,-0.133431,-0.0150542,0.113302,-0.256989,-0.714788,-1.4534,-3.29276,-0.0360665
-2.31774,-0.575392,-0.841651,-0.94507,-1.47487,0.0193221,0.0632843,0.0603962,0.00142808,0.138372,1.08543,0.606936,0.703541,1.04985,2.41761,1.70882,0.632741,1.44869,1.45838,2.40781,-0.147501,-0.00376005,0.0521299,-0.260072,-0.756557,-1.43305,-3.4345,-0.081634
-2.1474,-0.353831,-0.673726,-0.741831,-1.38861,-0.295703,-0.073283,0.00138575,0.0575347,-0.126068,1.07666,0.521201,0.513898,0.655421,2.29209,1.91074,0.509279,1.3338,1.35543,2.5606,-0.144674,-0.0411722,0.0196046,-0.223872,-0.709628,-1.39505,-3.35418,-0.0777759
-2.18053,-0.496009,-0.662883,-1.02709,-1.67783,-0.0611914,0.0887253,0.0224844,0.0332383,0.325853,0.9134,0.453508,0.327807,0.878004,2.27786,1.82856,0.613955,1.27874,1.56511,2.57815,-0.142781,0.0534001,0.0779578,-0.296306,-0.738148,-1.40193,-3.42232,-0.0510529
-2.26897,-0.62426,-0.7912,-0.755002,-1.82482,-0.248186,-0.0245598,0.0423389,-0.0463506,-0.0477186,1.22163,0.617594,0.589223,0.655467,2.44429,1.89675,0.715278,1.26471,1.11582,2.71154,-0.137987,0.0262366,0.0437005,-0.277277,-0.762595,-1.4469,-3.39834,-0.0354073
-2.19523,-0.420093,-0.62994,-0.851175,-1.65701,-0.276353,-0.160337,0.042613,0.0118988,-0.215399,0.879843,0.392571,0.37541,0.905711,2.21054,1.8981,0.657109,1.19004,1.36454,2.76578,-0.144399,-0.0135082,0.0232312,-0.288998,-0.785757,-1.39441,-3.34911,-0.0303627
-2.21883,-0.303716,-0.781167,-0.870344,-1.46624,-0.247149,-0.204112,0.0539209,0.00916305,-0.142864,0.992323,0.371711,0.478893,0.701656,2.25624,1.95673,0.562941,1.37594,1.39973,2.66578,-0.145056,0.0202983,0.0562724,-0.301579,-0.741259,-1.43777,-3.46141,-0.0506878
-1.90686,-0.156369,-0.631258,-0.710857,-1.47164,-0.116047,-0.0606395,0.0974789,0.19218,-0.0709301,0.722617,0.282228,0.343258,0.489566,2.19502,1.63363,0.348179,1.23767,1.16361,2.52473,-0.138205,0.0312811,0.0292588,-0.257665,-0.766247,-1.41604,-3.43482,-0.109865
-2.18104,-0.407214,-0.727085,-0.730006,-1.40116,-0.109338,0.0275837,0.146395,0.276981,-0.115786,0.977115,0.407287,0.603857,0.671586,2.2002,1.73284,0.527278,1.27271,1.20552,2.57411,-0.148832,-0.0558282,0.00413472,-0.282447,-0.787105,-1.39203,-3.34372,-0.0421564
-2.31838,-0.447972,-0.67396,-0.948578,-1.49236,-0.0459683,0.0246448,0.0709286,0.209945,-0.0348615,1.00876,0.410233,0.422619,0.878261,2.09541,1.77801,0.442612,1.12266,1.39908,2.4511,-0.143473,-0.0304308,0.0122834,-0.296171,-0.736605,-1.49502,-3.43373,-0.0488032
-2.46238,-0.542568,-0.776179,-0.900208,-1.55641,-0.114921,-0.0738278,-0.0122041,0.0179384,-0.20473,1.2042,0.576567,0.582917,0.887636,2.35115,2.13696,0.684599,1.41826,1.68098,2.73655,-0.146291,0.0102115,0.0695447,-0.298195,-0.771021,-1.42138,-3.43254,-0.071128
-2.13818,-0.491162,-0.662989,-0.946339,-1.4668,-0.290543,-0.139517,-0.0531348,-0.0820115,-0.228673,1.10937,0.68391,0.535866,0.963905,2.35895,1.93215,0.811309,1.32546,1.66589,2.67509,-0.144722,0.00451536,0.111393,-0.242807,-0.698541,-1.43753,-3.3816,-0.0273901
-2.18274,-0.35401,-0.699574,-0.921803,-1.37138,-0.11776,-0.0701901,-0.011439,0.104227,-0.172282,1.00051,0.40359,0.489553,0.685856,2.25684,1.86979,0.429415,1.29169,1.38374,2.39713,-0.141434,0.0376105,0.0237366,-0.267834,-0.726567,-1.44693,-3.4695,-0.0646202
-2.21107,-0.523158,-0.662206,-0.828598,-1.4814,-0.116624,0.0443278,0.0267638,0.0663851,-0.0918523,1.02634,0.521362,0.490639,0.823707,2.12245,1.6606,0.495346,1.12613,1.25609,2.32745,-0.138811,-0.0192007,-0.00495595,-0.286744,-0.742877,-1.41707,-3.3793,-0.0544177
-2.05824,-0.38852,-0.771587,-0.691527,-1.55044,-0.0520922,0.044293,0.202675,0.0963508,0.0476961,0.836624,0.338509,0.492431,0.595528,2.10041,1.64405,0.444376,1.1851,1.1493,2.42241,-0.133991,-0.0195588,-0.0235003,-0.3121,-0.818264,-1.41295,-3.40607,-0.0789019
