b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.35486,-0.55623,-0.861599,-1.037,-1.50024,-0.164964,-0.0614047,0.125585,0.169738,-0.133922,1.03404,0.414948,0.462292,0.768099,2.09853,1.99917,0.639287,1.2988,1.36628,2.6259,-0.136537,-0.0190616,0.0822266,-0.335092,-0.804844,-1.46639,-3.37424,-0.0409381
-2.35765,-0.602026,-0.859653,-0.828181,-1.82014,0.046089,0.177672,0.218563,-0.058434,0.0833159,1.1412,0.686371,0.554435,0.668094,2.487,1.85525,0.66438,1.44629,1.41128,2.80218,-0.140434,-0.0207173,0.0138342,-0.261014,-0.745011,-1.38027,-3.39762,-0.0611308
-2.11839,-0.440483,-0.755514,-0.850497,-1.84132,-0.251523,-0.0564856,0.0586462,-0.0664744,0.0754921,1.28265,0.663724,0.670414,1.07254,2.66336,1.80023,0.496652,1.26632,1.38053,2.58373,-0.142415,0.0332894,0.0779054,-0.247552,-0.723466,-1.42283,-3.3759,-0.0656458
-2.15289,-0.452761,-0.757797,-0.919028,-1.56812,0.0165289,0.0612574,0.0795222,0.060514,0.0110123,0.747963,0.398202,0.501986,0.878538,2.29762,1.73651,0.525386,1.3446,1.50385,2.68019,-0.14322,0.0566558,0.0862847,-0.300626,-0.764141,-1.41937,-3.41517,-0.0452256
-2.24543,-0.385597,-0.642918,-0.771343,-1.74486,-0.245833,-0.160062,-0.00734364,-0.127666,-0.0667914,1.12972,0.495963,0.473151,0.823948,2.57822,1.85526,0.5498,1.24019,1.38202,2.79596,-0.1455,0.0111177,0.0539931,-0.299096,-0.763366,-1.43008,-3.44486,-0.0334085
-2.08745,-0.337712,-0.658177,-0.8953,-1.49858,-0.243669,-0.131091,-0.0892644,0.0810701,0.0661209,0.866664,0.346126,0.431547,0.741333,2.17657,1.75629,0.445471,1.25384,1.4526,2.39056,-0.13868,0.0393275,0.0985614,-0.296829,-0.761203,-1.43231,-3.45173,-0.0669512
-2.07923,-0.267812,-0.620932,-0.71034,-1.35091,-0.243238,-0.0913309,0.0876381,-0.00034854,-0.178782,0.780591,0.27176,0.311451,0.625186,1.95906,1.76444,0.473858,1.17564,1.39029,2.4394,-0.144578,0.0312234,0.0768551,-0.25226,-0.772682,-1.451,-3.4155,-0.0581858
-2.03194,-0.281044,-0.708822,-0.797791,-1.40912,-0.0996793,-0.0419043,0.175418,0.15752,-0.0213176,0.770639,0.29775,0.339127,0.600685,1.87091,1.74007,0.360843,1.11305,1.28774,2.3065,-0.133825,-0.0073901,0.0721155,-0.302428,-0.76724,-1.45629,-3.35237,-0.0744039
-2.32092,-0.55364,-0.787861,-0.982645,-1.59463,-0.174938,-0.0457318,0.0596937,0.0711342,-0.141914,1.13125,0.586548,0.580233,0.869582,2.14237,2.06553,0.755686,1.33512,1.42352,2.78241,-0.144407,-0.00996778,0.0539296,-0.249253,-0.756342,-1.42125,-3.40308,-0.071883
-2.3112,-0.43549,-0.693616,-0.866449,-1.48572,-0.221634,-0.0860781,0.0208078,-0.0145433,-0.175051,1.18979,0.562751,0.510267,0.825618,2.28696,2.07477,0.623363,1.39917,1.57797,2.59752,-0.14456,-0.0139861,0.0166502,-0.295853,-0.790017,-1.4369,-3.46349,-0.0349032
-2.26506,-0.449827,-0.851549,-0.921594,-1.61698,-0.178094,-0.0308245,0.150993,0.19359,0.00649244,0.926933,0.386017,0.456035,0.590682,2.23519,1.96362,0.700658,1.35047,1.43408,2.71409,-0.148947,0.040391,0.118569,-0.237277,-0.651236,-1.47027,-3.42234,-0.0411051
-2.1982,-0.600656,-0.818723,-0.63783,-1.82557,-0.340656,-0.134738,-0.0047811,-0.130402,-0.328733,1.21474,0.757972,0.609986,0.711308,2.71612,1.82328,0.657725,1.37139,1.09654,2.82682,-0.134617,-0.0186722,-0.0141989,-0.210389,-0.772924,-1.44753,-3.36388,-0.10796
-2.38167,-0.443232,-0.707671,-0.82247,-1.53953,0.0250133,0.13201,0.196954,0.213064,0.236226,1.18234,0.451216,0.59232,0.852374,2.23433,1.99237,0.557278,1.31824,1.42817,2.52578,-0.145779,0.00197201,0.0298923,-0.304818,-0.799465,-1.38131,-3.34859,-0.0562244
-2.10516,-0.281752,-0.765321,-0.783838,-1.37157,-0.172923,-0.133384,0.122441,-0.0198911,-0.239891,1.10203,0.525784,0.638947,0.730784,2.5483,1.68647,0.403723,1.24509,1.32976,2.49153,-0.14353,-0.0395975,0.00834157,-0.292171,-0.780293,-1.38943,-3.38417,-0.108105
-2.2141,-0.544787,-0.79346,-1.09591,-1.654,-0.384355,-0.166325,-0.0656012,-0.0620071,-0.162859,1.24136,0.816102,0.684244,1.08651,2.46756,1.95525,0.650474,1.4029,1.46909,2.5032,-0.136189,0.0280945,0.0637596,-0.293775,-0.73354,-1.42646,-3.42336,-0.0565316
-2.29109,-0.433713,-0.740808,-1.01618,-1.46979,-0.201383,-0.114309,0.0470897,-0.0375107,-0.170735,1.1992,0.542086,0.57119,0.967497,2.33511,2.05077,0.603501,1.28881,1.56459,2.40226,-0.139759,0.00824684,0.032101,-0.212265,-0.771721,-1.4224,-3.35686,-0.0389214
-2.03583,-0.300969,-0.639379,-0.794253,-1.4356,-0.18661,-0.0336479,0.0399173,0.00204447,-0.101559,0.741174,0.328879,0.349155,0.726761,2.14367,1.63257,0.387152,1.06117,1.21398,2.39245,-0.142821,0.00619612,0.0434867,-0.233534,-0.749297,-1.39275,-3.35908,-0.0620296
-2.22183,-0.324596,-0.751074,-0.716123,-1.46967,-0.244323,-0.190019,-0.0591859,-0.182204,-0.252007,1.23869,0.654909,0.663867,0.890178,2.34442,1.86756,0.445784,1.3498,1.38515,2.54506,-0.137784,-0.0402672,-0.0163015,-0.23767,-0.730015,-1.43414,-3.40814,-0.0644951
-2.27472,-0.427029,-0.82662,-0.834858,-1.35276,-0.116185,-0.105668,0.0586332,0.0669956,0.0271776,0.852912,0.405304,0.607229,0.682297,1.92424,1.85669,0.538749,1.36696,1.37223,2.50063,-0.144278,0.000253773,0.00135124,-0.298922,-0.786887,-1.47878,-3.44888,-0.038899
-2.15359,-0.308702,-0.75772,-0.770813,-1.28131,-0.203298,-0.199714,-0.0280684,-0.166839,-0.246004,1.00515,0.542642,0.606691,0.778818,2.22143,1.86402,0.545134,1.41642,1.62169,2.46895,-0.142695,-0.0238943,0.0394501,-0.290814,-0.80005,-1.43819,-3.39752,-0.0560562
-2.08323,-0.329084,-0.609475,-0.803209,-1.25427,-0.288575,-0.0734862,-0.053528,-0.040121,-0.102842,1.07264,0.509624,0.514087,0.942366,2.18093,1.67254,0.335044,1.14338,1.26854,2.16373,-0.143035,0.0588483,0.0877311,-0.301923,-0.723123,-1.46331,-3.40547,-0.0497466
-2.17908,-0.499146,-0.705601,-0.817628,-1.5898,-0.27176,-0.0742398,0.0144188,-0.125704,-0.337808,1.13696,0.680485,0.616783,0.958718,2.51353,1.90751,0.569744,1.30994,1.41045,2.53009,-0.141237,0.00544564,0.0981053,-0.284472,-0.805011,-1.35824,-3.37227,-0.0474468
-2.0415,-0.231568,-0.78774,-0.800078,-1.19973,0.115591,0.185819,0.213502,0.363237,0.099023,0.701298,0.208077,0.549657,0.635816,1.91286,1.3706,0.0238277,1.14726,1.13305,1.91947,-0.140023,-0.0649284,-0.0543276,-0.273234,-0.742428,-1.40019,-3.37326,-0.102658
-2.05482,-0.282727,-0.683827,-0.679207,-1.34209,-0.0983842,0.0506346,0.0879309,0.00452378,-0.0836979,0.577006,0.13446,0.361068,0.435593,1.89982,1.45827,0.132817,1.10636,0.993549,2.09296,-0.133571,-0.0183387,0.0316758,-0.279715,-0.742341,-1.41748,-3.38276,-0.0889297
-2.32447,-0.61168,-0.820649,-0.78288,-1.53267,-0.295463,-0.161912,0.0316678,-0.0642898,-0.341842,1.18475,0.688452,0.590023,0.7472,2.28814,2.06834,0.868596,1.38898,1.46472,2.70201,-0.141057,0.0113408,0.068571,-0.23865,-0.734875,-1.47189,-3.3438,-0.0645511
-2.10368,-0.341644,-0.831675,-0.846383,-1.47709,-0.341623,-0.0813557,0.0787882,-0.0114801,0.0240823,0.80674,0.265398,0.485139,0.669071,2.00343,1.67844,0.370478,1.3033,1.34421,2.32032,-0.144754,0.0408074,0.085944,-0.273443,-0.722928,-1.43513,-3.43583,-0.04469
-2.24261,-0.475199,-0.712229,-0.904046,-1.54553,-0.14448,-0.0918164,0.0614792,0.155263,-0.160933,0.85367,0.528103,0.492551,0.659325,2.15688,1.76496,0.613098,1.25391,1.35188,2.60238,-0.143864,0.0413443,0.0515544,-0.271717,-0.714542,-1.41947,-3.46322,-0.0793916
-2.2349,-0.399837,-0.683478,-0.763207,-1.65855,-0.11808,-0.0120556,-0.0909971,-0.103533,0.0530433,1.25264,0.693883,0.720703,0.963338,2.49735,1.97633,0.506472,1.40149,1.3091,2.61067,-0.137884,-0.00833886,0.019474,-0.273751,-0.754623,-1.40241,-3.3466,-0.0729684
-2.17534,-0.513405,-0.828704,-0.793621,-1.47286,-0.058066,-0.0763094,0.144526,0.063297,-0.10507,1.13748,0.756723,0.665903,0.826476,2.38055,1.82807,0.726792,1.40803,1.38205,2.39727,-0.137968,0.00991088,0.0538348,-0.264609,-0.725642,-1.36741,-3.35132,-0.0770175
-1.95585,-0.378666,-0.729784,-0.917843,-1.20461,-0.370015,-0.200267,-0.0986388,-0.111036,-0.316424,1.00053,0.502327,0.573449,0.782307,1.94921,1.71313,0.570332,1.306,1.50033,2.21137,-0.127821,-0.0107732,0.0107489,-0.242891,-0.706313,-1.41736,-3.30113,-0.0790454
-2.14258,-0.444018,-0.738357,-0.729058,-1.40387,-0.196036,-0.00071936,0.111258,-0.0770654,-0.124645,1.02461,0.514855,0.503296,0.607921,2.16721,1.77731,0.4857,1.256,1.36377,2.33382,-0.137637,-0.00299023,-9.24746e-05,-0.277378,-0.781711,-1.45736,-3.4091,-0.0486608
-2.38498,-0.439241,-0.856586,-0.868043,-1.44379,-0.231437,-0.12384,0.0436545,-0.0157446,-0.234511,1.28345,0.626052,0.670494,0.84086,2.34339,2.06112,0.613368,1.36383,1.37681,2.51663,-0.139344,0.00183319,0.0734621,-0.277116,-0.74687,-1.47946,-3.39981,-0.00492015
-2.25812,-0.459759,-0.800689,-0.95121,-1.36238,-0.308171,-0.121436,0.054685,-0.152061,-0.287125,1.10914,0.498486,0.591574,0.758259,2.15146,2.00053,0.625535,1.30901,1.68683,2.60449,-0.142431,0.0246844,0.0657458,-0.274716,-0.718496,-1.48764,-3.43038,-0.0493396
-2.22739,-0.516168,-0.717569,-0.91733,-1.57581,-0.156268,-0.0209131,-0.0382143,0.0512337,-0.146491,1.20147,0.56669,0.507184,0.79398,2.29068,1.83327,0.622809,1.29711,1.30125,2.5808,-0.132005,0.00553038,0.111373,-0.29701,-0.761346,-1.41083,-3.34807,-0.0502178
-2.32735,-0.482172,-0.77328,-0.873422,-1.48186,-0.280575,-0.140477,-0.0369249,-0.221893,-0.182741,1.11291,0.541047,0.526713,0.898234,2.11821,2.07578,0.603652,1.4366,1.54821,2.48065,-0.145115,0.000359912,-0.00830532,-0.303702,-0.765646,-1.44824,-3.41562,-0.0642041
-2.23836,-0.587716,-0.791399,-0.870312,-1.62733,-0.150066,0.108713,0.229107,0.17012,0.119971,1.08089,0.5506,0.53987,0.770427,2.41119,1.9459,0.618259,1.24693,1.35189,2.53023,-0.144752,0.03542,-0.00476378,-0.273446,-0.762604,-1.41508,-3.37906,-0.067855
-2.29867,-0.684349,-0.96785,-1.14754,-1.74443,-0.16195,0.010535,0.0847158,0.138852,-0.0534857,1.07237,0.68508,0.678517,0.920344,2.25614,1.85838,0.626337,1.35588,1.40281,2.5081,-0.126135,0.0410616,0.104074,-0.262279,-0.718543,-1.44756,-3.31996,-0.0379705
-2.24397,-0.403778,-0.803272,-0.640137,-1.73875,-0.391099,-0.175682,-0.037311,-0.436987,-0.10446,1.2917,0.639089,0.688034,0.882667,2.69124,2.02201,0.558329,1.42759,1.45344,2.69367,-0.142773,0.0318344,0.0563982,-0.244544,-0.725874,-1.48264,-3.44444,-0.0734819
-2.23941,-0.481296,-0.839581,-0.892353,-1.46876,-0.209828,-0.103864,0.0408417,0.06899,-0.165791,0.890941,0.44934,0.529827,0.643535,2.01124,1.72534,0.456478,1.30842,1.17356,2.3995,-0.137884,-0.0193582,0.0894165,-0.297639,-0.68016,-1.4367,-3.32276,-0.0303027
-2.14627,-0.336148,-0.664643,-0.802501,-1.44557,-0.192595,-0.0774323,0.0320763,0.119647,0.0320229,1.11007,0.502785,0.538056,0.806755,2.30888,1.73129,0.493189,1.23119,1.46517,2.59526,-0.144333,-0.0101968,-0.0202902,-0.27235,-0.776775,-1.40352,-3.38473,-0.087511
-2.19716,-0.464318,-0.830853,-0.94973,-1.67373,-0.430549,-0.287282,0.0935848,-0.198577,-0.276004,1.34248,0.727553,0.674083,1.0192,2.38074,2.02471,0.765327,1.37156,1.53572,2.70318,-0.13419,-3.07314e-05,0.0578237,-0.275061,-0.744934,-1.42192,-3.34381,-0.0470238
-2.16895,-0.438795,-0.660263,-0.8399,-1.38984,-0.123983,-0.111743,0.0702506,-0.00414432,-0.180344,0.935741,0.441893,0.49974,0.700734,2.0313,1.79001,0.598571,1.15561,1.49366,2.43462,-0.136427,-0.0513394,0.00618172,-0.273695,-0.749106,-1.40084,-3.35075,-0.0193825
-2.17021,-0.488228,-0.881919,-0.899566,-1.54516,-0.274505,-0.137201,0.10257,-0.0673312,-0.11478,1.12125,0.681312,0.669498,0.908438,2.26754,1.84712,0.57254,1.3832,1.35895,2.56582,-0.134416,-0.0285001,0.0766667,-0.289643,-0.732724,-1.41216,-3.36362,-0.0571985
-2.06804,-0.335227,-0.712344,-0.67629,-1.62578,-0.251078,-0.170469,-0.00553796,-0.0863489,-0.0995861,0.94137,0.283191,0.479948,0.686747,2.22211,1.67367,0.468335,1.17177,1.10361,2.5618,-0.135721,-0.00829385,0.0290768,-0.288442,-0.750527,-1.41323,-3.35898,-0.0654142
-2.1752,-0.437077,-0.75022,-0.934292,-1.70182,-0.219693,-0.0543422,-0.0450047,-0.102868,0.134305,1.10756,0.609794,0.650914,0.881262,2.46091,1.81984,0.457674,1.27344,1.48153,2.55154,-0.14046,0.0400787,0.0486824,-0.234886,-0.734644,-1.42152,-3.37744,-0.0510234
-2.21249,-0.445746,-0.817896,-0.950695,-1.52165,-0.156407,-0.0541735,0.0558126,-0.0981009,-0.0218926,0.993022,0.383923,0.503621,0.771252,2.08161,1.73985,0.432259,1.23785,1.43196,2.34312,-0.13645,0.00496722,0.0965824,-0.266204,-0.659017,-1.45701,-3.37427,-0.0391289
-2.10431,-0.273572,-0.818535,-0.95606,-1.40073,-0.211286,-0.145523,0.0115583,0.0727809,-0.0712849,0.745352,0.176364,0.46083,0.570722,1.78157,1.76725,0.424541,1.37953,1.41504,2.31671,-0.136016,-0.0315024,-0.0203611,-0.222865,-0.656052,-1.40152,-3.34127,-0.0865967
-2.37566,-0.318482,-0.676844,-0.896035,-1.32598,-0.228337,-0.242278,-0.0391561,-0.086555,-0.125144,1.21593,0.496647,0.545522,0.846796,2.01082,1.76105,0.335249,1.19142,1.2132,2.14898,-0.144426,0.00137233,0.0159025,-0.279497,-0.755801,-1.48137,-3.48958,-0.0308838
-1.97043,-0.346045,-0.683749,-0.688865,-1.45679,-0.182811,0.0153317,0.00698003,-0.208048,0.0132019,0.747551,0.369883,0.546937,0.769899,2.1032,1.59807,0.38185,1.1635,1.30287,2.24513,-0.134691,-0.0144877,0.0200258,-0.29312,-0.80272,-1.45385,-3.42632,-0.0857924
-2.09248,-0.255674,-0.676214,-0.729487,-1.23414,-0.320391,-0.176971,-0.01569,-0.190724,-0.301471,1.14715,0.668883,0.662775,0.987517,2.22478,1.87019,0.548772,1.31779,1.41832,2.6319,-0.140541,-0.0181452,0.0400895,-0.280626,-0.723541,-1.43804,-3.39393,-0.0759386
-2.14737,-0.318423,-0.689817,-0.710235,-1.32135,-0.362659,-0.251495,-0.110073,-0.212731,-0.242377,1.08437,0.605751,0.63167,0.914112,2.2449,2.10277,0.709941,1.4858,1.60311,2.53135,-0.143495,-0.0279021,0.00991868,-0.273132,-0.791023,-1.46747,-3.42749,-0.0776306
-2.1701,-0.486351,-0.793877,-0.838435,-1.39881,-0.362619,-0.188004,-0.0676331,-0.147213,-0.183509,1.21637,0.685183,0.726976,1.0538,2.22212,1.99666,0.664113,1.39192,1.54752,2.4306,-0.141378,0.0113386,0.0110489,-0.271408,-0.74217,-1.45166,-3.3461,-0.0632222
-2.34092,-0.429981,-0.759269,-0.902675,-1.49671,0.0386394,0.141143,0.208077,0.227214,-0.0385604,1.06203,0.435577,0.512624,0.728216,2.35534,1.79932,0.46391,1.29148,1.43189,2.56604,-0.148415,0.00581992,0.0793005,-0.276134,-0.724612,-1.45757,-3.42061,-0.0696345
-2.10303,-0.479145,-0.865861,-0.835276,-1.61561,-0.0913263,0.0193073,0.159582,-0.0782613,-0.0426445,0.956333,0.591911,0.662035,0.799533,2.34133,1.70066,0.604967,1.38824,1.45994,2.67041,-0.141942,-0.00309379,0.0630075,-0.261185,-0.779846,-1.4691,-3.45473,-0.0365872
-2.31674,-0.487417,-0.761063,-0.970641,-1.74267,-0.178489,-0.184334,0.011076,-0.0201152,-0.0581985,1.2022,0.59474,0.506405,0.965576,2.42791,1.88473,0.568952,1.23529,1.40839,2.64825,-0.141086,0.00271096,0.0389364,-0.300075,-0.770493,-1.4486,-3.36737,-0.0288264
-2.26235,-0.512909,-0.758711,-0.899035,-1.69982,-0.262698,-0.0783547,-0.00952745,-0.0638413,-0.103873,1.17682,0.611416,0.691562,1.06515,2.33972,1.96205,0.600251,1.40387,1.45249,2.76397,-0.13844,-0.0420409,-0.000375544,-0.26379,-0.775457,-1.39686,-3.36179,-0.0747827
-2.36836,-0.448486,-0.608913,-0.950707,-1.53621,-0.113211,0.0289929,-0.0131207,0.107028,-0.0378942,1.13012,0.536228,0.39402,0.932544,2.31481,2.02323,0.593647,1.31637,1.66377,2.59494,-0.144296,0.0140598,-0.000967681,-0.314482,-0.802939,-1.42177,-3.4003,-0.0322256
-2.35773,-0.43077,-0.753732,-1.02227,-1.32137,-0.237699,-0.128076,0.0558098,0.082859,-0.222185,1.09632,0.450005,0.487496,0.885801,2.14829,2.01032,0.537741,1.28649,1.46799,2.15344,-0.133015,-0.0175118,0.018682,-0.280524,-0.708323,-1.43186,-3.34811,-0.0313726
-2.29489,-0.49502,-0.801939,-0.820501,-1.74006,-0.174703,-0.0218088,0.115822,0.0374555,-0.01733,1.20281,0.576046,0.627349,0.890811,2.38052,1.94542,0.551225,1.26192,1.25427,2.63405,-0.136542,0.0194994,0.0425317,-0.294165,-0.779273,-1.44241,-3.39378,-0.0470215
-2.39193,-0.592619,-0.845271,-1.11938,-1.37794,-0.202416,-0.17542,-0.0643256,-0.0422003,-0.253458,1.17414,0.679383,0.634453,1.03689,2.22768,2.04874,0.813288,1.46083,1.67395,2.46363,-0.13786,-0.0349203,0.0704161,-0.300917,-0.79586,-1.44004,-3.38506,-0.0152693
-2.17866,-0.465059,-0.713913,-0.901035,-1.59231,-0.240166,-0.225879,-0.0108255,-0.000349535,-0.220052,0.869287,0.49677,0.561244,0.827243,2.24609,1.97324,0.789749,1.33691,1.42801,2.71027,-0.142599,-0.0214053,0.102145,-0.257239,-0.774949,-1.39036,-3.39558,-0.0727937
-2.24422,-0.64894,-0.69557,-0.92116,-1.73429,-0.152466,0.0547656,0.0650363,-0.00143325,0.154835,1.04212,0.750616,0.607388,1.00653,2.37178,1.77798,0.627585,1.2864,1.46167,2.4812,-0.1343,-0.0467744,-0.0631266,-0.320036,-0.752361,-1.35319,-3.33583,-0.0804685
-2.11174,-0.364356,-0.728704,-0.913768,-1.59392,-0.290464,-0.23461,-0.09153,-0.0535809,-0.237891,1.00819,0.643337,0.465537,0.971912,2.44933,1.61521,0.448985,1.26581,1.30357,2.47775,-0.141623,0.00130978,0.0949793,-0.30144,-0.79541,-1.4443,-3.43462,-0.0540326
-2.33946,-0.564316,-0.808567,-0.990829,-1.87002,-0.189682,-0.065214,0.00553917,-0.0154855,0.100714,1.14468,0.634255,0.52846,0.872184,2.47019,1.89929,0.557141,1.34636,1.42554,2.53718,-0.127872,-0.0243128,0.00430684,-0.273049,-0.779736,-1.44482,-3.36541,-0.0431367
-2.54141,-0.727891,-0.896678,-1.17423,-1.69966,-0.0855638,-0.0047686,0.0730117,0.118912,-0.164064,1.22514,0.663512,0.506822,0.967207,2.36483,2.03778,0.691517,1.25247,1.54691,2.42614,-0.135384,0.00346034,0.110097,-0.25771,-0.744471,-1.48514,-3.41635,-0.0864399
-2.2913,-0.533168,-0.876795,-0.999714,-1.54264,0.0135404,0.012923,0.0735774,0.0822975,-0.144411,1.23769,0.649798,0.760803,1.01366,2.21091,1.80675,0.527314,1.34726,1.38168,2.33597,-0.131862,-0.0242629,0.0161967,-0.265886,-0.705655,-1.41364,-3.3674,-0.0329685
-2.24361,-0.49924,-0.820335,-0.704991,-1.45714,-0.312099,-0.148151,0.0337552,-0.161861,-0.20208,1.28993,0.664479,0.637701,0.759311,2.15894,1.97779,0.729766,1.40372,1.35418,2.52007,-0.138918,0.00615401,0.08118,-0.270709,-0.713366,-1.40444,-3.3509,-0.0280151
-2.20038,-0.372453,-0.899928,-1.04015,-1.30308,-0.180451,-0.152197,0.0322115,0.121771,-0.1722,1.16312,0.582321,0.78976,1.01812,2.18992,1.85777,0.606266,1.37627,1.4491,2.46503,-0.140364,0.0228964,0.00918638,-0.315973,-0.755633,-1.46255,-3.41066,-0.0198985
-2.16285,-0.37403,-0.797248,-0.804412,-1.41554,-0.404035,-0.215424,0.0506317,0.0347584,-0.263747,1.03761,0.352383,0.612102,0.726114,2.12743,2.04889,0.704662,1.3758,1.45957,2.61545,-0.143374,-0.0304629,-0.0146981,-0.260772,-0.763984,-1.42354,-3.39173,-0.0573589
-2.30476,-0.518613,-0.786309,-0.994811,-1.77305,-0.212137,-0.0587165,-0.0876337,-0.0384577,0.00157524,1.19635,0.681318,0.696112,1.09394,2.50345,2.01407,0.725977,1.33884,1.55966,2.76843,-0.140572,0.00457486,0.0697463,-0.284028,-0.786773,-1.44092,-3.37872,-0.0553147
-2.36099,-0.519361,-0.774248,-1.11971,-1.61705,-0.159958,-0.146896,-0.0368604,0.149028,-0.216428,1.13321,0.601876,0.59593,1.04319,2.51162,1.94053,0.559875,1.33418,1.65497,2.52139,-0.139488,-0.0448154,-0.00964499,-0.341083,-0.820183,-1.43898,-3.43543,-0.0498685
-1.94385,-0.254379,-0.575402,-0.533974,-1.25713,-0.152536,-0.0439038,-0.156319,-0.198433,-0.252134,0.744385,0.421325,0.499389,0.590251,2.1354,1.56464,0.404239,1.26591,1.25889,2.40003,-0.144183,-0.00970549,0.0252295,-0.289938,-0.795911,-1.41879,-3.43613,-0.0413016
-2.04211,-0.361634,-0.560678,-0.732401,-1.57079,-0.275753,-0.237104,-0.0788659,0.0840115,-0.0271504,1.10907,0.672945,0.538315,0.6713,2.2441,1.71559,0.53139,1.15098,1.30676,2.44119,-0.14137,-0.0151311,0.0310679,-0.291588,-0.821872,-1.35146,-3.33058,-0.019533
-2.13972,-0.34943,-0.782638,-0.695671,-1.43208,-0.366782,-0.153502,-0.069977,-0.0557738,-0.314437,1.00844,0.468207,0.553141,0.496205,2.18331,1.79599,0.472519,1.22253,1.12237,2.36951,-0.136394,0.025761,0.0712874,-0.327681,-0.689567,-1.46763,-3.37674,-0.0531885
-2.06348,-0.342649,-0.747064,-0.708464,-1.60879,-0.162322,-0.0735639,0.193618,0.0906618,0.122002,0.983266,0.544812,0.626254,0.821013,2.35784,1.82455,0.498311,1.32105,1.37002,2.61475,-0.146216,0.0162522,0.0254753,-0.242822,-0.742316,-1.39224,-3.36662,-0.0566948
-2.36867,-0.612544,-0.876565,-1.16213,-1.709,-0.158059,-0.049674,-0.0387361,0.130209,0.0057383,1.37919,0.798989,0.785283,1.20037,2.3829,1.99111,0.620371,1.36426,1.55842,2.35156,-0.129417,-0.0142429,0.0394365,-0.301466,-0.726621,-1.41289,-3.28095,-0.0187017
-2.40478,-0.750416,-0.904228,-1.1386,-1.8423,-0.124117,0.106777,0.113815,0.112669,0.0427657,1.1633,0.630018,0.560603,0.924636,2.34533,2.03454,0.848632,1.33006,1.5319,2.64818,-0.130468,-0.0311712,0.0843936,-0.318486,-0.768833,-1.39219,-3.29703,-0.0606758
-2.17449,-0.356378,-0.623536,-0.885817,-1.50806,-0.38868,-0.351238,-0.130744,-0.186839,-0.250294,1.16853,0.516466,0.494527,0.788624,2.14698,1.75162,0.540837,1.23971,1.5809,2.46331,-0.133538,-0.0305156,0.0583947,-0.318007,-0.738904,-1.37635,-3.30195,-0.0560707
-2.15114,-0.342137,-0.67251,-0.758088,-1.57051,-0.228988,-0.0824059,0.0250232,-0.118321,5.1039e-05,0.946387,0.336746,0.354525,0.609363,2.01373,1.87539,0.501576,1.27248,1.37595,2.52997,-0.13727,-0.0323705,0.0532271,-0.239664,-0.741505,-1.40804,-3.36831,-0.0505565
-2.38295,-0.560819,-0.91533,-1.11289,-1.64093,-0.137551,0.0293518,-0.00536574,0.0206224,-0.14489,1.28024,0.553807,0.737888,0.974882,2.45377,2.05221,0.681136,1.54692,1.59966,2.58006,-0.134681,-0.0188875,0.0503077,-0.267892,-0.732326,-1.43281,-3.38851,-0.063272
-2.36797,-0.605523,-0.717294,-0.963972,-1.70257,-0.12163,0.0211649,0.0473127,0.0705412,-0.0365315,1.35941,0.869599,0.567057,0.905592,2.46466,2.0309,0.718933,1.29181,1.37603,2.54512,-0.135411,-2.77967e-05,0.0461955,-0.258599,-0.744902,-1.388,-3.36451,-0.0288392
-2.36927,-0.546881,-0.865515,-0.985704,-1.64469,-0.204079,-0.131492,-0.00397445,0.103753,-0.0847337,1.49743,0.837983,0.813955,1.02858,2.4042,1.91527,0.610105,1.40139,1.34404,2.59241,-0.133532,0.0291997,0.0363459,-0.280808,-0.735087,-1.45995,-3.44042,-0.0542359
-2.05426,-0.28819,-0.574006,-0.774068,-1.28813,-0.157115,0.0232659,0.0314367,0.0290808,-0.0662216,0.938694,0.350991,0.43906,0.707862,2.10752,1.69874,0.462129,1.19314,1.34899,2.36748,-0.14709,0.0426211,0.0601374,-0.295032,-0.739733,-1.39712,-3.38539,-0.0305273
-2.26395,-0.438234,-0.708908,-0.930331,-1.59949,-0.193018,-0.0178652,0.0153931,-0.0463239,-0.215787,1.05303,0.438766,0.47502,0.844727,2.19234,1.98826,0.560885,1.29854,1.54989,2.6947,-0.138408,0.00371966,0.0358055,-0.257607,-0.768876,-1.37317,-3.40116,-0.0587148
-2.11664,-0.407058,-0.77002,-0.78814,-1.59947,-0.178437,-0.0626934,0.100031,0.0330585,-0.0879866,0.905289,0.464239,0.465971,0.632382,2.40451,1.77751,0.479253,1.29068,1.24816,2.60741,-0.137887,-0.037763,0.0142298,-0.247236,-0.745978,-1.42425,-3.41166,-0.0282441
