b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-3.32891,-0.767471,-0.59693,-1.1847,-2.98079,-0.0640983,-0.197113,-0.122374,0.000990957,-0.165093,1.80342,0.30583,-0.048677,0.0307915,2.03334,3.17005,0.673956,0.84836,0.978201,2.70961,-0.0164845,0.0227964,0.0311242,0.245998,-0.270981,-1.08757,-1.62822,-3.88122,-0.0362528
-3.38022,-0.999319,-0.858356,-1.38174,-3.26237,-0.172061,0.11707,0.12615,0.144693,-0.0419744,2.14623,0.586215,0.0733534,0.467896,2.50301,2.98449,0.518199,0.826656,0.879488,2.60061,-0.014761,0.0216381,-0.00619698,0.188072,-0.224823,-1.05091,-1.67154,-3.87469,-0.048852
-3.45539,-0.925878,-0.55618,-1.2752,-3.26763,-0.240834,-0.0920137,-0.0258462,-0.113738,-0.159953,2.45903,0.855256,-0.030391,0.549784,2.52131,3.34153,0.557361,0.70952,0.78418,2.77861,-0.0154499,0.0240308,0.0332552,0.217622,-0.257194,-1.0931,-1.65892,-3.96932,-0.0215685
-3.44374,-0.914308,-0.779763,-1.30144,-3.34538,-0.135961,-0.118303,-0.0169164,-0.0492705,-0.182565,2.38685,0.696099,0.125591,0.39048,2.76342,3.2019,0.684068,0.904616,0.835063,3.20962,-0.0155539,0.0217982,0.0219153,0.238743,-0.346345,-1.12887,-1.64348,-3.95823,-0.0330339
-3.37597,-0.897254,-0.760505,-1.49765,-3.04327,-0.393044,-0.148423,-0.0784091,0.00444267,-0.274771,2.30603,0.632666,0.192323,0.533399,2.31368,3.25066,0.770305,0.971439,1.1086,2.73929,-0.0160841,0.0240248,0.0685667,0.324616,-0.300916,-1.10996,-1.647,-3.95896,-0.0585798
-3.14163,-0.908435,-0.66499,-1.31611,-3.1676,-0.319349,-0.0562501,-0.0373773,0.127921,-0.0776231,2.08625,0.549998,0.0604247,0.277286,2.2892,2.93249,0.515291,0.736324,0.78077,2.66679,-0.0156317,0.0216802,0.0393598,0.243787,-0.315689,-1.10663,-1.66598,-3.94963,-0.0144557
-3.42479,-0.940449,-0.726402,-1.34376,-3.30354,-0.16227,-0.0766628,-0.0512254,0.0210755,-0.0901356,2.1423,0.64016,0.007442,0.412161,2.4565,3.3083,0.731095,0.905599,0.874984,2.94883,-0.0157481,0.0219682,-0.0300253,0.178056,-0.233743,-1.02709,-1.61509,-3.8991,-0.051732
-3.44606,-0.9289,-0.623259,-1.29577,-3.35879,-0.166592,0.0517028,-0.095769,0.0643353,0.263498,2.26083,0.554388,-0.0632267,0.231368,2.69658,3.38105,0.621888,0.8156,1.06383,2.9007,-0.0159474,0.0223783,-0.00904332,0.270826,-0.307814,-1.088,-1.62548,-3.87037,-0.0925599
-3.52509,-1.11693,-0.999653,-1.44335,-3.34961,0.0249391,0.176485,0.164681,0.023824,0.220071,2.01277,0.492957,0.0864663,0.211066,2.27876,3.18898,0.754443,1.01146,0.861585,2.76934,-0.0146891,0.0219313,0.0529056,0.274662,-0.28723,-1.02322,-1.6419,-3.87779,-0.0073494
-3.50779,-1.08402,-0.854235,-1.5372,-3.25634,-0.165638,-0.0862971,0.0287695,-0.110284,-0.0834258,2.28354,0.805199,0.0120732,0.618997,2.71742,3.26114,0.754246,0.908421,1.18056,2.67037,-0.0164208,0.0223744,0.07135,0.28712,-0.263763,-1.09509,-1.71183,-4.01369,-0.032726
-3.36165,-1.02128,-0.820215,-1.45681,-3.08219,-0.271924,-0.0605866,-0.034151,0.0186804,-0.107466,2.03547,0.651836,0.197848,0.446403,2.22914,3.31076,0.745005,0.91601,0.995026,2.77321,-0.0146402,0.0220617,0.0758825,0.246236,-0.241493,-1.04535,-1.66502,-3.99485,-0.0588345
-3.57511,-1.12729,-0.769198,-1.83464,-3.28146,-0.173305,0.0647686,0.00931205,0.259066,0.0327163,2.21577,0.689977,-0.0597321,0.685119,2.58345,3.4739,0.938717,0.910456,1.46858,3.0998,-0.0150725,0.0222349,0.0102708,0.248232,-0.288835,-1.03128,-1.68997,-3.89039,-0.0569626
-3.3338,-1.01502,-0.819125,-1.55158,-3.3531,-0.340409,-0.0569699,-0.0660578,-0.0219114,0.192579,2.10345,0.633236,0.0188753,0.516217,2.43471,3.19732,0.662582,0.956544,1.04402,2.69004,-0.0147078,0.0230765,0.0454605,0.257917,-0.300902,-1.03484,-1.70271,-3.98419,-0.0751871
-3.39656,-0.878385,-0.759202,-1.25645,-3.07525,-0.0647357,0.0755546,0.0584993,0.0782489,0.116788,1.78755,0.349255,-0.150929,0.134351,1.98224,2.97955,0.412811,0.643984,0.679237,2.6279,-0.0149206,0.0218849,0.00631681,0.210577,-0.265844,-1.05649,-1.72878,-3.9948,-0.0588077
-3.37375,-0.693287,-0.647299,-1.09193,-2.92548,-0.238824,-0.078252,-0.0885538,-0.0259703,-0.0591024,2.12774,0.440487,-0.0573695,0.107468,2.29933,3.28105,0.541618,0.82536,0.802494,2.72822,-0.0166213,0.0236231,-0.00853458,0.227085,-0.307975,-1.11057,-1.68585,-3.9499,-0.0743224
-3.57257,-1.12208,-0.728161,-1.46416,-3.79284,-0.343638,-0.136786,-0.0985392,-0.17179,0.032106,2.43509,0.92579,0.0240647,0.527555,3.42286,3.46238,0.821105,0.912401,1.0757,3.35443,-0.0178084,0.0240555,0.00364509,0.30555,-0.280186,-1.10281,-1.71194,-4.01502,-0.0339018
-3.36607,-1.03922,-0.94473,-1.46667,-3.16302,-0.406011,-0.204557,-0.0246148,-0.0676794,-0.0509825,2.2595,0.728766,0.236507,0.411953,2.45941,3.41431,0.996189,1.12513,1.14036,2.92937,-0.0152922,0.0221764,0.1155,0.229581,-0.326735,-1.06047,-1.69165,-3.93894,-0.0127503
-3.38401,-0.869922,-0.717481,-1.57541,-3.14638,-0.320961,-0.172957,0.0576998,0.024967,-0.093493,2.11686,0.550772,-0.066352,0.484558,2.57356,3.08786,0.58471,0.65108,0.833102,2.72658,-0.0159575,0.0231545,0.0554276,0.285725,-0.292542,-1.05061,-1.67133,-4.02809,-0.0686535
-3.42033,-1.08877,-0.852589,-1.57969,-3.6119,-0.199534,0.0423371,0.0588151,0.0688101,0.223122,1.95218,0.479992,0.0031594,0.277646,2.63043,3.28153,0.670644,0.834591,1.00366,2.7428,-0.0148887,0.0220088,0.049792,0.258375,-0.2601,-1.02638,-1.72157,-3.95148,-0.0284934
-3.31993,-0.89944,-0.68583,-1.4798,-3.27283,-0.140576,-0.0439472,-0.0771816,0.0754088,0.0132937,2.22241,0.62966,0.0162722,0.739058,2.4387,2.97146,0.579311,0.841923,0.943522,2.80465,-0.0144413,0.0218496,-0.000441093,0.250235,-0.318466,-1.06241,-1.6501,-3.88615,-0.0625121
-3.4518,-0.846723,-0.766317,-1.41932,-3.08403,-0.418853,-0.296973,-0.0562195,-0.212553,-0.438285,2.50138,0.694815,0.159363,0.530474,2.57738,3.45104,0.770706,0.930399,1.00713,2.81807,-0.0178653,0.0235388,0.052524,0.301778,-0.288776,-1.09728,-1.64902,-4.01885,-0.0445675
-3.26542,-0.907222,-0.739843,-1.32124,-3.12935,-0.322238,-0.0788931,0.0461378,0.0305849,-0.0213125,1.97855,0.62197,-0.0243964,0.218733,2.49839,3.23697,0.678333,0.903703,0.98814,2.72125,-0.0150506,0.0229316,0.0678464,0.207823,-0.386946,-1.1395,-1.69448,-3.96564,-0.0559836
-3.37739,-0.990619,-0.815762,-1.32352,-3.29472,-0.199286,0.0531471,0.0444099,0.0928092,0.0556323,2.2221,0.613286,0.0780939,0.251434,2.55392,3.25196,0.693205,0.996282,0.884194,2.93572,-0.0162428,0.0220228,0.080415,0.252526,-0.326695,-1.05103,-1.66739,-3.98114,-0.0541799
-3.3575,-0.881812,-0.75113,-1.42668,-3.46763,-0.449871,-0.279566,-0.0267368,-0.0738848,-0.244071,2.46581,0.859433,0.0862375,0.647445,2.9275,3.25469,0.657451,0.855531,0.963576,3.16941,-0.0169247,0.0238107,0.0667774,0.2709,-0.324664,-1.08015,-1.62563,-3.95983,-0.0190297
-3.33782,-1.06325,-1.0102,-1.67381,-3.16457,-0.270287,0.0147031,0.1312,0.18696,0.0811401,2.10401,0.679114,0.188348,0.578814,2.31722,3.22495,0.860671,1.0602,1.31388,2.98526,-0.0153637,0.0205338,0.00559347,0.248875,-0.17351,-1.01712,-1.69008,-3.901,-0.0865813
-3.34952,-0.796503,-0.705732,-1.30698,-2.94965,-0.213037,-0.0871409,-0.0350595,-0.0890549,0.0110849,2.13739,0.338181,-0.051487,0.332569,2.36219,3.1656,0.570932,0.849075,1.05715,2.63638,-0.014968,0.0225954,-0.000297511,0.243974,-0.379807,-1.16728,-1.70137,-3.99712,-0.0209912
-3.48578,-0.953197,-0.732763,-1.21342,-3.01746,-0.186894,-0.144239,0.0509207,-0.0798673,-0.328508,2.19257,0.607322,-0.00866828,0.149448,2.59651,3.15927,0.663541,0.795338,0.637028,2.76338,-0.0153304,0.0222421,0.0106246,0.248689,-0.26996,-1.0556,-1.64441,-3.94357,0.0164375
-3.27291,-0.881958,-0.838306,-1.27389,-3.32738,-0.374322,-0.121227,0.0916228,-0.207975,-0.0560423,2.12894,0.369731,-0.0382228,0.226345,2.18251,3.18015,0.636969,0.911272,0.893512,3.00214,-0.0155283,0.0218381,0.0348319,0.246427,-0.278723,-0.987077,-1.65933,-3.8961,-0.0323564
-3.47629,-0.962196,-0.814173,-1.35282,-2.94862,-0.34901,-0.145782,-0.0290721,-0.132931,-0.1187,2.11182,0.504508,0.069052,0.399595,2.19874,3.21175,0.630225,0.945559,0.85287,2.56887,-0.0150296,0.0221897,0.00957997,0.14627,-0.321794,-1.12407,-1.68868,-3.94099,-0.0838142
-3.41108,-0.952031,-0.845462,-1.55401,-3.07525,-0.227083,-0.148538,0.00579595,-0.0142422,-0.100389,2.20947,0.634261,0.075642,0.79161,2.39213,3.23989,0.663586,0.752884,1.08278,2.66115,-0.014769,0.0223442,0.0522773,0.24066,-0.321018,-1.07478,-1.73997,-3.98101,-0.0623377
-3.36943,-0.993245,-0.811183,-1.29158,-3.48369,-0.294797,-0.179593,-0.0809336,-0.10285,-0.241807,2.25359,0.702996,0.235078,0.434388,3.03162,3.30557,0.769587,1.03249,0.99222,3.03337,-0.01484,0.0214864,0.0822467,0.246624,-0.252431,-1.0686,-1.64179,-3.88459,-0.0418224
-3.55173,-1.00954,-0.920307,-1.5416,-3.5714,-0.286384,-0.128172,-0.00118749,-0.0996153,0.0668848,2.39455,0.806345,0.223851,0.607649,2.84924,3.49759,0.810466,1.13037,1.2352,3.31325,-0.0161747,0.0240329,0.0180039,0.234927,-0.288532,-1.12804,-1.70779,-4.03623,-0.0641274
-3.49049,-0.982132,-0.775883,-1.2238,-3.43763,-0.220235,-0.00403812,-0.0484454,-0.10287,0.0319188,2.42538,0.742721,0.132074,0.342375,2.76966,3.29339,0.65783,0.883563,0.883041,3.06754,-0.017169,0.0231659,0.00842396,0.232096,-0.250375,-1.06506,-1.74258,-4.05284,-0.0765509
-3.31459,-0.94494,-0.846742,-1.48164,-3.26797,-0.407604,-0.194962,-0.0186058,0.0136847,-0.182247,2.23762,0.878382,0.0183363,0.447912,2.81053,3.21122,0.669272,0.962224,1.11459,2.77215,-0.0145952,0.0227863,0.0417258,0.256628,-0.279983,-1.17753,-1.67005,-4.04635,-0.0920536
-3.54021,-1.19604,-0.878703,-1.47055,-3.65659,-0.118497,0.131928,0.213447,0.175659,0.465216,2.11828,0.680158,0.0913933,0.419003,2.67191,3.21486,0.684354,0.825263,0.86487,2.93211,-0.0160793,0.0217118,0.037376,0.272407,-0.33539,-1.12906,-1.69855,-3.96324,-0.0168021
-3.2276,-0.880959,-0.695201,-1.30832,-3.13118,-0.35245,-0.2726,-0.172795,-0.115906,-0.302511,2.0743,0.61578,0.0665113,0.297401,2.54418,3.2603,0.84733,0.921749,1.01539,2.90058,-0.0153969,0.0222134,0.0660747,0.268223,-0.252826,-0.99998,-1.62713,-3.85381,-0.0313112
-3.26238,-0.88228,-0.644534,-1.23222,-3.1954,-0.27356,-0.0772816,0.05837,0.0661725,-0.17325,1.91801,0.451189,-0.0985643,0.0840503,2.42453,3.15923,0.587328,0.734218,0.872448,2.74083,-0.014758,0.0226705,0.0835551,0.252405,-0.2658,-1.10502,-1.65697,-3.98613,-0.0472322
-3.28189,-0.814722,-0.668587,-1.23211,-3.09797,-0.410476,-0.147482,-0.0432424,-0.100514,-0.166467,2.24435,0.575558,0.0646834,0.25988,2.4275,3.14579,0.509858,0.751857,0.729498,2.52288,-0.0149317,0.0236319,0.0133987,0.282451,-0.272627,-1.12405,-1.63668,-3.91474,-0.0855674
-3.43898,-1.00592,-0.745896,-1.58144,-3.36466,-0.340872,-0.138324,-0.122509,0.0149809,-0.0956471,2.34433,0.73279,0.0860132,0.574833,2.68547,3.39299,0.744937,0.829052,1.02222,2.85679,-0.0158316,0.0220872,0.00385092,0.306454,-0.272625,-1.037,-1.63577,-3.91944,-0.0882005
-3.34669,-1.08146,-0.861355,-1.4033,-3.44483,-0.140065,-0.0176736,0.115916,0.0666615,-0.0399213,2.03119,0.646207,0.0587084,0.328657,2.60867,3.24529,0.828655,1.07334,1.00784,2.94355,-0.0150423,0.0215053,-0.0123663,0.241343,-0.296406,-1.06959,-1.62572,-3.90438,-0.0652118
-3.32618,-0.865218,-0.692333,-1.31118,-3.10982,-0.461564,-0.284314,-0.0474913,-0.166532,-0.323881,2.2328,0.688319,-0.0194086,0.4745,2.43793,3.27417,0.68536,0.796375,0.929505,2.86037,-0.0158253,0.0222134,0.0659415,0.260123,-0.279725,-1.13125,-1.63734,-3.89485,-0.0849775
-3.23464,-0.774899,-0.866804,-1.29125,-2.97914,-0.307031,-0.111152,0.0814154,-0.00736668,-0.158546,2.04074,0.449831,-0.00990602,0.119773,2.45024,3.10709,0.423926,0.836754,0.771818,2.24215,-0.0143842,0.0218764,0.0815007,0.263631,-0.28182,-1.01464,-1.6644,-3.91059,-0.00523639
-3.42579,-0.913871,-0.699984,-1.26727,-3.13765,0.0496478,0.135475,0.0993743,0.0820139,0.239445,2.09062,0.619509,0.069258,0.459976,2.38077,3.13725,0.536859,0.790898,0.782502,2.56834,-0.0153784,0.0224846,0.0654005,0.187871,-0.315378,-1.08544,-1.62445,-3.9167,-0.0510164
-3.36071,-1.01723,-0.846491,-1.35512,-3.35827,-0.362901,-0.0271932,0.00750955,-0.0269181,-0.172569,2.39117,0.760211,0.268829,0.563862,2.91381,3.41664,0.841253,1.07866,1.04568,3.19607,-0.0165614,0.0216358,0.0291756,0.208549,-0.355539,-1.08954,-1.65203,-3.93982,-0.0594654
-3.45662,-1.17258,-0.808713,-1.52214,-3.46819,-0.418906,-0.172754,-0.0270114,0.0283887,-0.0982776,2.38405,0.954562,0.184996,0.598618,2.98863,3.45815,0.977256,0.98761,1.16581,3.03161,-0.0165785,0.022602,-0.0127746,0.231105,-0.329027,-1.11131,-1.64645,-3.90735,-0.0871988
-3.5454,-1.08542,-0.778809,-1.3136,-3.46476,-0.12665,-0.0367971,0.0325134,-0.0288515,-0.194052,2.41138,1.01434,0.210007,0.599836,3.16384,3.35632,0.875113,0.866084,0.935015,3.33026,-0.0163943,0.022361,0.0302001,0.243004,-0.279822,-1.08873,-1.64715,-3.93603,-0.0766246
-3.1763,-0.826664,-0.700191,-1.325,-3.24698,-0.162774,0.00205491,0.134269,0.226957,0.247957,1.8968,0.545213,-0.0765264,0.234945,2.52726,3.03364,0.483214,0.702644,0.985296,2.56763,-0.0146323,0.0224805,-0.0159406,0.154031,-0.284808,-1.09901,-1.59646,-3.87142,-0.0992906
-3.24712,-0.849478,-0.678857,-1.37599,-3.25885,-0.323538,-0.164296,-0.0990734,-0.0531172,0.0482936,1.82679,0.433338,0.00729443,0.355661,2.33321,3.03501,0.521209,0.735513,0.903652,2.77738,-0.017169,0.0226668,0.0721577,0.324391,-0.278604,-1.01628,-1.67152,-3.92812,-0.0444237
-3.52557,-0.939946,-0.792123,-1.52784,-3.23495,-0.166936,-0.147386,0.00727595,-0.085686,-0.0934991,2.449,0.668602,0.0592565,0.544832,2.59355,3.30827,0.718975,0.916056,1.06466,2.72516,-0.0156529,0.023471,0.0824961,0.265307,-0.242741,-1.06656,-1.67414,-3.97101,-0.0702422
-3.31944,-0.917414,-0.806764,-1.43409,-3.38615,-0.307937,-0.0835162,0.0335835,-0.0923011,0.001421,2.23151,0.605464,0.17894,0.56788,2.61243,3.16111,0.62698,0.872927,1.03999,2.81869,-0.0153011,0.0229485,0.0409851,0.283655,-0.27908,-1.05024,-1.67649,-4.00868,-0.0658216
-3.15141,-0.841669,-0.671595,-1.3547,-3.08962,-0.301422,-0.0987612,0.0481179,-0.0672301,-0.120233,2.06623,0.617725,0.0774744,0.532381,2.54312,3.02681,0.530325,0.767897,0.929572,2.63059,-0.0151607,0.0223177,0.00243652,0.274315,-0.30881,-1.02263,-1.66264,-3.91684,-0.073366
-3.51896,-0.970174,-0.804695,-1.60593,-3.43147,-0.1845,-0.0100493,0.067165,0.21183,0.00507205,2.35438,0.683651,0.0202729,0.523925,2.75491,3.32509,0.657502,0.875184,1.09204,2.88306,-0.0163606,0.0236382,0.0358911,0.231798,-0.233943,-1.0758,-1.64516,-3.94674,-0.0507651
-3.44963,-0.895076,-0.858785,-1.40803,-2.99242,-0.425258,-0.282679,0.0659956,-0.0988033,-0.279398,2.59684,0.873448,0.138886,0.693118,2.54439,3.32493,0.669501,0.837446,0.826051,2.66116,-0.0151271,0.023572,-0.018732,0.206813,-0.315179,-1.0845,-1.68422,-3.94888,-0.0894164
-3.28646,-1.00607,-0.850476,-1.52017,-3.02109,-0.0507162,0.164385,0.103672,0.182196,-0.0059499,1.7889,0.493499,0.134337,0.385767,2.27635,3.07808,0.607931,0.847299,0.970112,2.60687,-0.0156618,0.0227818,0.0382893,0.248351,-0.263859,-1.0724,-1.67546,-3.93362,-0.0646397
-3.34016,-0.883574,-0.851025,-1.28273,-3.29904,-0.41017,-0.127185,0.024109,-0.0747512,-0.0408011,2.17698,0.593263,0.0819408,0.326218,2.56234,3.11265,0.559118,0.943805,0.803697,2.81634,-0.015317,0.0224906,-0.0407518,0.166806,-0.303112,-1.03865,-1.6931,-3.9638,-0.0367033
-3.47517,-1.02402,-0.815868,-1.50641,-3.50557,-0.0208477,0.0219459,0.0641938,0.112097,0.175227,2.17574,0.714065,0.0196627,0.558206,2.92991,3.22933,0.693881,0.756171,0.918869,2.86939,-0.0151538,0.0217653,0.0494185,0.278576,-0.278039,-1.04817,-1.71516,-4.02391,-0.0639023
-3.39136,-0.889854,-0.689814,-1.23563,-3.19369,-0.22802,-0.101334,0.000376207,0.00600056,-0.250068,2.02114,0.490894,-0.116311,0.0273676,2.33497,3.37958,0.796643,0.786237,0.829125,2.91356,-0.0145875,0.0224195,0.00533451,0.289602,-0.252571,-1.00726,-1.67287,-3.8627,-0.0919846
-3.30205,-0.881937,-0.716243,-1.51401,-3.3615,-0.237823,0.0168602,0.0601297,0.0722244,0.0815997,2.0604,0.592248,-0.0237824,0.496693,2.55794,3.10078,0.653363,0.810759,0.992498,2.99243,-0.0161517,0.0230369,0.093592,0.352465,-0.234916,-1.02905,-1.6881,-4.01899,-0.0482311
-3.41135,-0.903396,-0.840106,-1.19426,-3.37034,-0.260115,-0.1391,0.0241196,-0.390781,0.0120676,2.40644,0.702618,0.206126,0.424703,2.72643,3.32022,0.773832,1.02053,1.011,3.31322,-0.0167232,0.0225766,0.0717944,0.277006,-0.279694,-1.07717,-1.68881,-3.9911,-0.105869
-3.33426,-0.927204,-0.67568,-1.20616,-3.39549,-0.583503,-0.398525,-0.191749,-0.353387,-0.0587842,2.23012,0.640661,-0.0789674,0.415206,2.51917,3.18304,0.735976,0.831949,0.779202,3.06858,-0.0155454,0.022172,-0.020095,0.241302,-0.283701,-1.11817,-1.73067,-3.97787,-0.0955234
-3.44989,-0.969167,-0.793141,-1.37828,-3.04878,-0.234083,-0.0698658,0.0594016,-0.0350209,-0.296145,2.18624,0.62125,0.0826575,0.488528,2.38577,3.20878,0.504284,0.795107,0.836945,2.57954,-0.0142415,0.0215028,0.0433109,0.225072,-0.259122,-1.07057,-1.64432,-3.87882,-0.0510195
-3.52902,-1.022,-0.74097,-1.33828,-3.45485,-0.236683,-0.0993349,-0.0593916,-0.0930624,-0.0742716,2.24731,0.592968,-0.00665354,0.203865,2.50739,3.35267,0.701857,0.779329,0.799922,3.12042,-0.0162752,0.0227689,0.0512841,0.320806,-0.298455,-1.10948,-1.67868,-3.95484,-0.0272267
-3.25389,-0.926155,-0.770349,-1.27108,-3.35076,-0.339456,-0.0167117,-0.0550605,-0.19929,0.020718,2.06433,0.469797,0.0283255,0.433466,2.66218,3.05431,0.616822,0.821409,0.882827,2.97934,-0.0145002,0.0224873,0.0328239,0.233497,-0.254389,-1.00576,-1.62552,-3.86717,-0.0391362
-3.32651,-0.832938,-0.748238,-1.31389,-2.91442,-0.427267,-0.131228,-0.0270501,-0.0253547,0.126652,2.14843,0.563054,0.209339,0.36904,2.16983,3.28802,0.646164,0.910047,0.934618,2.29295,-0.0147443,0.0220223,0.0307265,0.20795,-0.317753,-1.12204,-1.69736,-3.96252,-0.0348712
-3.29598,-0.795263,-0.651648,-1.37386,-3.16627,-0.440478,-0.322544,-0.145786,-0.233116,-0.134315,2.37385,0.72428,0.148591,0.539928,2.56168,3.27899,0.774232,0.857532,1.0462,3.03379,-0.0161677,0.0218137,0.0431153,0.274849,-0.287349,-1.08214,-1.61635,-3.96824,-0.0739753
-3.31713,-1.04039,-0.777642,-1.32139,-3.52722,-0.336987,-0.175887,-0.0216078,-0.0581064,-0.147586,2.12206,0.765862,0.0274279,0.213557,2.79902,3.21765,0.826682,0.870985,0.821509,3.2275,-0.0139657,0.0221546,0.0172123,0.270885,-0.274605,-1.09399,-1.64903,-3.96437,-0.0234192
-3.192,-0.783012,-0.820342,-1.26178,-3.0265,-0.254413,-0.153853,0.0447671,0.0612556,-0.335025,1.89561,0.430216,0.190697,0.257846,2.65819,3.10566,0.652569,1.00983,0.98383,2.87346,-0.0160627,0.0210868,0.00240074,0.243619,-0.26455,-1.14128,-1.6328,-3.95421,-0.0651601
-3.5264,-1.04431,-0.849587,-1.44785,-3.35423,-0.186644,-0.138145,-0.0827476,-0.184861,-0.083738,2.32565,0.746455,0.228214,0.665166,2.71415,3.44864,0.812761,1.04684,1.18847,2.77065,-0.0146249,0.0221131,-0.0219996,0.19097,-0.316113,-1.02902,-1.6356,-3.9335,-0.0868449
-3.17129,-0.899516,-0.825763,-1.31676,-3.18965,-0.409969,-0.126645,0.00596712,-0.159849,0.144801,1.8999,0.478996,0.0939424,0.390539,2.08451,3.20615,0.748047,0.971503,1.09888,2.85016,-0.0142541,0.0210015,0.00454276,0.216561,-0.29518,-1.05121,-1.61917,-3.84537,-0.0857105
-3.3205,-0.880022,-0.783607,-1.50688,-3.04611,-0.250805,-0.0716295,0.0900251,-0.0611672,-0.313572,1.97993,0.428836,0.0106098,0.502658,2.47198,2.99795,0.523394,0.884593,1.06399,2.69688,-0.0157779,0.0218855,0.0833779,0.316897,-0.305359,-1.06659,-1.61884,-3.93034,-0.0350893
-3.25641,-0.733915,-0.642847,-1.19051,-2.92405,-0.09431,-0.0577229,0.01074,0.0736547,-0.0949085,2.12803,0.471225,-0.0272906,0.191702,2.48565,2.93409,0.384891,0.619535,0.519345,2.34289,-0.0144511,0.0223238,0.0197623,0.225227,-0.316891,-1.09072,-1.64546,-3.85421,-0.0341397
-3.2393,-0.744859,-0.651586,-1.27549,-3.44049,-0.590164,-0.306587,-0.100247,-0.233835,0.115024,2.35382,0.602015,0.0454253,0.504576,2.67482,3.3708,0.705658,0.864871,0.811371,2.97496,-0.0156493,0.0230451,0.0917253,0.233223,-0.316956,-1.09716,-1.67499,-4.02443,-0.07826
-3.30841,-0.857554,-0.780111,-1.29528,-3.31022,-0.254309,-0.03204,0.0111066,-0.0322235,-0.103579,1.93202,0.421908,0.0513207,0.233864,2.54444,3.28501,0.555298,0.829546,0.893759,2.90066,-0.0152553,0.0238799,0.060874,0.248113,-0.267951,-1.10236,-1.66182,-3.911,-0.0968018
-3.32654,-0.825159,-0.570789,-1.04283,-3.1296,-0.240177,0.0511965,-0.0340567,-0.0511005,0.0127991,2.01012,0.356733,-0.0681273,-0.0156377,2.5131,3.18684,0.440606,0.734227,0.791988,2.61892,-0.0164755,0.022487,0.00428527,0.158979,-0.282214,-1.12533,-1.68204,-3.90156,-0.060273
-3.29691,-0.842739,-0.741686,-1.45635,-3.07867,-0.521192,-0.301031,-0.103045,0.00902582,-0.144939,2.07819,0.549477,0.0430202,0.372665,2.36224,3.37001,0.777179,0.929335,1.13837,2.63284,-0.0157761,0.023003,0.0119206,0.25702,-0.308233,-1.09227,-1.69056,-4.00236,-0.0538956
-3.44816,-0.909098,-0.803679,-1.41357,-3.09181,-0.0907455,0.0174775,0.0798573,0.109238,0.0639221,2.093,0.400748,-0.0572806,0.044157,2.10087,3.29573,0.704542,0.812553,0.892978,2.69203,-0.0148722,0.0220781,0.0182387,0.263791,-0.258916,-1.03353,-1.68901,-3.98569,-0.0320333
-3.43745,-1.02288,-0.758906,-1.3589,-3.5271,-0.463864,-0.202227,-0.0770597,-0.289223,-0.132071,2.3409,0.767674,0.0421752,0.463328,2.82444,3.31489,0.736527,0.835114,1.1,3.00362,-0.0152637,0.0233668,0.0380277,0.243504,-0.306434,-1.07632,-1.73158,-4.05164,-0.0286389
-3.47822,-0.950219,-0.695659,-1.35407,-3.10137,-0.0889298,0.0127422,0.0575191,0.166288,0.174213,2.1312,0.456109,-0.0933129,0.206278,2.14515,3.34277,0.735155,0.852444,1.0156,2.75994,-0.0165003,0.023669,0.0494683,0.272358,-0.282633,-1.10984,-1.64928,-3.8794,-0.019492
-3.5186,-1.08992,-0.91767,-1.28688,-3.0701,-0.309649,-0.118196,0.0436645,-0.176755,-0.0487046,2.16987,0.605251,0.0485135,0.229339,2.14662,3.34647,0.755235,0.984085,0.922154,2.57198,-0.016253,0.0227846,0.0117923,0.2195,-0.334486,-1.0681,-1.66582,-3.95593,-0.0496728
-3.27374,-0.607386,-0.726907,-1.09724,-2.94775,-0.267666,-0.338764,0.0296365,-0.262791,-0.198791,2.11678,0.378662,0.0828843,0.314837,2.33817,3.15874,0.558517,0.87238,0.881384,2.67027,-0.0161522,0.0239942,0.0437671,0.222103,-0.292367,-1.09654,-1.64223,-3.96217,-0.0514633
-3.22958,-0.813079,-0.759829,-1.36047,-3.12042,-0.441225,-0.304325,0.0215887,-0.247658,-0.265977,2.04753,0.578865,-0.030821,0.368224,2.45169,3.02791,0.43248,0.647337,0.762733,2.37695,-0.0146746,0.0220069,-0.0155901,0.233115,-0.22366,-0.999044,-1.62141,-3.8623,-0.043015
